PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
541	Hmel217018	88525	88757	+	0	NA	Intergenic	Intergenic	13175	ID=HMEL033949g1.t1-E1;Parent=HMEL033949g1.t1								
508	Hmel217004	61693	62217	+	0	NA	Intergenic	Intergenic	10892	ID=HMEL033764g1.t1-E19;Parent=HMEL033764g1.t1								
221	Hmel210011	5052517	5054171	+	0	NA	Intergenic	Intergenic	58101	ID=HMEL030932g1.t1-E1;Parent=HMEL030932g1.t1								
39	Hmel201009	1652928	1653590	+	0	NA	Intergenic	Intergenic	-8671	ID=HMEL030152g1.t1-E1;Parent=HMEL030152g1.t1								
64	Hmel207002	5816667	5817288	+	0	NA	TTS (ID=HMEL037487g1.t1-E2;Parent=HMEL037487g1.t1)	-TTS (ID=HMEL037487g1.t1-E2;Parent=HMEL037487g1.t1)	883	ID=HMEL037487g1.t1-E2;Parent=HMEL037487g1.t1								
558	Hmel218004	345571	346063	+	0	NA	promoter-TSS (ID=HMEL014202g4.t1-E1;Parent=HMEL014202g4.t1)	-promoter-TSS (ID=HMEL014202g4.t1-E1;Parent=HMEL014202g4.t1)	-655	ID=HMEL014202g4.t1-E1;Parent=HMEL014202g4.t1								
417	Hmel213072	92809	93384	+	0	NA	promoter-TSS (ID=HMEL032286g1.t1-E1;Parent=HMEL032286g1.t1)	-promoter-TSS (ID=HMEL032286g1.t1-E1;Parent=HMEL032286g1.t1)	343	ID=HMEL032285g1.t1-E3;Parent=HMEL032285g1.t1								
12	Hmel206009	446097	446642	+	0	NA	Intergenic	Intergenic	-3513	ID=HMEL003893g1.t2-E1;Parent=HMEL003893g1.t2								
765	Hmel221008	72	674	+	0	NA	promoter-TSS (ID=HMEL035505g1.t1-E1;Parent=HMEL035505g1.t1)	-promoter-TSS (ID=HMEL035505g1.t1-E1;Parent=HMEL035505g1.t1)	-40	ID=HMEL035505g1.t1-E1;Parent=HMEL035505g1.t1								
784	Hmel221012	2801417	2802089	+	0	NA	promoter-TSS (ID=HMEL035614g1.t1-E1;Parent=HMEL035614g1.t1)	-promoter-TSS (ID=HMEL035614g1.t1-E1;Parent=HMEL035614g1.t1)	-459	ID=HMEL035614g1.t1-E1;Parent=HMEL035614g1.t1								
312	Hmel212004	622744	623814	+	0	NA	Intergenic	Intergenic	9448	ID=HMEL031511g1.t1-E3;Parent=HMEL031511g1.t1								
45	Hmel207002	765071	766584	+	0	NA	Intergenic	Intergenic	-6103	ID=HMEL011159g1.t1-E2;Parent=HMEL011159g1.t1								
507	Hmel202006	1547647	1548309	+	0	NA	promoter-TSS (ID=HMEL009417g1.t1-E1;Parent=HMEL009417g1.t1)	-promoter-TSS (ID=HMEL009417g1.t1-E1;Parent=HMEL009417g1.t1)	-319	ID=HMEL009417g1.t1-E1;Parent=HMEL009417g1.t1								
405	Hmel213067	682837	683407	+	0	NA	Intergenic	Intergenic	-63120	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
260	Hmel211012	225970	226519	+	0	NA	promoter-TSS (ID=HMEL010349g1.t1-E3;Parent=HMEL010349g1.t1)	-promoter-TSS (ID=HMEL010349g1.t1-E3;Parent=HMEL010349g1.t1)	825	ID=HMEL010349g1.t1-E2;Parent=HMEL010349g1.t1								
573	Hmel218007	1382729	1383386	+	0	NA	Intergenic	Intergenic	1408	ID=HMEL034316g1.t1-E1;Parent=HMEL034316g1.t1								
237	Hmel211004	1785045	1785630	+	0	NA	TTS (ID=HMEL031068g1.t1-E1;Parent=HMEL031068g1.t1)	-TTS (ID=HMEL031068g1.t1-E1;Parent=HMEL031068g1.t1)	550	ID=HMEL031068g1.t1-E3;Parent=HMEL031068g1.t1								
370	Hmel213025	678147	678358	+	0	NA	promoter-TSS (ID=HMEL031959g1.t1-E1;Parent=HMEL031959g1.t1)	-promoter-TSS (ID=HMEL031959g1.t1-E1;Parent=HMEL031959g1.t1)	-414	ID=HMEL031959g1.t1-E1;Parent=HMEL031959g1.t1								
309	Hmel201019	41899	43642	+	0	NA	TTS (ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1)	-TTS (ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1)	791	ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1								
762	Hmel221001	1010367	1010566	+	0	NA	promoter-TSS (ID=HMEL011017g1.t1-E2;Parent=HMEL011017g1.t1)	-promoter-TSS (ID=HMEL011017g1.t1-E2;Parent=HMEL011017g1.t1)	-760	ID=HMEL011017g1.t1-E2;Parent=HMEL011017g1.t1								
638	Hmel219003	364907	366262	+	0	NA	Intergenic	Intergenic	-6506	ID=HMEL002349g1.t1-E1;Parent=HMEL002349g1.t1								
734	Hmel220005	3254344	3254770	+	0	NA	Intergenic	Intergenic	-2304	ID=HMEL035177g1.t1-E1;Parent=HMEL035177g1.t1								
875	Hmel205020	736474	736653	+	0	NA	Intergenic	Intergenic	45367	ID=HMEL036805g1.t1-E1;Parent=HMEL036805g1.t1								
567	Hmel218005	711127	711552	+	0	NA	Intergenic	Intergenic	-18318	ID=HMEL034262g1.t1-E1;Parent=HMEL034262g1.t1								
1	Hmel206006	385742	386020	+	0	NA	Intergenic	Intergenic	-41982	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
506	Hmel202006	1545873	1546190	+	0	NA	Intergenic	Intergenic	-2266	ID=HMEL009417g1.t1-E1;Parent=HMEL009417g1.t1								
136	Hmel209001	1288438	1288622	+	0	NA	Intergenic	Intergenic	15180	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
116	Hmel201009	3536367	3536587	+	0	NA	promoter-TSS (ID=HMEL030222g1.t1-E1;Parent=HMEL030222g1.t1)	-promoter-TSS (ID=HMEL030222g1.t1-E1;Parent=HMEL030222g1.t1)	-943	ID=HMEL030222g1.t1-E1;Parent=HMEL030222g1.t1								
416	Hmel202004	379346	380003	+	0	NA	Intergenic	Intergenic	7255	ID=HMEL033195g1.t1-E1;Parent=HMEL033195g1.t1								
144	Hmel201009	5096336	5096591	+	0	NA	Intergenic	Intergenic	8519	ID=HMEL030266g1.t1-E2;Parent=HMEL030266g1.t1								
380	Hmel213050	16059	17170	+	0	NA	NA	NA	NA	NA								
100	Hmel207021	1959088	1959983	+	0	NA	Intergenic	Intergenic	17819	ID=HMEL009406g1.t1-E3;Parent=HMEL009406g1.t1								
300	Hmel201002	1427791	1428767	+	0	NA	Intergenic	Intergenic	5875	ID=HMEL011292g1.t1-E1;Parent=HMEL011292g1.t1								
824	Hmel203069	1018134	1018948	+	0	NA	TTS (ID=HMEL006900g1.t1-E1;Parent=HMEL006900g1.t1)	-TTS (ID=HMEL006900g1.t1-E1;Parent=HMEL006900g1.t1)	152	ID=HMEL006900g1.t1-E1;Parent=HMEL006900g1.t1								
661	Hmel219003	6277664	6277894	+	0	NA	Intergenic	Intergenic	-16814	ID=HMEL034692g1.t1-E1;Parent=HMEL034692g1.t1								
286	Hmel212001	2041772	2042676	+	0	NA	Intergenic	Intergenic	-2623	ID=HMEL016808g1.t1-E2;Parent=HMEL016808g1.t1								
120	Hmel208026	78057	78326	+	0	NA	Intergenic	Intergenic	3765	ID=HMEL002366g1.t1-E1;Parent=HMEL002366g1.t1								
800	Hmel221019	30107	30811	+	0	NA	Intergenic	Intergenic	1637	ID=HMEL010547g1.t1-E4;Parent=HMEL010547g1.t1								
381	Hmel213049	528515	528734	+	0	NA	Intergenic	Intergenic	-38489	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
581	Hmel218018	26401	26972	+	0	NA	Intergenic	Intergenic	-17956	ID=HMEL017500-RA-E1;Parent=HMEL017500-RA								
308	Hmel212001	6007322	6007639	+	0	NA	Intergenic	Intergenic	-12554	ID=HMEL031459g1.t1-E1;Parent=HMEL031459g1.t1								
392	Hmel213062	1083611	1083983	+	0	NA	Intergenic	Intergenic	-3978	ID=HMEL014866g1.t1-E1;Parent=HMEL014866g1.t1								
254	Hmel211010	56120	56431	+	0	NA	Intergenic	Intergenic	-2758	ID=HMEL031190g1.t1-E4;Parent=HMEL031190g1.t1								
177	Hmel210005	288775	289314	+	0	NA	Intergenic	Intergenic	-1670	ID=HMEL030741g1.t1-E1;Parent=HMEL030741g1.t1								
678	Hmel219011	110968	111685	+	0	NA	TTS (ID=HMEL003361g1.t1-E2;Parent=HMEL003361g1.t1)	-TTS (ID=HMEL003361g1.t1-E2;Parent=HMEL003361g1.t1)	651	ID=HMEL003361g1.t1-E2;Parent=HMEL003361g1.t1								
496	Hmel216015	748398	749751	+	0	NA	Intergenic	Intergenic	18003	ID=HMEL021054g1.t1-E3;Parent=HMEL021054g1.t1								
605	Hmel218018	4153835	4154686	+	0	NA	Intergenic	Intergenic	-8929	ID=HMEL006068g1.t1-E1;Parent=HMEL006068g1.t1								
373	Hmel213038	6855	7186	+	0	NA	Intergenic	Intergenic	-16606	ID=HMEL032018g1.t1-E1;Parent=HMEL032018g1.t1								
607	Hmel218018	4740858	4741168	+	0	NA	Intergenic	Intergenic	-2739	ID=HMEL004317g2.t1-E1;Parent=HMEL004317g2.t1								
773	Hmel221012	1514679	1514879	+	0	NA	Intergenic	Intergenic	3723	ID=HMEL006388g1.t1-E1;Parent=HMEL006388g1.t1								
813	Hmel203067	51664	51939	+	0	NA	Intergenic	Intergenic	-14576	ID=HMEL025035-RA-E1;Parent=HMEL025035-RA								
205	Hmel210011	3378804	3379212	+	0	NA	Intergenic	Intergenic	-8899	ID=HMEL030896g1.t1-E1;Parent=HMEL030896g1.t1								
42	Hmel207002	588462	589230	+	0	NA	Intergenic	Intergenic	-6266	ID=HMEL037354g1.t1-E1;Parent=HMEL037354g1.t1								
22	Hmel206009	3680164	3680421	+	0	NA	promoter-TSS (ID=HMEL037066g1.t1-E2;Parent=HMEL037066g1.t1)	-promoter-TSS (ID=HMEL037066g1.t1-E2;Parent=HMEL037066g1.t1)	412	ID=HMEL037066g1.t1-E1;Parent=HMEL037066g1.t1								
759	Hmel221001	401677	401959	+	0	NA	Intergenic	Intergenic	-5715	ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1								
644	Hmel219003	3202683	3203085	+	0	NA	Intergenic	Intergenic	11531	ID=HMEL006178g2.t1-E3;Parent=HMEL006178g2.t1								
851	Hmel205005	293673	294004	+	0	NA	Intergenic	Intergenic	8377	ID=HMEL016011g1.t1-E13;Parent=HMEL016011g1.t1								
399	Hmel213067	325983	326331	+	0	NA	Intergenic	Intergenic	-19976	ID=HMEL022357g1.t1-E1;Parent=HMEL022357g1.t1								
235	Hmel211004	1574633	1575996	+	0	NA	promoter-TSS (ID=HMEL031061g1.t1-E1;Parent=HMEL031061g1.t1)	-promoter-TSS (ID=HMEL031061g1.t1-E1;Parent=HMEL031061g1.t1)	-59	ID=HMEL031061g1.t1-E1;Parent=HMEL031061g1.t1								
301	Hmel212001	4134328	4134766	+	0	NA	Intergenic	Intergenic	-1130	ID=HMEL031402g1.t1-E1;Parent=HMEL031402g1.t1								
694	Hmel219014	1871899	1872261	+	0	NA	promoter-TSS (ID=HMEL008055g1.t1-E2;Parent=HMEL008055g1.t1)	-promoter-TSS (ID=HMEL008055g1.t1-E2;Parent=HMEL008055g1.t1)	-402	ID=HMEL008055g1.t1-E2;Parent=HMEL008055g1.t1								
436	Hmel214029	832576	833065	+	0	NA	Intergenic	Intergenic	-2721	ID=HMEL014610g1.t1-E1;Parent=HMEL014610g1.t1								
213	Hmel210011	4076257	4079241	+	0	NA	promoter-TSS (ID=HMEL030910g1.t1-E2;Parent=HMEL030910g1.t1)	-promoter-TSS (ID=HMEL030910g1.t1-E2;Parent=HMEL030910g1.t1)	-510	ID=HMEL030910g1.t1-E2;Parent=HMEL030910g1.t1								
94	Hmel207014	320162	320571	+	0	NA	Intergenic	Intergenic	-1913	ID=HMEL037621g1.t1-E1;Parent=HMEL037621g1.t1								
816	Hmel203067	459164	459858	+	0	NA	Intergenic	Intergenic	6897	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
51	Hmel207002	2076430	2076851	+	0	NA	Intergenic	Intergenic	-18478	ID=HMEL037395g1.t2-E4;Parent=HMEL037395g1.t2								
456	Hmel215034	219086	219469	+	0	NA	Intergenic	Intergenic	-56909	ID=HMEL022129g1.t1-E1;Parent=HMEL022129g1.t1								
568	Hmel218007	740532	740681	+	0	NA	Intergenic	Intergenic	-6935	ID=HMEL002564-RA-E1;Parent=HMEL002564-RA								
874	Hmel205020	310466	310848	+	0	NA	Intergenic	Intergenic	28585	ID=HMEL036792g1.t1-E2;Parent=HMEL036792g1.t1								
652	Hmel219003	3804244	3804470	+	0	NA	Intergenic	Intergenic	-11532	ID=HMEL034640g1.t1-E1;Parent=HMEL034640g1.t1								
296	Hmel212001	3244982	3245716	+	0	NA	promoter-TSS (ID=HMEL004107g2.t1-E1;Parent=HMEL004107g2.t1)	-promoter-TSS (ID=HMEL004107g2.t1-E1;Parent=HMEL004107g2.t1)	-324	ID=HMEL004107g2.t1-E1;Parent=HMEL004107g2.t1								
265	Hmel201011	2426088	2426330	+	0	NA	Intergenic	Intergenic	-3732	ID=HMEL033072g1.t1-E1;Parent=HMEL033072g1.t1								
791	Hmel221015	643891	644510	+	0	NA	Intergenic	Intergenic	-17069	ID=HMEL035657g1.t1-E1;Parent=HMEL035657g1.t1								
493	Hmel216013	434427	434655	+	0	NA	Intergenic	Intergenic	-2184	ID=HMEL033615g1.t1-E1;Parent=HMEL033615g1.t1								
171	Hmel210004	6698000	6698166	+	0	NA	Intergenic	Intergenic	2063	ID=HMEL009656g1.t1-E3;Parent=HMEL009656g1.t1								
386	Hmel213051	174139	175066	+	0	NA	Intergenic	Intergenic	-4866	ID=HMEL032087g1.t1-E1;Parent=HMEL032087g1.t1								
796	Hmel221015	878685	879178	+	0	NA	Intergenic	Intergenic	20256	ID=HMEL035661g1.t1-E5;Parent=HMEL035661g1.t1								
445	Hmel215006	1370014	1370220	+	0	NA	Intergenic	Intergenic	-3097	ID=HMEL000026-RA-E12;Parent=HMEL000026-RA								
200	Hmel210011	2947817	2948231	+	0	NA	Intergenic	Intergenic	1981	ID=HMEL015955g1.t1-E2;Parent=HMEL015955g1.t1								
366	Hmel213020	340107	340985	+	0	NA	Intergenic	Intergenic	1427	ID=HMEL031881g1.t1-E2;Parent=HMEL031881g1.t1								
844	Hmel204013	1080368	1081180	+	0	NA	Intergenic	Intergenic	-20392	ID=HMEL036407g1.t1-E2;Parent=HMEL036407g1.t1								
329	Hmel212011	1086112	1086481	+	0	NA	Intergenic	Intergenic	-2564	ID=HMEL012669g1.t2-E1;Parent=HMEL012669g1.t2								
525	Hmel217004	1698388	1698893	+	0	NA	Intergenic	Intergenic	8537	ID=HMEL033801g1.t1-E2;Parent=HMEL033801g1.t1								
787	Hmel221015	6551	6902	+	0	NA	Intergenic	Intergenic	1716	ID=HMEL035644g1.t1-E2;Parent=HMEL035644g1.t1								
27	Hmel206009	4182646	4183026	+	0	NA	Intergenic	Intergenic	-1666	ID=HMEL037075g1.t1-E8;Parent=HMEL037075g1.t1								
272	Hmel211016	14878	15432	+	0	NA	Intergenic	Intergenic	-6733	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
161	Hmel210004	2373686	2374557	+	0	NA	Intergenic	Intergenic	4291	ID=HMEL017165g1.t2-E1;Parent=HMEL017165g1.t2								
775	Hmel221012	1906022	1906689	+	0	NA	TTS (ID=HMEL035593g1.t1-E1;Parent=HMEL035593g1.t1)	-TTS (ID=HMEL035593g1.t1-E1;Parent=HMEL035593g1.t1)	810	ID=HMEL035593g1.t1-E1;Parent=HMEL035593g1.t1								
582	Hmel218018	187598	188204	+	0	NA	Intergenic	Intergenic	-3497	ID=HMEL034351g1.t1-E1;Parent=HMEL034351g1.t1								
746	Hmel220005	5479732	5480249	+	0	NA	Intergenic	Intergenic	-2182	ID=HMEL009443g2.t1-E5;Parent=HMEL009443g2.t1								
534	Hmel217004	4196391	4196560	+	0	NA	Intergenic	Intergenic	-1241	ID=HMEL002947g1.t1-E1;Parent=HMEL002947g1.t1								
400	Hmel213067	332952	333240	+	0	NA	Intergenic	Intergenic	16517	ID=HMEL032188g1.t1-E43;Parent=HMEL032188g1.t1								
744	Hmel220005	4964324	4966262	+	0	NA	Intergenic	Intergenic	-15617	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
20	Hmel206009	2594178	2594585	+	0	NA	Intergenic	Intergenic	-31055	ID=HMEL005355g1.t1-E1;Parent=HMEL005355g1.t1								
109	Hmel201009	3195290	3195643	+	0	NA	Intergenic	Intergenic	-5902	ID=HMEL012383g1.t1-E1;Parent=HMEL012383g1.t1								
633	Hmel218018	8503911	8504612	+	0	NA	Intergenic	Intergenic	4816	ID=HMEL034493g1.t1-E2;Parent=HMEL034493g1.t1								
151	Hmel201009	5390725	5390948	+	0	NA	Intergenic	Intergenic	-1056	ID=HMEL030279g1.t1-E14;Parent=HMEL030279g1.t1								
557	Hmel218004	313740	314089	+	0	NA	Intergenic	Intergenic	-23179	ID=HMEL014202g1.t1-E1;Parent=HMEL014202g1.t1								
718	Hmel220005	739351	739969	+	0	NA	Intergenic	Intergenic	14509	ID=HMEL035058g1.t1-E2;Parent=HMEL035058g1.t1								
468	Hmel215047	1389571	1389968	+	0	NA	Intergenic	Intergenic	-1363	ID=HMEL012766g1.t1-E1;Parent=HMEL012766g1.t1								
700	Hmel220003	310762	311713	+	0	NA	Intergenic	Intergenic	32377	ID=HMEL016468g1.t1-E2;Parent=HMEL016468g1.t1								
287	Hmel212001	2060610	2060866	+	0	NA	Intergenic	Intergenic	1220	ID=HMEL016808g1.t1-E1;Parent=HMEL016808g1.t1								
475	Hmel216009	1533967	1534231	+	0	NA	Intergenic	Intergenic	5860	ID=HMEL008833g1.t1-E1;Parent=HMEL008833g1.t1								
441	Hmel215006	1233540	1233898	+	0	NA	Intergenic	Intergenic	9720	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
78	Hmel201009	2396363	2396742	+	0	NA	Intergenic	Intergenic	3776	ID=HMEL030177g1.t1-E2;Parent=HMEL030177g1.t1								
868	Hmel205017	521586	522087	+	0	NA	Intergenic	Intergenic	-6400	ID=HMEL036749g1.t1-E1;Parent=HMEL036749g1.t1								
413	Hmel213069	1307660	1308013	+	0	NA	Intergenic	Intergenic	-33089	ID=HMEL022169g1.t1-E1;Parent=HMEL022169g1.t1								
294	Hmel212001	3127585	3127882	+	0	NA	Intergenic	Intergenic	-19640	ID=HMEL031381g1.t1-E1;Parent=HMEL031381g1.t1								
764	Hmel221001	2443944	2444967	+	0	NA	promoter-TSS (ID=HMEL008814g1.t1-E8;Parent=HMEL008814g1.t1)	-promoter-TSS (ID=HMEL008814g1.t1-E8;Parent=HMEL008814g1.t1)	-751	ID=HMEL008814g1.t1-E8;Parent=HMEL008814g1.t1								
672	Hmel219005	48651	49526	+	0	NA	Intergenic	Intergenic	2815	ID=HMEL009277g2.t2-E1;Parent=HMEL009277g2.t2								
349	Hmel212014	94973	95541	+	0	NA	Intergenic	Intergenic	-6240	ID=HMEL014802g4.t2-E1;Parent=HMEL014802g4.t2								
769	Hmel221012	271269	271482	+	0	NA	Intergenic	Intergenic	-3044	ID=HMEL035550g1.t1-E1;Parent=HMEL035550g1.t1								
275	Hmel211016	59661	60479	+	0	NA	Intergenic	Intergenic	7868	ID=HMEL031257g1.t1-E3;Parent=HMEL031257g1.t1								
803	Hmel203030	185008	185378	+	0	NA	Intergenic	Intergenic	1484	ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1								
515	Hmel217004	1136784	1137115	+	0	NA	Intergenic	Intergenic	-17369	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
197	Hmel210011	2427969	2428577	+	0	NA	Intergenic	Intergenic	-10110	ID=HMEL030873g1.t1-E1;Parent=HMEL030873g1.t1								
853	Hmel205005	473374	475084	+	0	NA	promoter-TSS (ID=HMEL016024g1.t1-E1;Parent=HMEL016024g1.t1)	-promoter-TSS (ID=HMEL016024g1.t1-E1;Parent=HMEL016024g1.t1)	-832	ID=HMEL016024g1.t1-E1;Parent=HMEL016024g1.t1								
138	Hmel209001	1453988	1454387	+	0	NA	Intergenic	Intergenic	8629	ID=HMEL004102g1.t1-E1;Parent=HMEL004102g1.t1								
751	Hmel220011	23380	24068	+	0	NA	Intergenic	Intergenic	-4185	ID=HMEL010953g1.t1-E1;Parent=HMEL010953g1.t1								
606	Hmel218018	4731526	4731890	+	0	NA	Intergenic	Intergenic	-2379	ID=HMEL004317g1.t1-E1;Parent=HMEL004317g1.t1								
137	Hmel201009	4531814	4532025	+	0	NA	Intergenic	Intergenic	-16459	ID=HMEL030250g1.t1-E1;Parent=HMEL030250g1.t1								
60	Hmel207002	4907930	4908810	+	0	NA	Intergenic	Intergenic	31641	ID=HMEL013840g1.t1-E1;Parent=HMEL013840g1.t1								
724	Hmel220005	1858072	1859235	+	0	NA	Intergenic	Intergenic	-1120	ID=HMEL035110g1.t2-E3;Parent=HMEL035110g1.t2								
691	Hmel219014	1461331	1461765	+	0	NA	Intergenic	Intergenic	-3018	ID=HMEL005122g1.t1-E2;Parent=HMEL005122g1.t1								
666	Hmel219003	6393582	6393953	+	0	NA	Intergenic	Intergenic	2192	ID=HMEL002697g1.t1-E5;Parent=HMEL002697g1.t1								
432	Hmel214025	19995	20608	+	0	NA	Intergenic	Intergenic	-7957	ID=HMEL032548g1.t1-E1;Parent=HMEL032548g1.t1								
519	Hmel217004	1193630	1193819	+	0	NA	Intergenic	Intergenic	-1098	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
860	Hmel205012	48593	49264	+	0	NA	Intergenic	Intergenic	-1443	ID=HMEL036657g1.t1-E2;Parent=HMEL036657g1.t1								
346	Hmel212013	3253254	3253883	+	0	NA	Intergenic	Intergenic	-45189	ID=HMEL031706g1.t1-E1;Parent=HMEL031706g1.t1								
17	Hmel201009	774335	774770	+	0	NA	Intergenic	Intergenic	-6001	ID=HMEL013296g1.t1-E1;Parent=HMEL013296g1.t1								
427	Hmel214019	732143	732322	+	0	NA	Intergenic	Intergenic	4866	ID=HMEL032462g1.t1-E1;Parent=HMEL032462g1.t1								
677	Hmel219005	374065	374346	+	0	NA	Intergenic	Intergenic	-3759	ID=HMEL009297g1.t1-E1;Parent=HMEL009297g1.t1								
708	Hmel220003	1702025	1702310	+	0	NA	Intergenic	Intergenic	4223	ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1								
82	Hmel207008	405783	405962	+	0	NA	Intergenic	Intergenic	1870	ID=HMEL037528g1.t1-E2;Parent=HMEL037528g1.t1								
110	Hmel201009	3200666	3200931	+	0	NA	Intergenic	Intergenic	2149	ID=HMEL012384g1.t1-E4;Parent=HMEL012384g1.t1								
650	Hmel219003	3660656	3661054	+	0	NA	Intergenic	Intergenic	23089	ID=HMEL034635g1.t1-E1;Parent=HMEL034635g1.t1								
333	Hmel212011	1559385	1560083	+	0	NA	Intergenic	Intergenic	-1416	ID=HMEL012931g1.t1-E2;Parent=HMEL012931g1.t1								
710	Hmel220003	2210621	2210845	+	0	NA	Intergenic	Intergenic	-9806	ID=HMEL012567g1.t1-E1;Parent=HMEL012567g1.t1								
590	Hmel218018	928975	929896	+	0	NA	Intergenic	Intergenic	-15672	ID=HMEL034358g1.t1-E1;Parent=HMEL034358g1.t1								
323	Hmel212009	374864	375364	+	0	NA	Intergenic	Intergenic	-5989	ID=HMEL003636g1.t1-E1;Parent=HMEL003636g1.t1								
856	Hmel205005	787350	787583	+	0	NA	Intergenic	Intergenic	3546	ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1								
69	Hmel207002	6060239	6060745	+	0	NA	Intergenic	Intergenic	-9861	ID=HMEL017796g2.t1-E1;Parent=HMEL017796g2.t1								
112	Hmel208019	102195	103281	+	0	NA	Intergenic	Intergenic	-7421	ID=HMEL037903g1.t1-E1;Parent=HMEL037903g1.t1								
664	Hmel219003	6333068	6333372	+	0	NA	Intergenic	Intergenic	-8254	ID=HMEL002701g1.t1-E1;Parent=HMEL002701g1.t1								
545	Hmel217018	572327	572615	+	0	NA	Intergenic	Intergenic	1705	ID=HMEL033969g1.t1-E1;Parent=HMEL033969g1.t1								
191	Hmel210011	175104	175508	+	0	NA	Intergenic	Intergenic	-2618	ID=HMEL013312g1.t1-E2;Parent=HMEL013312g1.t1								
224	Hmel201011	1635693	1635928	+	0	NA	Intergenic	Intergenic	2567	ID=HMEL033052g1.t1-E2;Parent=HMEL033052g1.t1								
187	Hmel210009	181727	183090	+	0	NA	TTS (ID=HMEL005930g1.t1-E6;Parent=HMEL005930g1.t1)	-TTS (ID=HMEL005930g1.t1-E6;Parent=HMEL005930g1.t1)	648	ID=HMEL005930g1.t2-E6;Parent=HMEL005930g1.t2								
588	Hmel218018	821509	821854	+	0	NA	Intergenic	Intergenic	-12395	ID=HMEL034356g1.t1-E1;Parent=HMEL034356g1.t1								
646	Hmel219003	3245562	3245804	+	0	NA	Intergenic	Intergenic	21133	ID=HMEL006179g1.t1-E1;Parent=HMEL006179g1.t1								
756	Hmel220017	559330	559633	+	0	NA	Intergenic	Intergenic	-6672	ID=HMEL035354g1.t1-E1;Parent=HMEL035354g1.t1								
446	Hmel215006	1441122	1441912	+	0	NA	promoter-TSS (ID=HMEL000033-RA-E7;Parent=HMEL000033-RA)	-promoter-TSS (ID=HMEL000033-RA-E7;Parent=HMEL000033-RA)	-39	ID=HMEL000033-RA-E7;Parent=HMEL000033-RA								
262	Hmel211012	233599	233778	+	0	NA	Intergenic	Intergenic	-2975	ID=HMEL010348g1.t1-E1;Parent=HMEL010348g1.t1								
617	Hmel218018	6335258	6335423	+	0	NA	Intergenic	Intergenic	-57203	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
79	Hmel207008	192094	192505	+	0	NA	promoter-TSS (ID=HMEL037518g1.t1-E7;Parent=HMEL037518g1.t1)	-promoter-TSS (ID=HMEL037518g1.t1-E7;Parent=HMEL037518g1.t1)	-845	ID=HMEL037518g1.t1-E7;Parent=HMEL037518g1.t1								
212	Hmel210011	3987415	3988511	+	0	NA	Intergenic	Intergenic	-34882	ID=HMEL030907g1.t1-E1;Parent=HMEL030907g1.t1								
352	Hmel213004	796685	797061	+	0	NA	Intergenic	Intergenic	-2627	ID=HMEL031774g1.t1-E1;Parent=HMEL031774g1.t1								
126	Hmel208048	342400	342936	+	0	NA	Intergenic	Intergenic	-31024	ID=HMEL038122g1.t1-E1;Parent=HMEL038122g1.t1								
426	Hmel214019	716073	717541	+	0	NA	Intergenic	Intergenic	-3020	ID=HMEL017822g1.t1-E6;Parent=HMEL017822g1.t1								
251	Hmel211009	593826	594045	+	0	NA	Intergenic	Intergenic	14010	ID=HMEL006348g1.t1-E4;Parent=HMEL006348g1.t1								
542	Hmel217018	219343	220341	+	0	NA	TTS (ID=HMEL033956g1.t1-E1;Parent=HMEL033956g1.t1)	-TTS (ID=HMEL033956g1.t1-E1;Parent=HMEL033956g1.t1)	265	ID=HMEL033956g1.t1-E1;Parent=HMEL033956g1.t1								
369	Hmel213025	137249	137731	+	0	NA	Intergenic	Intergenic	-2399	ID=HMEL031927g1.t1-E1;Parent=HMEL031927g1.t1								
