PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2down_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2down_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
539	Herato1202	19639322	19640645	+	0	NA	Intergenic	Intergenic	-10543	ID=evm.model.Herato1202.798-E5;Parent=evm.model.Herato1202.798								
781	Herato1801	950624	951015	+	0	NA	Intergenic	Intergenic	5193	ID=evm.model.Herato1801.47-E1;Parent=evm.model.Herato1801.47								
828	Herato1805	4028331	4028612	+	0	NA	Intergenic	Intergenic	40699	ID=evm.model.Herato1805.105-E1;Parent=evm.model.Herato1805.105								
276	Herato1003	5764480	5765126	+	0	NA	Intergenic	Intergenic	-2090	ID=evm.model.Herato1003.189-E2;Parent=evm.model.Herato1003.189								
102	Herato0701	4054569	4055467	+	0	NA	Intergenic	Intergenic	-3520	ID=evm.model.Herato0701.189-E1;Parent=evm.model.Herato0701.189								
520	Herato1202	16462868	16463791	+	0	NA	Intergenic	Intergenic	-1438	ID=evm.model.Herato1202.656-E2;Parent=evm.model.Herato1202.656								
532	Herato1202	18713355	18713592	+	0	NA	Intergenic	Intergenic	-1387	ID=evm.model.Herato1202.757.1-E3;Parent=evm.model.Herato1202.757.1								
55	Herato0101	901651	902656	+	0	NA	Intergenic	Intergenic	-29765	ID=evm.model.Herato0101.19-E1;Parent=evm.model.Herato0101.19								
57	Herato0606	8767313	8767861	+	0	NA	Intergenic	Intergenic	-2280	ID=evm.model.Herato0606.273-E2;Parent=evm.model.Herato0606.273								
259	Herato1001	4694035	4694800	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160)	-promoter-TSS (ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160)	-33	ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160								
424	Herato1202	2007323	2008402	+	0	NA	Intergenic	Intergenic	13111	ID=evm.model.Herato1202.72-E1;Parent=evm.model.Herato1202.72								
872	Herato1807	2485856	2486362	+	0	NA	Intergenic	Intergenic	-6830	ID=evm.model.Herato1807.48-E3;Parent=evm.model.Herato1807.48								
163	Herato0701	16303798	16305062	+	0	NA	Intergenic	Intergenic	-85589	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
1106	Herato0310	3423552	3424196	+	0	NA	Intergenic	Intergenic	3955	ID=evm.model.Herato0310.74.6-E1;Parent=evm.model.Herato0310.74.6								
1146	Herato0411	5190405	5190706	+	0	NA	Intergenic	Intergenic	5606	ID=evm.model.Herato0411.120-E4;Parent=evm.model.Herato0411.120								
395	Herato1108	11006561	11006975	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.474-E3;Parent=evm.model.Herato1108.474)	-promoter-TSS (ID=evm.model.Herato1108.474-E3;Parent=evm.model.Herato1108.474)	-551	ID=evm.model.Herato1108.474-E3;Parent=evm.model.Herato1108.474								
89	Herato0101	10416608	10417352	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301)	-promoter-TSS (ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301)	-190	ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301								
175	Herato0701	18025210	18025833	+	0	NA	Intergenic	Intergenic	-11118	ID=evm.model.Herato0701.743-E2;Parent=evm.model.Herato0701.743								
584	Herato1301	7331038	7331700	+	0	NA	Intergenic	Intergenic	6487	ID=evm.model.Herato1301.279-E2;Parent=evm.model.Herato1301.279								
988	Herato2001	6789262	6789630	+	0	NA	Intergenic	Intergenic	3714	ID=evm.model.Herato2001.251-E1;Parent=evm.model.Herato2001.251								
35	Herato0606	3659077	3659255	+	0	NA	Intergenic	Intergenic	10619	ID=evm.model.Herato0606.110-E7;Parent=evm.model.Herato0606.110								
347	Herato0101	17765175	17765851	+	0	NA	Intergenic	Intergenic	-30128	ID=evm.model.Herato0101.703-E1;Parent=evm.model.Herato0101.703								
665	Herato1411	5784163	5784794	+	0	NA	Intergenic	Intergenic	-5286	ID=evm.model.Herato1411.204-E1;Parent=evm.model.Herato1411.204								
434	Herato1202	2263689	2264779	+	0	NA	Intergenic	Intergenic	1924	ID=evm.model.Herato1202.79-E1;Parent=evm.model.Herato1202.79								
1184	Herato0503	8833175	8834030	+	0	NA	Intergenic	Intergenic	-8924	ID=evm.model.Herato0503.336-E1;Parent=evm.model.Herato0503.336								
865	Herato1807	1914531	1914938	+	0	NA	Intergenic	Intergenic	5123	ID=evm.model.Herato1807.39.1-E2;Parent=evm.model.Herato1807.39.1								
904	Herato1904	2677890	2678623	+	0	NA	Intergenic	Intergenic	-43123	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
930	Herato1906	762124	762406	+	0	NA	Intergenic	Intergenic	-20105	ID=evm.model.Herato1906.26-E1;Parent=evm.model.Herato1906.26								
442	Herato1202	3108762	3109172	+	0	NA	Intergenic	Intergenic	1431	ID=evm.model.Herato1202.103-E6;Parent=evm.model.Herato1202.103								
649	Herato1408	1825452	1825740	+	0	NA	Intergenic	Intergenic	3520	ID=evm.model.Herato1408.58.1-E1;Parent=evm.model.Herato1408.58.1								
689	Herato1507	6962995	6964155	+	0	NA	Intergenic	Intergenic	-30047	ID=evm.model.Herato1507.248-E1;Parent=evm.model.Herato1507.248								
886	Herato1807	4832853	4833254	+	0	NA	Intergenic	Intergenic	-2498	ID=evm.model.Herato1807.119-E1;Parent=evm.model.Herato1807.119								
648	Herato1408	1594105	1594658	+	0	NA	Intergenic	Intergenic	-16550	ID=evm.model.Herato1408.51-E1;Parent=evm.model.Herato1408.51								
642	Herato0204	742988	743674	+	0	NA	Intergenic	Intergenic	-92426	ID=evm.model.Herato0204.27.3-E1;Parent=evm.model.Herato0204.27.3								
1116	Herato0310	5627207	5627567	+	0	NA	Intergenic	Intergenic	-8986	ID=evm.model.Herato0310.131.1-E3;Parent=evm.model.Herato0310.131.1								
1028	Herato2101	1173455	1174203	+	0	NA	Intergenic	Intergenic	5534	ID=evm.model.Herato2101.44-E2;Parent=evm.model.Herato2101.44								
198	Herato0101	13358278	13359550	+	0	NA	Intergenic	Intergenic	-2104	ID=novel_model_8-E1;Parent=novel_model_8								
1098	Herato0301	4666444	4666751	+	0	NA	Intergenic	Intergenic	-2674	ID=evm.model.Herato0301.116.2-E2;Parent=evm.model.Herato0301.116.2								
1059	Herato2101	8931820	8932165	+	0	NA	Intergenic	Intergenic	-19985	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
727	Herato1605	2426178	2426917	+	0	NA	Intergenic	Intergenic	-12264	ID=evm.model.Herato1605.84-E1;Parent=evm.model.Herato1605.84								
939	Herato1908	2149861	2150092	+	0	NA	Intergenic	Intergenic	-5608	ID=evm.model.Herato1908.110-E1;Parent=evm.model.Herato1908.110								
320	Herato1007	2575084	2575549	+	0	NA	Intergenic	Intergenic	-3103	ID=evm.model.Herato1007.91-E3;Parent=evm.model.Herato1007.91								
913	Herato1904	4821008	4821270	+	0	NA	Intergenic	Intergenic	16814	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
811	Herato1805	2241756	2242481	+	0	NA	Intergenic	Intergenic	67958	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
202	Herato0821	2167399	2168823	+	0	NA	Intergenic	Intergenic	-1968	ID=evm.model.Herato0821.84-E4;Parent=evm.model.Herato0821.84								
249	Herato1001	1925661	1926105	+	0	NA	Intergenic	Intergenic	-2531	ID=evm.model.Herato1001.67.1-E1;Parent=evm.model.Herato1001.67.1								
361	Herato1108	4629153	4629691	+	0	NA	Intergenic	Intergenic	-8043	ID=evm.model.Herato1108.179-E2;Parent=evm.model.Herato1108.179								
465	Herato1202	7413070	7413437	+	0	NA	Intergenic	Intergenic	-14827	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
184	Herato0801	4312155	4312797	+	0	NA	Intergenic	Intergenic	-9845	ID=evm.model.Herato0801.89-E1;Parent=evm.model.Herato0801.89								
819	Herato1805	2820688	2821632	+	0	NA	Intergenic	Intergenic	18628	ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87								
1177	Herato0503	6546694	6547306	+	0	NA	Intergenic	Intergenic	7470	ID=evm.model.Herato0503.229-E10;Parent=evm.model.Herato0503.229								
1127	Herato0310	10165910	10166700	+	0	NA	Intergenic	Intergenic	1928	ID=evm.model.Herato0310.313.2-E1;Parent=evm.model.Herato0310.313.2								
776	Herato1703	1761905	1762216	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.30.2-E1;Parent=evm.model.Herato1703.30.2)	-promoter-TSS (ID=evm.model.Herato1703.30.2-E1;Parent=evm.model.Herato1703.30.2)	-84	ID=evm.model.Herato1703.30.2-E1;Parent=evm.model.Herato1703.30.2								
894	Herato1904	521845	522345	+	0	NA	Intergenic	Intergenic	15948	ID=evm.model.Herato1904.20-E3;Parent=evm.model.Herato1904.20								
858	Herato1807	1192164	1192728	+	0	NA	Intergenic	Intergenic	-8160	ID=evm.model.Herato1807.23-E1;Parent=evm.model.Herato1807.23								
140	Herato0701	11972885	11973941	+	0	NA	TTS (ID=evm.model.Herato0701.538-E8;Parent=evm.model.Herato0701.538)	-TTS (ID=evm.model.Herato0701.538-E8;Parent=evm.model.Herato0701.538)	553	ID=evm.model.Herato0701.538.1-E7;Parent=evm.model.Herato0701.538.1								
181	Herato0101	12519945	12520390	+	0	NA	Intergenic	Intergenic	1760	ID=evm.model.Herato0101.415-E72;Parent=evm.model.Herato0101.415								
412	Herato0101	18925949	18926855	+	0	NA	Intergenic	Intergenic	19220	ID=evm.model.Herato0101.748-E1;Parent=evm.model.Herato0101.748								
954	Herato2001	601235	601573	+	0	NA	Intergenic	Intergenic	-8147	ID=evm.model.Herato2001.16-E2;Parent=evm.model.Herato2001.16								
385	Herato1108	9827365	9827919	+	0	NA	Intergenic	Intergenic	-8882	ID=evm.model.Herato1108.433-E1;Parent=evm.model.Herato1108.433								
307	Herato1007	1012164	1012596	+	0	NA	Intergenic	Intergenic	-17069	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
801	Herato1805	168404	168520	+	0	NA	Intergenic	Intergenic	-9763	ID=evm.model.Herato1805.14.1-E1;Parent=evm.model.Herato1805.14.1								
985	Herato2001	6504826	6505310	+	0	NA	Intergenic	Intergenic	-4633	ID=evm.model.Herato2001.237-E1;Parent=evm.model.Herato2001.237								
971	Herato2001	3284320	3285071	+	0	NA	Intergenic	Intergenic	-2889	ID=evm.model.Herato2001.92-E1;Parent=evm.model.Herato2001.92								
830	Herato1805	5707316	5707979	+	0	NA	Intergenic	Intergenic	-9747	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
154	Herato0701	14611694	14612247	+	0	NA	Intergenic	Intergenic	5468	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
754	Herato1701	6195840	6196057	+	0	NA	Intergenic	Intergenic	2458	ID=evm.model.Herato1701.174-E1;Parent=evm.model.Herato1701.174								
847	Herato1807	434953	436534	+	0	NA	Intergenic	Intergenic	-3276	ID=evm.model.Herato1807.7-E1;Parent=evm.model.Herato1807.7								
479	Herato0101	20115684	20116594	+	0	NA	Intergenic	Intergenic	-3611	ID=evm.model.Herato0101.773.2-E5;Parent=evm.model.Herato0101.773.2								
1166	Herato0503	3981499	3981989	+	0	NA	Intergenic	Intergenic	3259	ID=evm.model.Herato0503.128.2-E2;Parent=evm.model.Herato0503.128.2								
1101	Herato0310	1494854	1495196	+	0	NA	Intergenic	Intergenic	51726	ID=evm.model.Herato0310.27-E1;Parent=evm.model.Herato0310.27								
704	Herato0209	924214	924781	+	0	NA	Intergenic	Intergenic	-1896	ID=evm.model.Herato0209.62.1-E2;Parent=evm.model.Herato0209.62.1								
326	Herato1007	3384581	3385040	+	0	NA	Intergenic	Intergenic	7942	ID=evm.model.Herato1007.127.1-E1;Parent=evm.model.Herato1007.127.1								
1165	Herato0503	3913707	3914132	+	0	NA	Intergenic	Intergenic	-14930	ID=evm.model.Herato0503.128.3-E2;Parent=evm.model.Herato0503.128.3								
1003	Herato2001	9761079	9761337	+	0	NA	Intergenic	Intergenic	-74677	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
1054	Herato2101	8028619	8029044	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.281-E5;Parent=evm.model.Herato2101.281)	-promoter-TSS (ID=evm.model.Herato2101.281-E5;Parent=evm.model.Herato2101.281)	-821	ID=evm.model.Herato2101.281-E5;Parent=evm.model.Herato2101.281								
681	Herato1505	3166163	3166882	+	0	NA	Intergenic	Intergenic	1946	ID=evm.model.Herato1505.137-E4;Parent=evm.model.Herato1505.137								
619	Herato1301	17627506	17627756	+	0	NA	Intergenic	Intergenic	3066	ID=evm.model.Herato1301.621-E16;Parent=evm.model.Herato1301.621								
335	Herato1007	4229003	4229281	+	0	NA	Intergenic	Intergenic	12478	ID=evm.model.Herato1007.172-E2;Parent=evm.model.Herato1007.172								
1029	Herato2101	2114319	2114626	+	0	NA	Intergenic	Intergenic	-12172	ID=evm.model.Herato2101.71-E2;Parent=evm.model.Herato2101.71								
698	Herato1507	9691947	9693335	+	0	NA	Intergenic	Intergenic	-31150	ID=evm.model.Herato1507.324-E1;Parent=evm.model.Herato1507.324								
5	Herato0601	966018	967124	+	0	NA	Intergenic	Intergenic	-60650	ID=evm.model.Herato0601.10-E1;Parent=evm.model.Herato0601.10								
621	Herato1301	18290892	18291074	+	0	NA	Intergenic	Intergenic	47712	ID=evm.model.Herato1301.631-E15;Parent=evm.model.Herato1301.631								
524	Herato1202	17299842	17301061	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.710-E7;Parent=evm.model.Herato1202.710)	-promoter-TSS (ID=evm.model.Herato1202.710-E7;Parent=evm.model.Herato1202.710)	-508	ID=evm.model.Herato1202.710-E7;Parent=evm.model.Herato1202.710								
554	Herato1301	1960396	1960697	+	0	NA	Intergenic	Intergenic	-12394	ID=evm.model.Herato1301.52-E4;Parent=evm.model.Herato1301.52								
552	Herato1301	1117310	1118047	+	0	NA	Intergenic	Intergenic	-24022	ID=evm.model.Herato1301.33.1-E1;Parent=evm.model.Herato1301.33.1								
598	Herato1301	13796410	13796996	+	0	NA	Intergenic	Intergenic	27795	ID=evm.model.Herato1301.530-E1;Parent=evm.model.Herato1301.530								
780	Herato1708	628914	629284	+	0	NA	Intergenic	Intergenic	2858	ID=evm.model.Herato1708.39-E1;Parent=evm.model.Herato1708.39								
74	Herato0701	463822	464638	+	0	NA	Intergenic	Intergenic	9691	ID=evm.model.Herato0701.14.4-E2;Parent=evm.model.Herato0701.14.4								
240	Herato0101	14515493	14515800	+	0	NA	Intergenic	Intergenic	31677	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
890	Herato1901	2947366	2948458	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.95-E3;Parent=evm.model.Herato1901.95)	-promoter-TSS (ID=evm.model.Herato1901.95-E3;Parent=evm.model.Herato1901.95)	-198	ID=evm.model.Herato1901.95-E3;Parent=evm.model.Herato1901.95								
440	Herato1202	3086365	3087041	+	0	NA	Intergenic	Intergenic	13549	ID=evm.model.Herato1202.103-E1;Parent=evm.model.Herato1202.103								
230	Herato0901	3816625	3817547	+	0	NA	Intergenic	Intergenic	-11399	ID=evm.model.Herato0901.93-E1;Parent=evm.model.Herato0901.93								
115	Herato0701	8143401	8143706	+	0	NA	Intergenic	Intergenic	-3267	ID=novel_model_76-E2;Parent=novel_model_76								
299	Herato1005	4312683	4313755	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.200-E3;Parent=evm.model.Herato1005.200)	-promoter-TSS (ID=evm.model.Herato1005.200-E3;Parent=evm.model.Herato1005.200)	-401	ID=evm.model.Herato1005.200-E3;Parent=evm.model.Herato1005.200								
377	Herato1108	6907780	6908108	+	0	NA	Intergenic	Intergenic	-11708	ID=evm.model.Herato1108.304-E1;Parent=evm.model.Herato1108.304								
922	Herato1904	5827003	5827704	+	0	NA	Intergenic	Intergenic	37075	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
602	Herato1301	14117017	14117238	+	0	NA	Intergenic	Intergenic	-163928	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
841	Herato1805	9127790	9127951	+	0	NA	Intergenic	Intergenic	-2734	ID=evm.model.Herato1805.275-E1;Parent=evm.model.Herato1805.275								
1044	Herato2101	5732108	5732331	+	0	NA	Intergenic	Intergenic	5377	ID=evm.model.Herato2101.196-E4;Parent=evm.model.Herato2101.196								
1072	Herato2101	11828509	11828963	+	0	NA	Intergenic	Intergenic	4200	ID=evm.model.Herato2101.394-E2;Parent=evm.model.Herato2101.394								
612	Herato1301	17143702	17144593	+	0	NA	Intergenic	Intergenic	-4004	ID=evm.model.Herato1301.610-E2;Parent=evm.model.Herato1301.610								
936	Herato1908	126287	126671	+	0	NA	Intergenic	Intergenic	22691	ID=evm.model.Herato1908.6-E2;Parent=evm.model.Herato1908.6								
91	Herato0701	2661564	2662633	+	0	NA	Intergenic	Intergenic	-13288	ID=evm.model.Herato0701.151_evm.model.Herato0701.150-E1;Parent=evm.model.Herato0701.151_evm.model.Herato0701.150								
1086	Herato0301	3256755	3257429	+	0	NA	Intergenic	Intergenic	-1075	ID=evm.model.Herato0301.86-E2;Parent=evm.model.Herato0301.86								
701	Herato1601	4780362	4781008	+	0	NA	Intergenic	Intergenic	-1389	ID=evm.model.Herato1601.100-E1;Parent=evm.model.Herato1601.100								
467	Herato0101	19929225	19929776	+	0	NA	Intergenic	Intergenic	15600	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
474	Herato1202	7996234	7997134	+	0	NA	TTS (ID=evm.model.Herato1202.323-E1;Parent=evm.model.Herato1202.323)	-TTS (ID=evm.model.Herato1202.323-E1;Parent=evm.model.Herato1202.323)	212	ID=evm.model.Herato1202.323-E1;Parent=evm.model.Herato1202.323								
481	Herato0101	20193294	20193686	+	0	NA	Intergenic	Intergenic	-1474	ID=evm.model.Herato0101.776-E4;Parent=evm.model.Herato0101.776								
867	Herato1807	2005709	2007337	+	0	NA	Intergenic	Intergenic	-25386	ID=evm.model.Herato1807.40-E1;Parent=evm.model.Herato1807.40								
214	Herato0901	1726675	1727237	+	0	NA	Intergenic	Intergenic	18083	ID=evm.model.Herato0901.62-E2;Parent=evm.model.Herato0901.62								
564	Herato1301	3479424	3480112	+	0	NA	Intergenic	Intergenic	23339	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
817	Herato1805	2814097	2814365	+	0	NA	Intergenic	Intergenic	11699	ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87								
563	Herato1301	3144931	3145745	+	0	NA	Intergenic	Intergenic	1968	ID=evm.model.Herato1301.86-E1;Parent=evm.model.Herato1301.86								
731	Herato1605	3956215	3956627	+	0	NA	Intergenic	Intergenic	15229	ID=evm.model.Herato1605.120-E5;Parent=evm.model.Herato1605.120								
657	Herato1411	1619356	1620019	+	0	NA	Intergenic	Intergenic	-4125	ID=evm.model.Herato1411.45-E4;Parent=evm.model.Herato1411.45								
229	Herato0901	3811763	3812705	+	0	NA	Intergenic	Intergenic	-6547	ID=evm.model.Herato0901.93-E1;Parent=evm.model.Herato0901.93								
768	Herato1701	10759348	10759622	+	0	NA	Intergenic	Intergenic	-3828	ID=evm.model.Herato1701.379-E2;Parent=evm.model.Herato1701.379								
1092	Herato0301	4321050	4321460	+	0	NA	Intergenic	Intergenic	72716	ID=evm.model.Herato0301.106-E2;Parent=evm.model.Herato0301.106								
673	Herato1505	2452959	2455205	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.95-E5;Parent=evm.model.Herato1505.95)	-promoter-TSS (ID=evm.model.Herato1505.95-E5;Parent=evm.model.Herato1505.95)	-613	ID=evm.model.Herato1505.95-E5;Parent=evm.model.Herato1505.95								
503	Herato1202	13944544	13944924	+	0	NA	Intergenic	Intergenic	4070	ID=evm.model.Herato1202.534.2-E3;Parent=evm.model.Herato1202.534.2								
68	Herato0609	83978	84710	+	0	NA	Intergenic	Intergenic	3581	ID=evm.model.Herato0609.8-E1;Parent=evm.model.Herato0609.8								
315	Herato1007	1941554	1941856	+	0	NA	Intergenic	Intergenic	20698	ID=evm.model.Herato1007.84-E1;Parent=evm.model.Herato1007.84								
338	Herato1007	4443399	4443920	+	0	NA	Intergenic	Intergenic	6089	ID=evm.model.Herato1007.182-E2;Parent=evm.model.Herato1007.182								
761	Herato1701	8138799	8139048	+	0	NA	Intergenic	Intergenic	10991	ID=evm.model.Herato1701.248-E8;Parent=evm.model.Herato1701.248								
576	Herato1301	6396681	6397283	+	0	NA	Intergenic	Intergenic	-9744	ID=evm.model.Herato1301.224-E2;Parent=evm.model.Herato1301.224								
222	Herato0101	13794257	13794538	+	0	NA	Intergenic	Intergenic	-37549	ID=evm.model.Herato0101.492-E1;Parent=evm.model.Herato0101.492								
25	Herato0606	2161146	2161594	+	0	NA	Intergenic	Intergenic	8976	ID=evm.model.Herato0606.66-E1;Parent=evm.model.Herato0606.66								
738	Herato1701	1488291	1488556	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.48-E9;Parent=evm.model.Herato1701.48)	-promoter-TSS (ID=evm.model.Herato1701.48-E9;Parent=evm.model.Herato1701.48)	-758	ID=evm.model.Herato1701.48-E9;Parent=evm.model.Herato1701.48								
484	Herato1202	11213355	11213560	+	0	NA	Intergenic	Intergenic	1623	ID=evm.model.Herato1202.447-E2;Parent=evm.model.Herato1202.447								
1078	Herato2101	14471051	14471481	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.470-E1;Parent=evm.model.Herato2101.470)	-promoter-TSS (ID=evm.model.Herato2101.470-E1;Parent=evm.model.Herato2101.470)	-208	ID=evm.model.Herato2101.470-E1;Parent=evm.model.Herato2101.470								
1036	Herato2101	3058167	3058346	+	0	NA	Intergenic	Intergenic	-23839	ID=evm.model.Herato2101.111-E1;Parent=evm.model.Herato2101.111								
305	Herato1007	457426	457956	+	0	NA	Intergenic	Intergenic	55507	ID=evm.model.Herato1007.7-E4;Parent=evm.model.Herato1007.7								
928	Herato1906	542781	543118	+	0	NA	Intergenic	Intergenic	-4144	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
623	Herato1301	18938651	18939387	+	0	NA	Intergenic	Intergenic	3546	ID=evm.model.Herato1301.653-E1;Parent=evm.model.Herato1301.653								
544	Herato1202	19718547	19719959	+	0	NA	Intergenic	Intergenic	68442	ID=evm.model.Herato1202.798-E6;Parent=evm.model.Herato1202.798								
1114	Herato0310	5383516	5384241	+	0	NA	Intergenic	Intergenic	-60034	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
217	Herato0101	13770043	13770374	+	0	NA	Intergenic	Intergenic	36039	ID=evm.model.Herato0101.491-E2;Parent=evm.model.Herato0101.491								
328	Herato1007	3405484	3406670	+	0	NA	Intergenic	Intergenic	-1080	ID=evm.model.Herato1007.126-E1;Parent=evm.model.Herato1007.126								
239	Herato0101	14497602	14498652	+	0	NA	Intergenic	Intergenic	49196	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
122	Herato0701	8657999	8658436	+	0	NA	Intergenic	Intergenic	91684	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
878	Herato1807	2590567	2591123	+	0	NA	Intergenic	Intergenic	-20648	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
628	Herato1301	19531239	19532367	+	0	NA	Intergenic	Intergenic	-129013	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
158	Herato0701	14763052	14763981	+	0	NA	Intergenic	Intergenic	-119317	ID=evm.model.Herato0701.666.3-E1;Parent=evm.model.Herato0701.666.3								
269	Herato1003	5188579	5189453	+	0	NA	Intergenic	Intergenic	11698	ID=evm.model.Herato1003.170-E2;Parent=evm.model.Herato1003.170								
281	Herato1003	7042212	7042765	+	0	NA	Intergenic	Intergenic	-6221	ID=evm.model.Herato1003.256-E1;Parent=evm.model.Herato1003.256								
363	Herato1108	4675945	4676407	+	0	NA	Intergenic	Intergenic	-3797	ID=evm.model.Herato1108.179-E6;Parent=evm.model.Herato1108.179								
46	Herato0606	5465057	5465607	+	0	NA	Intergenic	Intergenic	-1816	ID=evm.model.Herato0606.182.1-E2;Parent=evm.model.Herato0606.182.1								
733	Herato1605	4276802	4277147	+	0	NA	Intergenic	Intergenic	-8476	ID=evm.model.Herato1605.126-E1;Parent=evm.model.Herato1605.126								
997	Herato2001	8839150	8839644	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.371-E5;Parent=evm.model.Herato2001.371)	-promoter-TSS (ID=evm.model.Herato2001.371-E5;Parent=evm.model.Herato2001.371)	-678	ID=evm.model.Herato2001.371-E5;Parent=evm.model.Herato2001.371								
630	Herato1301	20300182	20301121	+	0	NA	Intergenic	Intergenic	-6372	ID=evm.model.Herato1301.693.1-E2;Parent=evm.model.Herato1301.693.1								
36	Herato0606	3668068	3668466	+	0	NA	Intergenic	Intergenic	-5084	ID=evm.model.Herato0606.111-E1;Parent=evm.model.Herato0606.111								
748	Herato1701	5578572	5579720	+	0	NA	Intergenic	Intergenic	-16272	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
472	Herato1202	7987761	7988860	+	0	NA	exon (ID=evm.model.Herato1202.322-E1;Parent=evm.model.Herato1202.322, exon 1 of 1)	-exon (ID=evm.model.Herato1202.322-E1;Parent=evm.model.Herato1202.322, exon 1 of 1)	168	ID=evm.model.Herato1202.322-E1;Parent=evm.model.Herato1202.322								
317	Herato1007	2040020	2041446	+	0	NA	Intergenic	Intergenic	-9179	ID=evm.model.Herato1007.86.2-E2;Parent=evm.model.Herato1007.86.2								
608	Herato1301	16481580	16481962	+	0	NA	Intergenic	Intergenic	1760	ID=evm.model.Herato1301.591-E1;Parent=evm.model.Herato1301.591								
711	Herato1603	2028485	2030005	+	0	NA	Intergenic	Intergenic	-5280	ID=evm.model.Herato1603.59-E2;Parent=evm.model.Herato1603.59								
132	Herato0701	9777493	9777881	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.401-E4;Parent=evm.model.Herato0701.401)	-promoter-TSS (ID=evm.model.Herato0701.401-E4;Parent=evm.model.Herato0701.401)	-539	ID=evm.model.Herato0701.401.1-E3;Parent=evm.model.Herato0701.401.1								
892	Herato1901	3089827	3090124	+	0	NA	Intergenic	Intergenic	-8083	ID=evm.model.Herato1901.105-E1;Parent=evm.model.Herato1901.105								
546	Herato1202	19747885	19748189	+	0	NA	Intergenic	Intergenic	-41105	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
537	Herato1202	19634132	19634389	+	0	NA	Intergenic	Intergenic	5557	ID=evm.model.Herato1202.798-E4;Parent=evm.model.Herato1202.798								
522	Herato1202	16587709	16588234	+	0	NA	Intergenic	Intergenic	-4029	ID=evm.model.Herato1202.662-E1;Parent=evm.model.Herato1202.662								
125	Herato0701	8804429	8804671	+	0	NA	Intergenic	Intergenic	-52247	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
