PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1down_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1down_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1260	Hmel205017	162434	163072	+	0	NA	Intergenic	Intergenic	-4341	ID=HMEL036722g1.t1-E1;Parent=HMEL036722g1.t1								
456	Hmel201011	2720238	2720480	+	0	NA	Intergenic	Intergenic	-8963	ID=HMEL006157g5.t1-E1;Parent=HMEL006157g5.t1								
874	Hmel218018	217971	218912	+	0	NA	Intergenic	Intergenic	18634	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
652	Hmel214020	1042	1573	+	0	NA	Intergenic	Intergenic	23766	ID=HMEL032474g1.t1-E9;Parent=HMEL032474g1.t1								
975	Hmel219003	4955158	4955497	+	0	NA	Intergenic	Intergenic	1449	ID=HMEL013122g1.t1-E7;Parent=HMEL013122g1.t1								
493	Hmel212001	6221161	6221492	+	0	NA	Intergenic	Intergenic	11229	ID=HMEL031465g1.t1-E2;Parent=HMEL031465g1.t1								
1033	Hmel220003	1036169	1037116	+	0	NA	Intergenic	Intergenic	-7243	ID=HMEL034993g1.t1-E2;Parent=HMEL034993g1.t1								
796	Hmel217004	1606247	1607081	+	0	NA	Intergenic	Intergenic	19719	ID=HMEL006834g1.t1-E1;Parent=HMEL006834g1.t1								
1026	Hmel220003	202458	203039	+	0	NA	Intergenic	Intergenic	-3659	ID=HMEL003912g1.t1-E2;Parent=HMEL003912g1.t1								
366	Hmel210011	4186118	4187572	+	0	NA	Intergenic	Intergenic	7235	ID=HMEL030912g1.t1-E3;Parent=HMEL030912g1.t1								
844	Hmel218003	1488035	1488320	+	0	NA	Intergenic	Intergenic	5682	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
272	Hmel210004	369885	370076	+	0	NA	Intergenic	Intergenic	-5243	ID=HMEL007551g1.t1-E1;Parent=HMEL007551g1.t1								
775	Hmel216015	676560	676792	+	0	NA	Intergenic	Intergenic	4691	ID=HMEL014839g1.t1-E3;Parent=HMEL014839g1.t1								
919	Hmel218018	7840415	7841376	+	0	NA	Intergenic	Intergenic	-38040	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
746	Hmel216011	1313468	1313993	+	0	NA	Intergenic	Intergenic	-2231	ID=HMEL033557g1.t1-E1;Parent=HMEL033557g1.t1								
534	Hmel212013	1690393	1691112	+	0	NA	Intergenic	Intergenic	-19981	ID=HMEL007090g2.t1-E3;Parent=HMEL007090g2.t1								
400	Hmel211004	399869	400735	+	0	NA	Intergenic	Intergenic	2725	ID=HMEL031019g1.t1-E10;Parent=HMEL031019g1.t1								
1268	Hmel205020	723154	723500	+	0	NA	Intergenic	Intergenic	32131	ID=HMEL036805g1.t1-E1;Parent=HMEL036805g1.t1								
744	Hmel216011	1101814	1102332	+	0	NA	Intergenic	Intergenic	-13082	ID=HMEL011130g1.t1-E1;Parent=HMEL011130g1.t1								
20	Hmel206009	584113	584426	+	0	NA	Intergenic	Intergenic	19721	ID=HMEL037007g1.t1-E1;Parent=HMEL037007g1.t1								
888	Hmel218018	2490005	2490484	+	0	NA	Intergenic	Intergenic	-10188	ID=HMEL034391g1.t1-E4;Parent=HMEL034391g1.t1								
633	Hmel214008	654855	655275	+	0	NA	Intergenic	Intergenic	31421	ID=HMEL032319g1.t1-E4;Parent=HMEL032319g1.t1								
1011	Hmel219014	1786701	1787824	+	0	NA	Intergenic	Intergenic	24128	ID=HMEL004932g1.t1-E1;Parent=HMEL004932g1.t1								
151	Hmel207021	683736	685175	+	0	NA	Intergenic	Intergenic	-4910	ID=HMEL037679g1.t1-E1;Parent=HMEL037679g1.t1								
1161	Hmel203041	146310	146796	+	0	NA	Intergenic	Intergenic	-15114	ID=HMEL036051g1.t1-E1;Parent=HMEL036051g1.t1								
468	Hmel212001	2794523	2794662	+	0	NA	Intergenic	Intergenic	-14560	ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1								
1019	Hmel219016	164839	165171	+	0	NA	Intergenic	Intergenic	-2452	ID=HMEL034859g1.t1-E1;Parent=HMEL034859g1.t1								
700	Hmel215035	67683	68060	+	0	NA	Intergenic	Intergenic	-2428	ID=HMEL032809g1.t1-E1;Parent=HMEL032809g1.t1								
287	Hmel210004	5926400	5926988	+	0	NA	Intergenic	Intergenic	-5797	ID=HMEL009013g1.t1-E2;Parent=HMEL009013g1.t1								
475	Hmel212001	3066585	3066773	+	0	NA	Intergenic	Intergenic	-5550	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
78	Hmel207002	1361522	1361998	+	0	NA	promoter-TSS (ID=HMEL037390g1.t1-E1;Parent=HMEL037390g1.t1)	-promoter-TSS (ID=HMEL037390g1.t1-E1;Parent=HMEL037390g1.t1)	-518	ID=HMEL037390g1.t1-E1;Parent=HMEL037390g1.t1								
990	Hmel219003	7047677	7048259	+	0	NA	Intergenic	Intergenic	-37460	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
413	Hmel211004	2266702	2267478	+	0	NA	Intergenic	Intergenic	-8747	ID=HMEL031086g1.t1-E1;Parent=HMEL031086g1.t1								
294	Hmel210004	7366362	7366978	+	0	NA	Intergenic	Intergenic	-6271	ID=HMEL004083g2.t1-E1;Parent=HMEL004083g2.t1								
932	Hmel218019	302310	302847	+	0	NA	Intergenic	Intergenic	-1470	ID=HMEL002965g1.t1-E1;Parent=HMEL002965g1.t1								
764	Hmel216012	147232	147886	+	0	NA	Intergenic	Intergenic	-5003	ID=HMEL011490g1.t1-E1;Parent=HMEL011490g1.t1								
349	Hmel210011	2731778	2731935	+	0	NA	Intergenic	Intergenic	22670	ID=HMEL030881g1.t1-E2;Parent=HMEL030881g1.t1								
515	Hmel212011	803061	803694	+	0	NA	Intergenic	Intergenic	5051	ID=HMEL031610g1.t1-E2;Parent=HMEL031610g1.t1								
1242	Hmel205012	1090304	1090771	+	0	NA	Intergenic	Intergenic	41903	ID=HMEL017894g4.t1-E10;Parent=HMEL017894g4.t1								
1208	Hmel204017	786899	787591	+	0	NA	Intergenic	Intergenic	-4309	ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1								
1107	Hmel220014	426091	426851	+	0	NA	TTS (ID=HMEL035314g1.t1-E1;Parent=HMEL035314g1.t1)	-TTS (ID=HMEL035314g1.t1-E1;Parent=HMEL035314g1.t1)	343	ID=HMEL035314g1.t1-E1;Parent=HMEL035314g1.t1								
138	Hmel207011	424837	425461	+	0	NA	TTS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	-TTS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	754	ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1								
606	Hmel213065	178120	178876	+	0	NA	TTS (ID=HMEL032140g1.t1-E3;Parent=HMEL032140g1.t1)	-TTS (ID=HMEL032140g1.t1-E3;Parent=HMEL032140g1.t1)	332	ID=HMEL032140g1.t1-E3;Parent=HMEL032140g1.t1								
137	Hmel207011	396419	397312	+	0	NA	exon (ID=HMEL037568g1.t1-E1;Parent=HMEL037568g1.t1, exon 1 of 1)	-exon (ID=HMEL037568g1.t1-E1;Parent=HMEL037568g1.t1, exon 1 of 1)	120	ID=HMEL037568g1.t1-E1;Parent=HMEL037568g1.t1								
1201	Hmel204013	1137546	1137743	+	0	NA	promoter-TSS (ID=HMEL036408g1.t1-E1;Parent=HMEL036408g1.t1)	-promoter-TSS (ID=HMEL036408g1.t1-E1;Parent=HMEL036408g1.t1)	-36	ID=HMEL036408g1.t1-E1;Parent=HMEL036408g1.t1								
724	Hmel216009	162682	162997	+	0	NA	Intergenic	Intergenic	3513	ID=HMEL010213g1.t1-E9;Parent=HMEL010213g1.t1								
666	Hmel214025	410784	412229	+	0	NA	Intergenic	Intergenic	-5795	ID=HmIR75p1_1-E1;Parent=HmIR75p1_1								
432	Hmel211010	81200	81499	+	0	NA	Intergenic	Intergenic	-21501	ID=HMEL031191g1.t1-E1;Parent=HMEL031191g1.t1								
519	Hmel212011	984893	985971	+	0	NA	Intergenic	Intergenic	-38407	ID=HMEL031611g1.t1-E1;Parent=HMEL031611g1.t1								
1074	Hmel220005	1959181	1959386	+	0	NA	Intergenic	Intergenic	6294	ID=HMEL035115g1.t1-E1;Parent=HMEL035115g1.t1								
860	Hmel218007	1019184	1019340	+	0	NA	Intergenic	Intergenic	-1400	ID=HMEL009746g2.t1-E1;Parent=HMEL009746g2.t1								
1195	Hmel204003	159081	159704	+	0	NA	Intergenic	Intergenic	14175	ID=HMEL036352g1.t1-E1;Parent=HMEL036352g1.t1								
1063	Hmel220005	804696	805520	+	0	NA	promoter-TSS (ID=HMEL035063g1.t1-E1;Parent=HMEL035063g1.t1)	-promoter-TSS (ID=HMEL035063g1.t1-E1;Parent=HMEL035063g1.t1)	-221	ID=HMEL035063g1.t1-E1;Parent=HMEL035063g1.t1								
17	Hmel206006	2325569	2325930	+	0	NA	Intergenic	Intergenic	4162	ID=HMEL036974g1.t1-E1;Parent=HMEL036974g1.t1								
1274	Hmel205022	276902	277712	+	0	NA	Intergenic	Intergenic	-6305	ID=HMEL021529g1.t2-E2;Parent=HMEL021529g1.t2								
708	Hmel215047	865195	865735	+	0	NA	promoter-TSS (ID=HMEL032880g1.t1-E3;Parent=HMEL032880g1.t1)	-promoter-TSS (ID=HMEL032880g1.t1-E3;Parent=HMEL032880g1.t1)	186	ID=HMEL032880g1.t1-E2;Parent=HMEL032880g1.t1								
110	Hmel207002	5751004	5751778	+	0	NA	Intergenic	Intergenic	-4193	ID=HMEL020746g1.t1-E3;Parent=HMEL020746g1.t1								
333	Hmel210011	400723	401594	+	0	NA	Intergenic	Intergenic	1649	ID=HMEL030827g1.t1-E2;Parent=HMEL030827g1.t1								
710	Hmel215047	1067912	1068308	+	0	NA	Intergenic	Intergenic	-1849	ID=HMEL020190g1.t1-E3;Parent=HMEL020190g1.t1								
323	Hmel210011	152821	153150	+	0	NA	Intergenic	Intergenic	-4468	ID=HMEL013311g1.t1-E1;Parent=HMEL013311g1.t1								
856	Hmel218007	719005	719199	+	0	NA	Intergenic	Intergenic	9716	ID=HMEL002563g1.t1-E6;Parent=HMEL002563g1.t1								
112	Hmel207002	5915424	5915986	+	0	NA	Intergenic	Intergenic	4058	ID=HMEL011308g2.t1-E3;Parent=HMEL011308g2.t1								
545	Hmel212013	3185593	3185938	+	0	NA	Intergenic	Intergenic	-4593	ID=HMEL012337g2.t1-E1;Parent=HMEL012337g2.t1								
191	Hmel208019	685080	685917	+	0	NA	Intergenic	Intergenic	1441	ID=HMEL037922g1.t1-E2;Parent=HMEL037922g1.t1								
187	Hmel201009	3469166	3470643	+	0	NA	promoter-TSS (ID=HMEL012404g1.t1-E1;Parent=HMEL012404g1.t1)	-promoter-TSS (ID=HMEL012404g1.t1-E1;Parent=HMEL012404g1.t1)	-385	ID=HMEL012404g1.t1-E1;Parent=HMEL012404g1.t1								
588	Hmel213044	492975	493483	+	0	NA	Intergenic	Intergenic	-7032	ID=HMEL032034g1.t1-E1;Parent=HMEL032034g1.t1								
646	Hmel214019	169698	170188	+	0	NA	promoter-TSS (ID=HMEL020813g1.t1-E2;Parent=HMEL020813g1.t1)	-promoter-TSS (ID=HMEL020813g1.t1-E2;Parent=HMEL020813g1.t1)	-55	ID=HMEL020813g1.t1-E2;Parent=HMEL020813g1.t1								
756	Hmel216011	1789693	1790789	+	0	NA	promoter-TSS (ID=HMEL033569g1.t1-E2;Parent=HMEL033569g1.t1)	-promoter-TSS (ID=HMEL033569g1.t1-E2;Parent=HMEL033569g1.t1)	2	ID=HMEL033569g1.t1-E2;Parent=HMEL033569g1.t1								
446	Hmel211012	949058	949276	+	0	NA	Intergenic	Intergenic	-4857	ID=HMEL015092g1.t1-E2;Parent=HMEL015092g1.t1								
262	Hmel209007	5045997	5046358	+	0	NA	Intergenic	Intergenic	-4805	ID=HMEL014901g1.t1-E3;Parent=HMEL014901g1.t1								
1220	Hmel204034	627942	628421	+	0	NA	promoter-TSS (ID=HMEL036548g1.t1-E2;Parent=HMEL036548g1.t1)	-promoter-TSS (ID=HMEL036548g1.t1-E2;Parent=HMEL036548g1.t1)	-37	ID=HMEL036548g1.t1-E2;Parent=HMEL036548g1.t1								
212	Hmel208051	879397	879599	+	0	NA	Intergenic	Intergenic	-1507	ID=HMEL008171g2.t1-E1;Parent=HMEL008171g2.t1								
1149	Hmel203033	453569	454159	+	0	NA	Intergenic	Intergenic	-7053	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
542	Hmel212013	3172919	3173183	+	0	NA	Intergenic	Intergenic	3895	ID=HMEL012337g1.t1-E4;Parent=HMEL012337g1.t1								
961	Hmel219003	3566404	3566844	+	0	NA	Intergenic	Intergenic	-4255	ID=HMEL003149g1.t1-E1;Parent=HMEL003149g1.t1								
1087	Hmel220005	4250513	4250847	+	0	NA	Intergenic	Intergenic	2344	ID=HMEL035201g1.t1-E2;Parent=HMEL035201g1.t1								
810	Hmel217004	2204821	2205097	+	0	NA	Intergenic	Intergenic	-1992	ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1								
574	Hmel213020	759485	760095	+	0	NA	promoter-TSS (ID=HMEL031891g1.t2-E5;Parent=HMEL031891g1.t2)	-promoter-TSS (ID=HMEL031891g1.t2-E5;Parent=HMEL031891g1.t2)	315	ID=HMEL031891g1.t2-E4;Parent=HMEL031891g1.t2								
1238	Hmel205012	985307	985912	+	0	NA	Intergenic	Intergenic	6090	ID=HMEL017894g1.t1-E2;Parent=HMEL017894g1.t1								
170	Hmel207023	70353	71301	+	0	NA	promoter-TSS (ID=HMEL037732g1.t1-E1;Parent=HMEL037732g1.t1)	-promoter-TSS (ID=HMEL037732g1.t1-E1;Parent=HMEL037732g1.t1)	17	ID=HMEL037733g1.t1-E1;Parent=HMEL037733g1.t1								
33	Hmel206009	1987244	1988937	+	0	NA	Intergenic	Intergenic	1923	ID=HMEL037036g1.t1-E1;Parent=HMEL037036g1.t1								
660	Hmel214024	486491	487041	+	0	NA	promoter-TSS (ID=HMEL032521g1.t1-E28;Parent=HMEL032521g1.t1)	-promoter-TSS (ID=HMEL032521g1.t1-E28;Parent=HMEL032521g1.t1)	-504	ID=HMEL032521g1.t1-E28;Parent=HMEL032521g1.t1								
7	Hmel205024	185687	186197	+	0	NA	Intergenic	Intergenic	-1136	ID=HMEL036850g1.t1-E2;Parent=HMEL036850g1.t1								
26	Hmel206009	1241491	1241867	+	0	NA	Intergenic	Intergenic	8854	ID=HMEL016794g1.t1-E1;Parent=HMEL016794g1.t1								
227	Hmel209005	296191	296400	+	0	NA	Intergenic	Intergenic	-17769	ID=HMEL018069g1.t1-E1;Parent=HMEL018069g1.t1								
977	Hmel219003	5075351	5075894	+	0	NA	promoter-TSS (ID=HMEL016902g1.t1-E6;Parent=HMEL016902g1.t1)	-promoter-TSS (ID=HMEL016902g1.t1-E6;Parent=HMEL016902g1.t1)	-979	ID=HMEL016902g1.t1-E6;Parent=HMEL016902g1.t1								
566	Hmel213012	274154	274567	+	0	NA	Intergenic	Intergenic	3263	ID=HMEL017997g1.t1-E2;Parent=HMEL017997g1.t1								
526	Hmel212013	666280	666916	+	0	NA	Intergenic	Intergenic	-1148	ID=HMEL011957g2.t1-E2;Parent=HMEL011957g2.t1								
806	Hmel217004	1901420	1901777	+	0	NA	Intergenic	Intergenic	2001	ID=HMEL033806g1.t1-E1;Parent=HMEL033806g1.t1								
264	Hmel210001	232122	232762	+	0	NA	Intergenic	Intergenic	-26533	ID=HMEL013638g1.t1-E1;Parent=HMEL013638g1.t1								
255	Hmel209007	3779625	3780268	+	0	NA	Intergenic	Intergenic	-9458	ID=HMEL030462g1.t1-E1;Parent=HMEL030462g1.t1								
359	Hmel210011	3520432	3520729	+	0	NA	Intergenic	Intergenic	11953	ID=HMEL030899g1.t1-E3;Parent=HMEL030899g1.t1								
182	Hmel208003	140033	140761	+	0	NA	Intergenic	Intergenic	5245	ID=HMEL037805g1.t1-E1;Parent=HMEL037805g1.t1								
1229	Hmel205005	1008283	1009163	+	0	NA	exon (ID=HMEL016256g2.t1-E1;Parent=HMEL016256g2.t1, exon 1 of 1)	-exon (ID=HMEL016256g2.t1-E1;Parent=HMEL016256g2.t1, exon 1 of 1)	118	ID=HMEL016256g2.t1-E1;Parent=HMEL016256g2.t1								
108	Hmel207002	5384617	5384927	+	0	NA	TTS (ID=HMEL005127g2.t1-E4;Parent=HMEL005127g2.t1)	-TTS (ID=HMEL005127g2.t1-E4;Parent=HMEL005127g2.t1)	714	ID=HMEL005127g2.t1-E4;Parent=HMEL005127g2.t1								
604	Hmel213065	52619	52875	+	0	NA	Intergenic	Intergenic	8463	ID=HMEL032136g1.t1-E2;Parent=HMEL032136g1.t1								
1001	Hmel219012	356899	357150	+	0	NA	Intergenic	Intergenic	-40841	ID=HMEL006034g1.t1-E1;Parent=HMEL006034g1.t1								
556	Hmel201019	1305880	1306757	+	0	NA	Intergenic	Intergenic	4071	ID=HMEL003933g1.t1-E3;Parent=HMEL003933g1.t1								
717	Hmel215047	2331317	2331651	+	0	NA	Intergenic	Intergenic	21906	ID=HMEL032928g1.t1-E5;Parent=HMEL032928g1.t1								
232	Hmel209005	1076447	1077389	+	0	NA	Intergenic	Intergenic	-56582	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
477	Hmel212001	3154708	3155018	+	0	NA	Intergenic	Intergenic	3238	ID=HMEL031381g1.t1-E3;Parent=HMEL031381g1.t1								
815	Hmel217004	3761457	3762310	+	0	NA	promoter-TSS (ID=HMEL033852g1.t1-E1;Parent=HMEL033852g1.t1)	-promoter-TSS (ID=HMEL033852g1.t1-E1;Parent=HMEL033852g1.t1)	-282	ID=HMEL033852g1.t2-E1;Parent=HMEL033852g1.t2								
671	Hmel214029	1349653	1350174	+	0	NA	Intergenic	Intergenic	-10951	ID=HMEL032630g1.t1-E1;Parent=HMEL032630g1.t1								
1182	Hmel203069	455259	456081	+	0	NA	Intergenic	Intergenic	2436	ID=HMEL008369g5.t1-E1;Parent=HMEL008369g5.t1								
225	Hmel201009	4523559	4524199	+	0	NA	Intergenic	Intergenic	-8419	ID=HMEL030250g1.t1-E1;Parent=HMEL030250g1.t1								
330	Hmel201011	658867	661182	+	0	NA	promoter-TSS (ID=HMEL012836g1.t1-E4;Parent=HMEL012836g1.t1)	-promoter-TSS (ID=HMEL012836g1.t1-E4;Parent=HMEL012836g1.t1)	301	ID=HMEL012836g1.t1-E3;Parent=HMEL012836g1.t1								
142	Hmel207014	269588	270388	+	0	NA	promoter-TSS (ID=HMEL013904-RA-E2;Parent=HMEL013904-RA)	-promoter-TSS (ID=HMEL013904-RA-E2;Parent=HMEL013904-RA)	-197	ID=HMEL013904-RA-E2;Parent=HMEL013904-RA								
207	Hmel208051	526139	526966	+	0	NA	Intergenic	Intergenic	-10703	ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1								
167	Hmel207021	2060348	2060719	+	0	NA	Intergenic	Intergenic	12790	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
48	Hmel206009	2632576	2632912	+	0	NA	Intergenic	Intergenic	-25346	ID=HMEL037042g1.t1-E1;Parent=HMEL037042g1.t1								
360	Hmel210011	3544973	3545434	+	0	NA	Intergenic	Intergenic	-24230	ID=HMEL030900g1.t1-E1;Parent=HMEL030900g1.t1								
692	Hmel215029	291968	292411	+	0	NA	promoter-TSS (ID=HMEL032774g1.t1-E1;Parent=HMEL032774g1.t1)	-promoter-TSS (ID=HMEL032774g1.t1-E1;Parent=HMEL032774g1.t1)	-238	ID=HMEL032774g1.t2-E1;Parent=HMEL032774g1.t2								
663	Hmel214026	6649	6935	+	0	NA	promoter-TSS (ID=HMEL032575g1.t1-E2;Parent=HMEL032575g1.t1)	-promoter-TSS (ID=HMEL032575g1.t1-E2;Parent=HMEL032575g1.t1)	-67	ID=HMEL032575g1.t1-E2;Parent=HMEL032575g1.t1								
854	Hmel218005	868848	869570	+	0	NA	Intergenic	Intergenic	-3412	ID=HMEL034265g1.t1-E1;Parent=HMEL034265g1.t1								
969	Hmel219003	3742065	3742728	+	0	NA	Intergenic	Intergenic	5081	ID=HMEL002087g1.t1-E1;Parent=HMEL002087g1.t1								
1174	Hmel203067	491874	492262	+	0	NA	Intergenic	Intergenic	-8139	ID=HMEL025034-RB-E1;Parent=HMEL025034-RB								
1076	Hmel220005	2747323	2748880	+	0	NA	Intergenic	Intergenic	1863	ID=HMEL020094g1.t1-E11;Parent=HMEL020094g1.t1								
766	Hmel216012	225913	227155	+	0	NA	Intergenic	Intergenic	-2626	ID=HMEL011495g1.t1-E1;Parent=HMEL011495g1.t1								
510	Hmel212011	659847	660499	+	0	NA	promoter-TSS (ID=HMEL031605g1.t1-E2;Parent=HMEL031605g1.t1)	-promoter-TSS (ID=HMEL031605g1.t1-E2;Parent=HMEL031605g1.t1)	117	ID=HMEL031605g1.t1-E1;Parent=HMEL031605g1.t1								
393	Hmel201002	1254801	1256558	+	0	NA	Intergenic	Intergenic	-2042	ID=HMEL011297g1.t1-E1;Parent=HMEL011297g1.t1								
449	Hmel211012	987474	987941	+	0	NA	Intergenic	Intergenic	-8314	ID=HMEL015096g1.t1-E2;Parent=HMEL015096g1.t1								
658	Hmel214022	39079	39822	+	0	NA	promoter-TSS (ID=HMEL032480g1.t1-E1;Parent=HMEL032480g1.t1)	-promoter-TSS (ID=HMEL032480g1.t1-E1;Parent=HMEL032480g1.t1)	-130	ID=HMEL032480g1.t1-E1;Parent=HMEL032480g1.t1								
274	Hmel210004	754540	754978	+	0	NA	Intergenic	Intergenic	-6376	ID=HMEL030619g1.t1-E1;Parent=HMEL030619g1.t1								
549	Hmel213004	335025	335472	+	0	NA	Intergenic	Intergenic	6923	ID=HMEL031769g1.t1-E2;Parent=HMEL031769g1.t1								
877	Hmel218018	437628	438046	+	0	NA	Intergenic	Intergenic	49304	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
659	Hmel214022	40221	40372	+	0	NA	promoter-TSS (ID=HMEL032480g1.t1-E1;Parent=HMEL032480g1.t1)	-promoter-TSS (ID=HMEL032480g1.t1-E1;Parent=HMEL032480g1.t1)	-976	ID=HMEL032480g1.t1-E1;Parent=HMEL032480g1.t1								
1141	Hmel203030	239410	239614	+	0	NA	promoter-TSS (ID=HMEL011768g1.t1-E1;Parent=HMEL011768g1.t1)	-promoter-TSS (ID=HMEL011768g1.t1-E1;Parent=HMEL011768g1.t1)	-951	ID=HMEL011768g1.t1-E1;Parent=HMEL011768g1.t1								
1128	Hmel221012	1989534	1990533	+	0	NA	Intergenic	Intergenic	3516	ID=HMEL017925g1.t1-E3;Parent=HMEL017925g1.t1								
682	Hmel215006	709327	710291	+	0	NA	Intergenic	Intergenic	-4967	ID=HMEL032670g1.t1-E1;Parent=HMEL032670g1.t1								
353	Hmel210011	2797383	2797890	+	0	NA	Intergenic	Intergenic	-3747	ID=HMEL015947g1.t1-E1;Parent=HMEL015947g1.t1								
375	Hmel210011	5343801	5344011	+	0	NA	Intergenic	Intergenic	-1754	ID=HMEL009189g1.t1-E1;Parent=HMEL009189g1.t1								
984	Hmel202006	4486093	4486530	+	0	NA	Intergenic	Intergenic	-6058	ID=HMEL014040g1.t1-E2;Parent=HMEL014040g1.t1								
1155	Hmel203033	550029	550333	+	0	NA	Intergenic	Intergenic	-9203	ID=HMEL013806g1.t1-E1;Parent=HMEL013806g1.t1								
946	Hmel219003	1890643	1891060	+	0	NA	Intergenic	Intergenic	4421	ID=HMEL010667g1.t1-E3;Parent=HMEL010667g1.t1								
788	Hmel217004	545459	546030	+	0	NA	Intergenic	Intergenic	24435	ID=HMEL033776g1.t1-E2;Parent=HMEL033776g1.t1								
128	Hmel207008	133202	134145	+	0	NA	Intergenic	Intergenic	-6725	ID=HMEL037517g1.t1-E1;Parent=HMEL037517g1.t1								
303	Hmel210005	1005419	1005731	+	0	NA	Intergenic	Intergenic	-5568	ID=HMEL030775g1.t1-E1;Parent=HMEL030775g1.t1								
250	Hmel201009	5261895	5262399	+	0	NA	promoter-TSS (ID=HMEL030273g1.t1-E2;Parent=HMEL030273g1.t1)	-promoter-TSS (ID=HMEL030273g1.t1-E2;Parent=HMEL030273g1.t1)	-789	ID=HMEL030273g1.t1-E2;Parent=HMEL030273g1.t1								
614	Hmel213067	167727	168882	+	0	NA	Intergenic	Intergenic	-18194	ID=HMEL032184g1.t1-E1;Parent=HMEL032184g1.t1								
501	Hmel212006	156811	157528	+	0	NA	TTS (ID=HMEL002720g1.t1-E1;Parent=HMEL002720g1.t1)	-TTS (ID=HMEL002720g1.t1-E1;Parent=HMEL002720g1.t1)	1476	ID=HMEL002720g1.t1-E1;Parent=HMEL002720g1.t1								
278	Hmel210004	2340811	2341550	+	0	NA	Intergenic	Intergenic	-2018	ID=HMEL017168g1.t1-E1;Parent=HMEL017168g1.t1								
490	Hmel212001	5868383	5869627	+	0	NA	Intergenic	Intergenic	-5565	ID=HMEL031454g1.t1-E1;Parent=HMEL031454g1.t1								
130	Hmel207008	218789	219125	+	0	NA	Intergenic	Intergenic	-13867	ID=HMEL037519g1.t1-E1;Parent=HMEL037519g1.t1								
155	Hmel207021	827392	828516	+	0	NA	Intergenic	Intergenic	-13453	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
387	Hmel211002	79263	79878	+	0	NA	Intergenic	Intergenic	10682	ID=HMEL015339g1.t1-E2;Parent=HMEL015339g1.t1								
53	Hmel206009	2745625	2746001	+	0	NA	Intergenic	Intergenic	-1060	ID=HMEL005347g1.t1-E1;Parent=HMEL005347g1.t1								
1112	Hmel220014	928450	929448	+	0	NA	Intergenic	Intergenic	14598	ID=HMEL035328g1.t1-E3;Parent=HMEL035328g1.t1								
626	Hmel213069	856390	857242	+	0	NA	Intergenic	Intergenic	-1373	ID=HMEL032228g1.t1-E1;Parent=HMEL032228g1.t1								
941	Hmel219003	1835729	1836152	+	0	NA	Intergenic	Intergenic	-1097	ID=HMEL010662g1.t1-E3;Parent=HMEL010662g1.t1								
461	Hmel212001	1707335	1707595	+	0	NA	Intergenic	Intergenic	27773	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
583	Hmel213025	358532	359218	+	0	NA	Intergenic	Intergenic	-2179	ID=HMEL016920g1.t1-E1;Parent=HMEL016920g1.t1								
257	Hmel201009	5375161	5375530	+	0	NA	promoter-TSS (ID=HMEL011647-RA-E7;Parent=HMEL011647-RA)	-promoter-TSS (ID=HMEL011647-RA-E7;Parent=HMEL011647-RA)	-392	ID=HMEL011647-RA-E7;Parent=HMEL011647-RA								
951	Hmel219003	1936282	1936620	+	0	NA	Intergenic	Intergenic	1446	ID=HMEL010669g1.t1-E4;Parent=HMEL010669g1.t1								
782	Hmel202006	1563678	1565518	+	0	NA	Intergenic	Intergenic	-1513	ID=HMEL009418g1.t1-E1;Parent=HMEL009418g1.t1								
85	Hmel207002	1495081	1495422	+	0	NA	Intergenic	Intergenic	-2680	ID=HMEL011231-RA-E2;Parent=HMEL011231-RA								
