PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_eratoUnique_D2down.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_eratoUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1680	Herato0901	4868056	4868332	+	0	NA	Intergenic	Intergenic	2276	ID=evm.model.Herato0901.124-E9;Parent=evm.model.Herato0901.124								
2879	Herato1904	6938043	6938536	+	0	NA	Intergenic	Intergenic	-8631	ID=evm.model.Herato1904.251-E2;Parent=evm.model.Herato1904.251								
1139	Herato0701	17962737	17963192	+	0	NA	Intergenic	Intergenic	7265	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
5984	Herato1805	10229747	10230200	+	0	NA	Intergenic	Intergenic	15496	ID=evm.model.Herato1805.295-E1;Parent=evm.model.Herato1805.295								
1319	Herato0801	4778300	4778587	+	0	NA	Intergenic	Intergenic	4268	ID=evm.model.Herato0801.105.2-E8;Parent=evm.model.Herato0801.105.2								
5847	Herato0101	4120224	4121263	+	0	NA	Intergenic	Intergenic	25669	ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121								
4043	Herato1505	3327702	3328272	+	0	NA	Intergenic	Intergenic	9213	ID=evm.model.Herato1505.142.1-E1;Parent=evm.model.Herato1505.142.1								
1826	Herato0901	11063130	11063706	+	0	NA	Intergenic	Intergenic	-6836	ID=evm.model.Herato0901.329.1.1-E2;Parent=evm.model.Herato0901.329.1.1								
5995	Herato0301	4086885	4087843	+	0	NA	Intergenic	Intergenic	-19706	ID=evm.model.Herato0301.103.1-E1;Parent=evm.model.Herato0301.103.1								
2454	Herato1807	2088074	2088457	+	0	NA	Intergenic	Intergenic	17015	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
2077	Herato1301	14076131	14076327	+	0	NA	Intergenic	Intergenic	-204826	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
2036	Herato1108	1132677	1133181	+	0	NA	Intergenic	Intergenic	13195	ID=evm.model.Herato1108.30-E1;Parent=evm.model.Herato1108.30								
1747	Herato0901	7902011	7902359	+	0	NA	Intergenic	Intergenic	49192	ID=evm.model.Herato0901.259-E6;Parent=evm.model.Herato0901.259								
5588	Herato0310	8793002	8794037	+	0	NA	Intergenic	Intergenic	5069	ID=evm.model.Herato0310.241.3-E9;Parent=evm.model.Herato0310.241.3								
820	Herato1108	7576360	7576534	+	0	NA	Intergenic	Intergenic	37304	ID=evm.model.Herato1108.341.1-E10;Parent=evm.model.Herato1108.341.1								
5698	Herato2101	10422936	10423595	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.359-E12;Parent=evm.model.Herato2101.359)	-promoter-TSS (ID=evm.model.Herato2101.359-E12;Parent=evm.model.Herato2101.359)	-107	ID=evm.model.Herato2101.359-E12;Parent=evm.model.Herato2101.359								
1799	Herato0101	14537075	14537800	+	0	NA	Intergenic	Intergenic	9886	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
1552	Herato0901	1350030	1350706	+	0	NA	Intergenic	Intergenic	12733	ID=evm.model.Herato0901.49-E12;Parent=evm.model.Herato0901.49								
1194	Herato0801	138626	139498	+	0	NA	Intergenic	Intergenic	47241	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
3716	Herato1703	2143453	2143936	+	0	NA	Intergenic	Intergenic	-12004	ID=evm.model.Herato1703.51-E1;Parent=evm.model.Herato1703.51								
5579	Herato0503	4118676	4118899	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.129-E1;Parent=evm.model.Herato0503.129)	-promoter-TSS (ID=evm.model.Herato0503.129-E1;Parent=evm.model.Herato0503.129)	-702	ID=evm.model.Herato0503.129.4-E1;Parent=evm.model.Herato0503.129.4								
4433	Herato0403	914022	914634	+	0	NA	promoter-TSS (ID=evm.model.Herato0403.26-E1;Parent=evm.model.Herato0403.26)	-promoter-TSS (ID=evm.model.Herato0403.26-E1;Parent=evm.model.Herato0403.26)	9	ID=evm.model.Herato0403.26-E1;Parent=evm.model.Herato0403.26								
41	Herato1001	5492583	5494655	+	0	NA	Intergenic	Intergenic	1787	ID=evm.model.Herato1001.179.3-E1;Parent=evm.model.Herato1001.179.3								
3014	Herato1108	14237628	14238316	+	0	NA	Intergenic	Intergenic	3336	ID=evm.model.Herato1108.606-E1;Parent=evm.model.Herato1108.606								
3084	Herato0508	231745	232117	+	0	NA	Intergenic	Intergenic	-26621	ID=evm.model.Herato0508.4-E1;Parent=evm.model.Herato0508.4								
2887	Herato1108	10488729	10489010	+	0	NA	Intergenic	Intergenic	4157	ID=evm.model.Herato1108.458-E1;Parent=evm.model.Herato1108.458								
1453	Herato0821	1788050	1789096	+	0	NA	Intergenic	Intergenic	2621	ID=evm.model.Herato0821.67-E5;Parent=evm.model.Herato0821.67								
866	Herato1108	9174677	9175121	+	0	NA	Intergenic	Intergenic	10079	ID=evm.model.Herato1108.395-E2;Parent=evm.model.Herato1108.395								
5454	Herato2001	5789924	5790554	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.201-E3;Parent=evm.model.Herato2001.201)	-promoter-TSS (ID=evm.model.Herato2001.201-E3;Parent=evm.model.Herato2001.201)	-845	ID=evm.model.Herato2001.201-E3;Parent=evm.model.Herato2001.201								
2223	Herato1003	6958505	6958889	+	0	NA	Intergenic	Intergenic	2188	ID=evm.model.Herato1003.248-E7;Parent=evm.model.Herato1003.248								
5118	Herato2001	1853545	1854032	+	0	NA	Intergenic	Intergenic	-24255	ID=evm.model.Herato2001.37-E2;Parent=evm.model.Herato2001.37								
3532	Herato2001	11588315	11589227	+	0	NA	Intergenic	Intergenic	-27736	ID=evm.model.Herato2001.440.6.3-E1;Parent=evm.model.Herato2001.440.6.3								
770	Herato1108	6116511	6117147	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.260-E5;Parent=evm.model.Herato1108.260)	-promoter-TSS (ID=evm.model.Herato1108.260-E5;Parent=evm.model.Herato1108.260)	-700	ID=evm.model.Herato1108.260-E5;Parent=evm.model.Herato1108.260								
3380	Herato1505	2030189	2030575	+	0	NA	Intergenic	Intergenic	-25395	ID=evm.model.Herato1505.84-E1;Parent=evm.model.Herato1505.84								
4292	Herato1908	2229924	2230417	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.76-E2;Parent=evm.model.Herato1908.76)	-promoter-TSS (ID=evm.model.Herato1908.76-E2;Parent=evm.model.Herato1908.76)	26	ID=evm.model.Herato1908.76-E2;Parent=evm.model.Herato1908.76								
1097	Herato1202	817154	817485	+	0	NA	Intergenic	Intergenic	-7134	ID=evm.model.Herato1202.38-E1;Parent=evm.model.Herato1202.38								
641	Herato0701	4702309	4702781	+	0	NA	Intergenic	Intergenic	-20856	ID=evm.model.Herato0701.220.2-E1;Parent=evm.model.Herato0701.220.2								
5964	Herato0411	319795	320108	+	0	NA	Intergenic	Intergenic	2087	ID=evm.model.Herato0411.12-E1;Parent=evm.model.Herato0411.12								
4734	Herato0503	2431814	2432020	+	0	NA	Intergenic	Intergenic	8053	ID=evm.model.Herato0503.93-E9;Parent=evm.model.Herato0503.93								
838	Herato0701	10328182	10328492	+	0	NA	Intergenic	Intergenic	1990	ID=evm.model.Herato0701.426-E1;Parent=evm.model.Herato0701.426								
2962	Herato1906	561318	561538	+	0	NA	Intergenic	Intergenic	14335	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
2664	Herato1108	3488686	3489449	+	0	NA	Intergenic	Intergenic	1340	ID=evm.model.Herato1108.116-E1;Parent=evm.model.Herato1108.116								
616	Herato0701	4056930	4057346	+	0	NA	Intergenic	Intergenic	-1400	ID=evm.model.Herato0701.189-E1;Parent=evm.model.Herato0701.189								
5019	Herato0101	2953032	2953600	+	0	NA	Intergenic	Intergenic	-3115	ID=evm.model.Herato0101.93-E5;Parent=evm.model.Herato0101.93								
1121	Herato0701	17797600	17798057	+	0	NA	Intergenic	Intergenic	-4455	ID=evm.model.Herato0701.742-E1;Parent=evm.model.Herato0701.742								
870	Herato1108	9302514	9302776	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.400-E4;Parent=evm.model.Herato1108.400)	-promoter-TSS (ID=evm.model.Herato1108.400-E4;Parent=evm.model.Herato1108.400)	-614	ID=evm.model.Herato1108.400-E4;Parent=evm.model.Herato1108.400								
4245	Herato1805	8094874	8095294	+	0	NA	Intergenic	Intergenic	-15620	ID=evm.model.Herato1805.236-E2;Parent=evm.model.Herato1805.236								
896	Herato0701	12299732	12300312	+	0	NA	Intergenic	Intergenic	2140	ID=evm.model.Herato0701.567-E2;Parent=evm.model.Herato0701.567								
5593	Herato1807	1900354	1900509	+	0	NA	Intergenic	Intergenic	-8727	ID=evm.model.Herato1807.39-E1;Parent=evm.model.Herato1807.39								
3530	Herato1805	5749876	5750716	+	0	NA	Intergenic	Intergenic	32902	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
5539	Herato0101	5992200	5992486	+	0	NA	Intergenic	Intergenic	12183	ID=evm.model.Herato0101.171.1-E3;Parent=evm.model.Herato0101.171.1								
3672	Herato1408	2478130	2478409	+	0	NA	Intergenic	Intergenic	-6037	ID=evm.model.Herato1408.69-E1;Parent=evm.model.Herato1408.69								
2903	Herato1507	7048384	7048522	+	0	NA	Intergenic	Intergenic	33294	ID=evm.model.Herato1507.248-E2;Parent=evm.model.Herato1507.248								
4934	Herato1801	3825545	3826161	+	0	NA	Intergenic	Intergenic	22942	ID=evm.model.Herato1801.132-E6;Parent=evm.model.Herato1801.132								
2165	Herato1003	5408855	5409299	+	0	NA	Intergenic	Intergenic	-2324	ID=evm.model.Herato1003.175-E2;Parent=evm.model.Herato1003.175								
5096	Herato0411	1267840	1268170	+	0	NA	Intergenic	Intergenic	-7872	ID=evm.model.Herato0411.28-E1;Parent=evm.model.Herato0411.28								
2347	Herato1005	4532931	4534615	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.218-E4;Parent=evm.model.Herato1005.218)	-promoter-TSS (ID=evm.model.Herato1005.218-E4;Parent=evm.model.Herato1005.218)	-750	ID=evm.model.Herato1005.218-E4;Parent=evm.model.Herato1005.218								
4310	Herato1807	663123	663474	+	0	NA	Intergenic	Intergenic	7364	ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12								
777	Herato0701	8811791	8812546	+	0	NA	Intergenic	Intergenic	-59865	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
5045	Herato0405	869421	869661	+	0	NA	Intergenic	Intergenic	-11026	ID=evm.model.Herato0405.30-E1;Parent=evm.model.Herato0405.30								
3609	Herato1202	20102682	20103254	+	0	NA	Intergenic	Intergenic	22050	ID=evm.model.Herato1202.812.1-E1;Parent=evm.model.Herato1202.812.1								
2786	Herato0501	318702	320045	+	0	NA	Intergenic	Intergenic	2751	ID=evm.model.Herato0501.14-E2;Parent=evm.model.Herato0501.14								
5747	Herato1904	5803857	5804324	+	0	NA	Intergenic	Intergenic	60338	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
3968	Herato1301	13935143	13935445	+	0	NA	Intergenic	Intergenic	70303	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
1672	Herato0901	4659688	4659956	+	0	NA	Intergenic	Intergenic	-7327	ID=evm.model.Herato0901.121-E1;Parent=evm.model.Herato0901.121								
2325	Herato1005	3638660	3638929	+	0	NA	Intergenic	Intergenic	4547	ID=evm.model.Herato1005.183-E9;Parent=evm.model.Herato1005.183								
1685	Herato0901	5105352	5105718	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.138-E3;Parent=evm.model.Herato0901.138)	-promoter-TSS (ID=evm.model.Herato0901.138-E3;Parent=evm.model.Herato0901.138)	-460	ID=evm.model.Herato0901.138-E3;Parent=evm.model.Herato0901.138								
1891	Herato0904	223402	223966	+	0	NA	Intergenic	Intergenic	16377	ID=evm.model.Herato0904.20-E2;Parent=evm.model.Herato0904.20								
4924	Herato0310	1669198	1669758	+	0	NA	Intergenic	Intergenic	3131	ID=evm.model.Herato0310.34-E4;Parent=evm.model.Herato0310.34								
3941	Herato1901	2969657	2970110	+	0	NA	Intergenic	Intergenic	6078	ID=evm.model.Herato1901.98-E3;Parent=evm.model.Herato1901.98								
2768	Herato0101	1771369	1772252	+	0	NA	Intergenic	Intergenic	12004	ID=evm.model.Herato0101.43.1-E7;Parent=evm.model.Herato0101.43.1								
562	Herato0701	3142312	3142891	+	0	NA	Intergenic	Intergenic	3196	ID=evm.model.Herato0701.167-E8;Parent=evm.model.Herato0701.167								
5203	Herato1805	5786105	5786366	+	0	NA	Intergenic	Intergenic	68841	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
2269	Herato1805	6497091	6497229	+	0	NA	Intergenic	Intergenic	30352	ID=evm.model.Herato1805.181-E18;Parent=evm.model.Herato1805.181								
1102	Herato0701	17398326	17399421	+	0	NA	TTS (ID=evm.model.Herato0701.733.1-E1;Parent=evm.model.Herato0701.733.1)	-TTS (ID=evm.model.Herato0701.733.1-E1;Parent=evm.model.Herato0701.733.1)	281	ID=evm.model.Herato0701.733.1-E1;Parent=evm.model.Herato0701.733.1								
183	Herato1003	5391326	5391590	+	0	NA	Intergenic	Intergenic	-4046	ID=evm.model.Herato1003.175-E3;Parent=evm.model.Herato1003.175								
2544	Herato1411	1265967	1267323	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.36-E3;Parent=evm.model.Herato1411.36)	-promoter-TSS (ID=evm.model.Herato1411.36-E3;Parent=evm.model.Herato1411.36)	-881	ID=evm.model.Herato1411.36-E3;Parent=evm.model.Herato1411.36								
1478	Herato0821	2593590	2593861	+	0	NA	promoter-TSS (ID=evm.model.Herato0821.98-E22;Parent=evm.model.Herato0821.98)	-promoter-TSS (ID=evm.model.Herato0821.98-E22;Parent=evm.model.Herato0821.98)	171	ID=evm.model.Herato0821.98.1-E21;Parent=evm.model.Herato0821.98.1								
2541	Herato1411	1155231	1155494	+	0	NA	Intergenic	Intergenic	3148	ID=evm.model.Herato1411.29-E1;Parent=evm.model.Herato1411.29								
439	Herato1408	5839996	5841437	+	0	NA	Intergenic	Intergenic	10601	ID=evm.model.Herato1408.229-E2;Parent=evm.model.Herato1408.229								
362	Herato0606	8161025	8162302	+	0	NA	Intergenic	Intergenic	2180	ID=evm.model.Herato0606.264-E10;Parent=evm.model.Herato0606.264								
5846	Herato0310	8790514	8790899	+	0	NA	Intergenic	Intergenic	-3056	ID=evm.model.Herato0310.241.1-E11;Parent=evm.model.Herato0310.241.1								
1379	Herato0101	13010213	13010654	+	0	NA	Intergenic	Intergenic	1583	ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443								
2607	Herato1108	954501	954771	+	0	NA	Intergenic	Intergenic	3864	ID=evm.model.Herato1108.22-E3;Parent=evm.model.Herato1108.22								
3345	Herato1605	4230150	4230900	+	0	NA	TTS (ID=evm.model.Herato1605.125-E3;Parent=evm.model.Herato1605.125)	-TTS (ID=evm.model.Herato1605.125-E3;Parent=evm.model.Herato1605.125)	1041	ID=evm.model.Herato1605.125-E3;Parent=evm.model.Herato1605.125								
4598	Herato1505	2310774	2311174	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.86-E12;Parent=evm.model.Herato1505.86)	-promoter-TSS (ID=evm.model.Herato1505.86-E12;Parent=evm.model.Herato1505.86)	-51	ID=evm.model.Herato1505.86-E12;Parent=evm.model.Herato1505.86								
4839	Herato1507	10723697	10724144	+	0	NA	Intergenic	Intergenic	9471	ID=evm.model.Herato1507.347-E4;Parent=evm.model.Herato1507.347								
3798	Herato1301	6575182	6575359	+	0	NA	TTS (ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1)	-TTS (ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1)	1497	ID=evm.model.Herato1301.239.1-E1;Parent=evm.model.Herato1301.239.1								
2496	Herato1411	272766	273123	+	0	NA	Intergenic	Intergenic	-3001	ID=evm.model.Herato1411.3-E4;Parent=evm.model.Herato1411.3								
407	Herato0606	9372820	9373113	+	0	NA	Intergenic	Intergenic	-35000	ID=evm.model.Herato0606.305-E1;Parent=evm.model.Herato0606.305								
5351	Herato0503	621642	622172	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.22-E1;Parent=evm.model.Herato0503.22)	-promoter-TSS (ID=evm.model.Herato0503.22-E1;Parent=evm.model.Herato0503.22)	-15	ID=evm.model.Herato0503.22.4-E1;Parent=evm.model.Herato0503.22.4								
3686	Herato1301	2416003	2416534	+	0	NA	Intergenic	Intergenic	9387	ID=evm.model.Herato1301.60-E4;Parent=evm.model.Herato1301.60								
4374	Herato1910	2878762	2879266	+	0	NA	Intergenic	Intergenic	2301	ID=evm.model.Herato1910.150-E13;Parent=evm.model.Herato1910.150								
18	Herato0508	1288114	1288613	+	0	NA	Intergenic	Intergenic	15290	ID=evm.model.Herato0508.60-E2;Parent=evm.model.Herato0508.60								
376	Herato0606	8410604	8411481	+	0	NA	Intergenic	Intergenic	-58124	ID=evm.model.Herato0606.267-E1;Parent=evm.model.Herato0606.267								
4511	Herato1901	2889947	2890304	+	0	NA	Intergenic	Intergenic	7101	ID=evm.model.Herato1901.91-E3;Parent=evm.model.Herato1901.91								
5826	Herato1904	1208974	1209179	+	0	NA	Intergenic	Intergenic	-26220	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
1393	Herato0101	13164368	13164740	+	0	NA	Intergenic	Intergenic	-3330	ID=evm.model.Herato0101.456-E2;Parent=evm.model.Herato0101.456								
1167	Herato0701	18559308	18560515	+	0	NA	Intergenic	Intergenic	-26568	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
609	Herato0101	10558841	10559128	+	0	NA	Intergenic	Intergenic	-54679	ID=evm.model.Herato0101.307-E1;Parent=evm.model.Herato0101.307								
5615	Herato0401	1701709	1701960	+	0	NA	Intergenic	Intergenic	10640	ID=evm.model.Herato0401.42-E2;Parent=evm.model.Herato0401.42								
5490	Herato2101	17000501	17001228	+	0	NA	Intergenic	Intergenic	-5745	ID=evm.model.Herato2101.521.3-E1;Parent=evm.model.Herato2101.521.3								
4790	Herato1708	771809	772184	+	0	NA	Intergenic	Intergenic	-2019	ID=evm.model.Herato1708.47-E2;Parent=evm.model.Herato1708.47								
3652	Herato1301	1558638	1559066	+	0	NA	Intergenic	Intergenic	32151	ID=evm.model.Herato1301.37-E12;Parent=evm.model.Herato1301.37								
3373	Herato1202	12349826	12350110	+	0	NA	Intergenic	Intergenic	-32984	ID=evm.model.Herato1202.471-E1;Parent=evm.model.Herato1202.471								
5248	Herato0411	6299192	6299955	+	0	NA	Intergenic	Intergenic	6048	ID=evm.model.Herato0411.147-E6;Parent=evm.model.Herato0411.147								
148	Herato0606	625982	626449	+	0	NA	Intergenic	Intergenic	-10319	ID=evm.model.Herato0606.20-E1;Parent=evm.model.Herato0606.20								
5567	Herato0101	6177822	6178181	+	0	NA	Intergenic	Intergenic	33408	ID=evm.model.Herato0101.179-E3;Parent=evm.model.Herato0101.179								
1343	Herato1202	7404988	7405615	+	0	NA	Intergenic	Intergenic	-6875	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
4948	Herato0411	4605287	4605484	+	0	NA	Intergenic	Intergenic	-150364	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
2489	Herato1007	3383656	3384241	+	0	NA	Intergenic	Intergenic	7080	ID=evm.model.Herato1007.127.1-E1;Parent=evm.model.Herato1007.127.1								
2655	Herato1605	3871960	3872273	+	0	NA	Intergenic	Intergenic	-11088	ID=evm.model.Herato1605.119-E2;Parent=evm.model.Herato1605.119								
726	Herato0701	8025593	8026547	+	0	NA	Intergenic	Intergenic	-18554	ID=evm.model.Herato0701.362.2-E1;Parent=evm.model.Herato0701.362.2								
2509	Herato1007	3588398	3588911	+	0	NA	Intergenic	Intergenic	14020	ID=evm.model.Herato1007.138.1-E6;Parent=evm.model.Herato1007.138.1								
2955	Herato0503	4106987	4107243	+	0	NA	Intergenic	Intergenic	-12374	ID=evm.model.Herato0503.129.4-E1;Parent=evm.model.Herato0503.129.4								
2703	Herato1505	2257531	2258840	+	0	NA	Intergenic	Intergenic	48174	ID=evm.model.Herato1505.86-E14;Parent=evm.model.Herato1505.86								
4919	Herato1910	1225359	1226278	+	0	NA	exon (ID=evm.model.Herato1910.85-E1;Parent=evm.model.Herato1910.85, exon 1 of 1)	-exon (ID=evm.model.Herato1910.85-E1;Parent=evm.model.Herato1910.85, exon 1 of 1)	348	ID=evm.model.Herato1910.85-E1;Parent=evm.model.Herato1910.85								
4210	Herato1301	22877106	22877898	+	0	NA	Intergenic	Intergenic	71693	ID=evm.model.Herato1301.769-E9;Parent=evm.model.Herato1301.769								
4110	Herato1507	3519870	3520656	+	0	NA	Intergenic	Intergenic	-5041	ID=evm.model.Herato1507.130-E2;Parent=evm.model.Herato1507.130								
157	Herato0101	8794025	8794711	+	0	NA	Intergenic	Intergenic	27785	ID=evm.model.Herato0101.262-E3;Parent=evm.model.Herato0101.262								
964	Herato0701	14202311	14202841	+	0	NA	Intergenic	Intergenic	-5597	ID=evm.model.Herato0701.643-E1;Parent=evm.model.Herato0701.643								
2009	Herato1301	10540839	10541275	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.424-E8;Parent=evm.model.Herato1301.424)	-promoter-TSS (ID=evm.model.Herato1301.424-E8;Parent=evm.model.Herato1301.424)	-49	ID=evm.model.Herato1301.424.1-E8;Parent=evm.model.Herato1301.424.1								
1909	Herato1001	519645	519858	+	0	NA	Intergenic	Intergenic	5394	ID=evm.model.Herato1001.27-E12;Parent=evm.model.Herato1001.27								
4192	Herato1301	22121926	22122614	+	0	NA	Intergenic	Intergenic	-1169	ID=evm.model.Herato1301.747-E2;Parent=evm.model.Herato1301.747								
935	Herato0701	13345327	13345697	+	0	NA	Intergenic	Intergenic	11013	ID=evm.model.Herato0701.624.2-E1;Parent=evm.model.Herato0701.624.2								
2627	Herato1108	2126610	2126891	+	0	NA	Intergenic	Intergenic	26298	ID=evm.model.Herato1108.65.2-E1;Parent=evm.model.Herato1108.65.2								
3576	Herato1701	7837745	7838722	+	0	NA	Intergenic	Intergenic	-9264	ID=evm.model.Herato1701.232.3-E1;Parent=evm.model.Herato1701.232.3								
1213	Herato0801	863219	863484	+	0	NA	Intergenic	Intergenic	104268	ID=evm.model.Herato0801.18-E17;Parent=evm.model.Herato0801.18								
1093	Herato1202	793637	794193	+	0	NA	Intergenic	Intergenic	-1364	ID=evm.model.Herato1202.38-E3;Parent=evm.model.Herato1202.38								
81	Herato0601	1247084	1247263	+	0	NA	Intergenic	Intergenic	-2010	ID=evm.model.Herato0601.13.1-E1;Parent=evm.model.Herato0601.13.1								
1300	Herato0801	4274054	4275206	+	0	NA	Intergenic	Intergenic	-44180	ID=evm.model.Herato0801.87-E1;Parent=evm.model.Herato0801.87								
624	Herato0701	4431494	4432566	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.213-E9;Parent=evm.model.Herato0701.213)	-promoter-TSS (ID=evm.model.Herato0701.213-E9;Parent=evm.model.Herato0701.213)	347	ID=evm.model.Herato0701.213-E8;Parent=evm.model.Herato0701.213								
2598	Herato0101	17497663	17498075	+	0	NA	Intergenic	Intergenic	-6574	ID=evm.model.Herato0101.687-E1;Parent=evm.model.Herato0101.687								
371	Herato1007	282136	282662	+	0	NA	Intergenic	Intergenic	28684	ID=evm.model.Herato1007.6-E5;Parent=evm.model.Herato1007.6								
204	Herato0606	1777805	1778020	+	0	NA	Intergenic	Intergenic	-8453	ID=evm.model.Herato0606.54-E3;Parent=evm.model.Herato0606.54								
5190	Herato2101	11155236	11155841	+	0	NA	Intergenic	Intergenic	49745	ID=evm.model.Herato2101.383-E6;Parent=evm.model.Herato2101.383								
1041	Herato0101	11782560	11782926	+	0	NA	Intergenic	Intergenic	2064	ID=evm.model.Herato0101.365-E1;Parent=evm.model.Herato0101.365								
1990	Herato1001	2894803	2895656	+	0	NA	Intergenic	Intergenic	2865	ID=evm.model.Herato1001.106.3-E1;Parent=evm.model.Herato1001.106.3								
4611	Herato1904	2651174	2652280	+	0	NA	Intergenic	Intergenic	-69652	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
3254	Herato1202	7951888	7952441	+	0	NA	Intergenic	Intergenic	-2199	ID=evm.model.Herato1202.319-E2;Parent=evm.model.Herato1202.319								
814	Herato0701	9670219	9670490	+	0	NA	Intergenic	Intergenic	3305	ID=evm.model.Herato0701.400-E1;Parent=evm.model.Herato0701.400								
5235	Herato2001	5177313	5177486	+	0	NA	Intergenic	Intergenic	-5957	ID=evm.model.Herato2001.174.2-E2;Parent=evm.model.Herato2001.174.2								
2492	Herato1007	3399926	3400296	+	0	NA	Intergenic	Intergenic	-7046	ID=evm.model.Herato1007.126-E1;Parent=evm.model.Herato1007.126								
5192	Herato1807	2016004	2016563	+	0	NA	Intergenic	Intergenic	-15626	ID=evm.model.Herato1807.40-E1;Parent=evm.model.Herato1807.40								
2109	Herato1003	2569921	2570220	+	0	NA	Intergenic	Intergenic	-3225	ID=evm.model.Herato1003.83-E1;Parent=evm.model.Herato1003.83								
884	Herato1507	5909520	5909875	+	0	NA	Intergenic	Intergenic	-3845	ID=evm.model.Herato1507.214.1-E1;Parent=evm.model.Herato1507.214.1								
5133	Herato1801	2588578	2588753	+	0	NA	Intergenic	Intergenic	-14732	ID=evm.model.Herato1801.92-E1;Parent=evm.model.Herato1801.92								
4927	Herato0215	1782589	1783054	+	0	NA	Intergenic	Intergenic	-7014	ID=evm.model.Herato0215.60.2-E3;Parent=evm.model.Herato0215.60.2								
3539	Herato1202	18361093	18361472	+	0	NA	Intergenic	Intergenic	-5441	ID=evm.model.Herato1202.746-E1;Parent=evm.model.Herato1202.746								
4910	Herato1601	4469810	4470593	+	0	NA	Intergenic	Intergenic	7689	ID=evm.model.Herato1601.88-E9;Parent=evm.model.Herato1601.88								
749	Herato0701	8303746	8304441	+	0	NA	Intergenic	Intergenic	1895	ID=evm.model.Herato0701.366-E9;Parent=evm.model.Herato0701.366								
345	Herato0606	7311918	7312297	+	0	NA	Intergenic	Intergenic	-1857	ID=evm.model.Herato0606.250-E2;Parent=evm.model.Herato0606.250								
3323	Herato1202	10683544	10684676	+	0	NA	Intergenic	Intergenic	-2851	ID=evm.model.Herato1202.426-E1;Parent=evm.model.Herato1202.426								
4408	Herato0209	1100687	1102126	+	0	NA	promoter-TSS (ID=evm.model.Herato0209.68-E2;Parent=evm.model.Herato0209.68)	-promoter-TSS (ID=evm.model.Herato0209.68-E2;Parent=evm.model.Herato0209.68)	267	ID=evm.model.Herato0209.68.1-E1;Parent=evm.model.Herato0209.68.1								
4846	Herato2001	14464842	14465133	+	0	NA	Intergenic	Intergenic	-29374	ID=evm.model.Herato2001.568-E1;Parent=evm.model.Herato2001.568								
613	Herato1108	1327609	1328498	+	0	NA	Intergenic	Intergenic	-1323	ID=evm.model.Herato1108.35.1-E1;Parent=evm.model.Herato1108.35.1								
5141	Herato0411	2865561	2866534	+	0	NA	Intergenic	Intergenic	-8314	ID=evm.model.Herato0411.54-E1;Parent=evm.model.Herato0411.54								
