PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_shared_D2up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
61	Hmel207002	780891	781148	+	0	NA	Intergenic	Intergenic	-1292	ID=HMEL011159g1.t1-E1;Parent=HMEL011159g1.t1								
752	Hmel219003	6889319	6889825	+	0	NA	Intergenic	Intergenic	15326	ID=HMEL034704g1.t1-E3;Parent=HMEL034704g1.t1								
835	Hmel220011	644042	644233	+	0	NA	Intergenic	Intergenic	-15737	ID=HMEL035286g1.t2-E1;Parent=HMEL035286g1.t2								
430	Hmel213062	569229	570298	+	0	NA	Intergenic	Intergenic	2808	ID=HMEL032113g1.t1-E1;Parent=HMEL032113g1.t1								
447	Hmel213067	671631	671892	+	0	NA	Intergenic	Intergenic	-74481	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
536	Hmel202006	572497	572712	+	0	NA	Intergenic	Intergenic	-2090	ID=HMEL010206g1.t1-E1;Parent=HMEL010206g1.t1								
379	Hmel212013	1350392	1350595	+	0	NA	TTS (ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1)	-TTS (ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1)	1095	ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1								
415	Hmel213037	97763	98008	+	0	NA	Intergenic	Intergenic	-1090	ID=HMEL032016g1.t1-E1;Parent=HMEL032016g1.t1								
901	Hmel204001	729923	730261	+	0	NA	TTS (ID=HMEL017436g1.t1-E1;Parent=HMEL017436g1.t1)	-TTS (ID=HMEL017436g1.t1-E1;Parent=HMEL017436g1.t1)	695	ID=HMEL017436g1.t1-E1;Parent=HMEL017436g1.t1								
113	Hmel207021	467622	468140	+	0	NA	Intergenic	Intergenic	-5666	ID=HMEL037663g1.t1-E1;Parent=HMEL037663g1.t1								
152	Hmel201009	3880828	3881042	+	0	NA	promoter-TSS (ID=HMEL012433g1.t1-E5;Parent=HMEL012433g1.t1)	-promoter-TSS (ID=HMEL012433g1.t1-E5;Parent=HMEL012433g1.t1)	31	ID=HMEL012433g1.t1-E5;Parent=HMEL012433g1.t1								
189	Hmel209005	1070906	1071437	+	0	NA	Intergenic	Intergenic	-50835	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
452	Hmel213069	309891	310485	+	0	NA	Intergenic	Intergenic	-1573	ID=HMEL007866g1.t2-E2;Parent=HMEL007866g1.t2								
342	Hmel212001	3136002	3136434	+	0	NA	Intergenic	Intergenic	-11155	ID=HMEL031381g1.t1-E1;Parent=HMEL031381g1.t1								
862	Hmel203033	163053	163847	+	0	NA	promoter-TSS (ID=HMEL020367g1.t1-E9;Parent=HMEL020367g1.t1)	-promoter-TSS (ID=HMEL020367g1.t1-E9;Parent=HMEL020367g1.t1)	-162	ID=HMEL020367g1.t1-E9;Parent=HMEL020367g1.t1								
579	Hmel216012	331587	331887	+	0	NA	promoter-TSS (ID=HMEL033601g1.t1-E1;Parent=HMEL033601g1.t1)	-promoter-TSS (ID=HMEL033601g1.t1-E1;Parent=HMEL033601g1.t1)	-37	ID=HMEL033601g1.t1-E1;Parent=HMEL033601g1.t1								
295	Hmel210012	32863	33063	+	0	NA	Intergenic	Intergenic	-23146	ID=HMEL010257g1.t1-E1;Parent=HMEL010257g1.t1								
480	Hmel214019	909586	911009	+	0	NA	Intergenic	Intergenic	6010	ID=HMEL032470g1.t1-E2;Parent=HMEL032470g1.t1								
341	Hmel212001	2968564	2968846	+	0	NA	Intergenic	Intergenic	-13284	ID=HMEL031378g1.t1-E1;Parent=HMEL031378g1.t1								
438	Hmel213065	548721	549015	+	0	NA	Intergenic	Intergenic	-1124	ID=HMEL032151g1.t1-E11;Parent=HMEL032151g1.t1								
107	Hmel207008	744759	744970	+	0	NA	Intergenic	Intergenic	-2529	ID=HMEL008563g1.t1-E2;Parent=HMEL008563g1.t1								
535	Hmel202006	436050	436218	+	0	NA	Intergenic	Intergenic	1368	ID=HMEL008332g1.t1-E1;Parent=HMEL008332g1.t1								
87	Hmel207002	5966436	5966917	+	0	NA	Intergenic	Intergenic	10942	ID=HMEL037490g1.t1-E4;Parent=HMEL037490g1.t1								
77	Hmel207002	4722408	4722673	+	0	NA	Intergenic	Intergenic	38865	ID=HMEL037457g1.t1-E2;Parent=HMEL037457g1.t1								
683	Hmel218018	2081554	2082225	+	0	NA	promoter-TSS (ID=HMEL016189g1.t1-E1;Parent=HMEL016189g1.t1)	-promoter-TSS (ID=HMEL016189g1.t1-E1;Parent=HMEL016189g1.t1)	-570	ID=HMEL016189g1.t1-E1;Parent=HMEL016189g1.t1								
444	Hmel213067	183539	183802	+	0	NA	Intergenic	Intergenic	-2828	ID=HMEL032184g1.t1-E1;Parent=HMEL032184g1.t1								
541	Hmel216009	567956	568246	+	0	NA	Intergenic	Intergenic	2611	ID=HMEL004778g2.t1-E3;Parent=HMEL004778g2.t1								
508	Hmel215006	1194021	1194757	+	0	NA	Intergenic	Intergenic	11077	ID=HMEL000025-RI-E9;Parent=HMEL000025-RI								
953	Hmel205012	1156592	1157073	+	0	NA	Intergenic	Intergenic	40960	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
221	Hmel210001	408949	409976	+	0	NA	Intergenic	Intergenic	-5401	ID=HMEL013662g1.t1-E1;Parent=HMEL013662g1.t1								
39	Hmel206009	3704657	3705365	+	0	NA	Intergenic	Intergenic	-3812	ID=HMEL037067g1.t1-E1;Parent=HMEL037067g1.t1								
64	Hmel207002	1568703	1569583	+	0	NA	promoter-TSS (ID=HMEL011239g1.t1-E5;Parent=HMEL011239g1.t1)	-promoter-TSS (ID=HMEL011239g1.t1-E5;Parent=HMEL011239g1.t1)	-158	ID=HMEL011239g1.t1-E5;Parent=HMEL011239g1.t1								
558	Hmel216011	750816	751030	+	0	NA	Intergenic	Intergenic	-40739	ID=HMEL011150g1.t1-E1;Parent=HMEL011150g1.t1								
417	Hmel213044	9543	9853	+	0	NA	Intergenic	Intergenic	-2663	ID=HMEL017385g1.t1-E1;Parent=HMEL017385g1.t1								
12	Hmel206006	1970919	1971229	+	0	NA	Intergenic	Intergenic	-4027	ID=HMEL010437g1.t1-E1;Parent=HMEL010437g1.t1								
881	Hmel203048	138570	139613	+	0	NA	promoter-TSS (ID=HMEL036086g1.t1-E14;Parent=HMEL036086g1.t1)	-promoter-TSS (ID=HMEL036086g1.t1-E14;Parent=HMEL036086g1.t1)	-721	ID=HMEL036086g1.t1-E14;Parent=HMEL036086g1.t1								
765	Hmel219012	295568	295941	+	0	NA	Intergenic	Intergenic	-1858	ID=HMEL034766g1.t1-E1;Parent=HMEL034766g1.t1								
897	Hmel203069	1726731	1727061	+	0	NA	Intergenic	Intergenic	-1527	ID=HMEL008296g1.t1-E3;Parent=HMEL008296g1.t1								
784	Hmel202006	5056664	5056859	+	0	NA	Intergenic	Intergenic	14454	ID=HMEL033380g1.t1-E1;Parent=HMEL033380g1.t1								
312	Hmel211004	3871104	3871898	+	0	NA	Intergenic	Intergenic	-3678	ID=HMEL015680g1.t1-E1;Parent=HMEL015680g1.t1								
45	Hmel206009	4322183	4322448	+	0	NA	Intergenic	Intergenic	4761	ID=HMEL037084g1.t1-E20;Parent=HMEL037084g1.t1								
507	Hmel215006	1162846	1163398	+	0	NA	promoter-TSS (ID=HMEL032679g1.t1-E1;Parent=HMEL032679g1.t1)	-promoter-TSS (ID=HMEL032679g1.t1-E1;Parent=HMEL032679g1.t1)	-27	ID=HMEL032679g1.t1-E1;Parent=HMEL032679g1.t1								
405	Hmel213016	47714	47928	+	0	NA	promoter-TSS (ID=HMEL031847g1.t1-E6;Parent=HMEL031847g1.t1)	-promoter-TSS (ID=HMEL031847g1.t1-E6;Parent=HMEL031847g1.t1)	-548	ID=HMEL031847g1.t1-E6;Parent=HMEL031847g1.t1								
260	Hmel210011	142496	143008	+	0	NA	Intergenic	Intergenic	3750	ID=HMEL030826g1.t1-E2;Parent=HMEL030826g1.t1								
573	Hmel216011	2428288	2428574	+	0	NA	Intergenic	Intergenic	-1828	ID=HMEL002805g1.t1-E1;Parent=HMEL002805g1.t1								
237	Hmel210004	6441711	6441856	+	0	NA	Intergenic	Intergenic	-1662	ID=HMEL030724g1.t1-E1;Parent=HMEL030724g1.t1								
370	Hmel212011	869985	870388	+	0	NA	Intergenic	Intergenic	-4128	ID=HMEL012674g2.t1-E1;Parent=HMEL012674g2.t1								
309	Hmel201011	2091337	2093203	+	0	NA	promoter-TSS (ID=HMEL011422g1.t1-E1;Parent=HMEL011422g1.t1)	-promoter-TSS (ID=HMEL011422g1.t1-E1;Parent=HMEL011422g1.t1)	-163	ID=HMEL011422g1.t1-E1;Parent=HMEL011422g1.t1								
762	Hmel219009	102697	102981	+	0	NA	Intergenic	Intergenic	2683	ID=HMEL034734g1.t1-E1;Parent=HMEL034734g1.t1								
638	Hmel218003	1488035	1488320	+	0	NA	Intergenic	Intergenic	5682	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
734	Hmel219003	3228533	3229493	+	0	NA	Intergenic	Intergenic	37660	ID=HMEL006178g2.t1-E3;Parent=HMEL006178g2.t1								
875	Hmel203045	355642	356205	+	0	NA	Intergenic	Intergenic	-4252	ID=HMEL017869g1.t1-E1;Parent=HMEL017869g1.t1								
567	Hmel202006	982624	983146	+	0	NA	Intergenic	Intergenic	-10543	ID=HMEL010492g1.t1-E1;Parent=HMEL010492g1.t1								
1	Hmel205022	575875	576221	+	0	NA	Intergenic	Intergenic	2725	ID=HMEL013056g1.t1-E2;Parent=HMEL013056g1.t1								
506	Hmel215006	793816	794285	+	0	NA	Intergenic	Intergenic	7698	ID=HMEL002008g1.t1-E16;Parent=HMEL002008g1.t1								
136	Hmel208008	564369	564659	+	0	NA	Intergenic	Intergenic	9283	ID=HMEL037832g1.t1-E1;Parent=HMEL037832g1.t1								
116	Hmel207021	717062	717547	+	0	NA	Intergenic	Intergenic	-11822	ID=HMEL016331g1.t1-E1;Parent=HMEL016331g1.t1								
416	Hmel213036	90397	90797	+	0	NA	Intergenic	Intergenic	-4226	ID=HMEL032011g1.t1-E1;Parent=HMEL032011g1.t1								
144	Hmel208021	378605	380100	+	0	NA	TTS (ID=HMEL014963g1.t1-E1;Parent=HMEL014963g1.t1)	-TTS (ID=HMEL014963g1.t1-E1;Parent=HMEL014963g1.t1)	343	ID=HMEL014963g1.t1-E1;Parent=HMEL014963g1.t1								
914	Hmel204013	1181517	1181791	+	0	NA	promoter-TSS (ID=HMEL036409g1.t2-E2;Parent=HMEL036409g1.t2)	-promoter-TSS (ID=HMEL036409g1.t2-E2;Parent=HMEL036409g1.t2)	59	ID=HMEL036409g1.t2-E2;Parent=HMEL036409g1.t2								
380	Hmel212013	1476757	1477235	+	0	NA	Intergenic	Intergenic	20119	ID=HMEL031671g1.t1-E2;Parent=HMEL031671g1.t1								
100	Hmel207002	6643975	6645270	+	0	NA	TTS (ID=HMEL011317g1.t1-E3;Parent=HMEL011317g1.t1)	-TTS (ID=HMEL011317g1.t1-E3;Parent=HMEL011317g1.t1)	894	ID=HMEL011317g1.t1-E3;Parent=HMEL011317g1.t1								
965	Hmel205017	643973	644198	+	0	NA	Intergenic	Intergenic	1823	ID=HMEL036755g1.t1-E1;Parent=HMEL036755g1.t1								
300	Hmel201011	1783109	1783602	+	0	NA	promoter-TSS (ID=HMEL033057g1.t1-E1;Parent=HMEL033057g1.t1)	-promoter-TSS (ID=HMEL033057g1.t1-E1;Parent=HMEL033057g1.t1)	-60	ID=HMEL033057g1.t1-E1;Parent=HMEL033057g1.t1								
824	Hmel220005	4830419	4830707	+	0	NA	Intergenic	Intergenic	-3651	ID=HMEL035219g1.t1-E8;Parent=HMEL035219g1.t1								
661	Hmel218007	1426853	1427462	+	0	NA	Intergenic	Intergenic	7070	ID=HMEL003254g1.t1-E5;Parent=HMEL003254g1.t1								
286	Hmel210011	3545941	3546219	+	0	NA	Intergenic	Intergenic	-23353	ID=HMEL030900g1.t1-E1;Parent=HMEL030900g1.t1								
120	Hmel207021	1487011	1487768	+	0	NA	Intergenic	Intergenic	-27347	ID=HMEL007926g1.t1-E1;Parent=HMEL007926g1.t1								
800	Hmel220003	1755651	1755916	+	0	NA	Intergenic	Intergenic	4032	ID=HMEL035004g1.t1-E2;Parent=HMEL035004g1.t1								
381	Hmel212013	1490420	1490727	+	0	NA	Intergenic	Intergenic	6542	ID=HMEL031671g1.t1-E2;Parent=HMEL031671g1.t1								
581	Hmel216013	132765	133185	+	0	NA	Intergenic	Intergenic	-4298	ID=HMEL022531-RA-E1;Parent=HMEL022531-RA								
308	Hmel211004	3476498	3476716	+	0	NA	promoter-TSS (ID=HMEL006259g1.t1-E1;Parent=HMEL006259g1.t1)	-promoter-TSS (ID=HMEL006259g1.t1-E1;Parent=HMEL006259g1.t1)	-239	ID=HMEL006259g1.t1-E1;Parent=HMEL006259g1.t1								
906	Hmel204003	414639	415048	+	0	NA	Intergenic	Intergenic	-44295	ID=HMEL036356g1.t1-E1;Parent=HMEL036356g1.t1								
392	Hmel213004	1476203	1476642	+	0	NA	Intergenic	Intergenic	6112	ID=HMEL013359g1.t1-E3;Parent=HMEL013359g1.t1								
254	Hmel210009	266501	266699	+	0	NA	Intergenic	Intergenic	-9231	ID=HMEL030799g1.t1-E1;Parent=HMEL030799g1.t1								
177	Hmel201009	4441190	4442488	+	0	NA	TTS (ID=HMEL012488g1.t1-E1;Parent=HMEL012488g1.t1)	-TTS (ID=HMEL012488g1.t1-E1;Parent=HMEL012488g1.t1)	657	ID=HMEL012488g1.t1-E2;Parent=HMEL012488g1.t1								
678	Hmel218018	1074599	1075099	+	0	NA	Intergenic	Intergenic	25151	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
496	Hmel214029	511353	511683	+	0	NA	Intergenic	Intergenic	-7252	ID=HMEL032595g1.t1-E1;Parent=HMEL032595g1.t1								
605	Hmel217004	1449288	1449884	+	0	NA	Intergenic	Intergenic	4436	ID=HMEL006843g1.t1-E11;Parent=HMEL006843g1.t1								
373	Hmel212011	1564653	1565428	+	0	NA	promoter-TSS (ID=HMEL012931g1.t1-E1;Parent=HMEL012931g1.t1)	-promoter-TSS (ID=HMEL012931g1.t1-E1;Parent=HMEL012931g1.t1)	-191	ID=HMEL012931g1.t1-E1;Parent=HMEL012931g1.t1								
607	Hmel217004	1828800	1828968	+	0	NA	promoter-TSS (ID=HMEL016697g1.t1-E3;Parent=HMEL016697g1.t1)	-promoter-TSS (ID=HMEL016697g1.t1-E3;Parent=HMEL016697g1.t1)	531	ID=HMEL016697g1.t1-E2;Parent=HMEL016697g1.t1								
773	Hmel219014	495660	496112	+	0	NA	promoter-TSS (ID=HMEL012859g4.t1-E2;Parent=HMEL012859g4.t1)	-promoter-TSS (ID=HMEL012859g4.t1-E2;Parent=HMEL012859g4.t1)	100	ID=HMEL012859g4.t1-E2;Parent=HMEL012859g4.t1								
813	Hmel220005	1773217	1773430	+	0	NA	Intergenic	Intergenic	-1708	ID=HMEL035106g1.t1-E1;Parent=HMEL035106g1.t1								
205	Hmel209007	2418835	2419368	+	0	NA	TTS (ID=HMEL002205g1.t1-E3;Parent=HMEL002205g1.t1)	-TTS (ID=HMEL002205g1.t1-E3;Parent=HMEL002205g1.t1)	771	ID=HMEL002205g1.t1-E3;Parent=HMEL002205g1.t1								
42	Hmel206009	4036845	4037036	+	0	NA	Intergenic	Intergenic	2756	ID=HMEL015773g1.t1-E1;Parent=HMEL015773g1.t1								
22	Hmel206009	1928291	1928497	+	0	NA	promoter-TSS (ID=HMEL016759g1.t1-E3;Parent=HMEL016759g1.t1)	-promoter-TSS (ID=HMEL016759g1.t1-E3;Parent=HMEL016759g1.t1)	89	ID=HMEL016759g1.t1-E3;Parent=HMEL016759g1.t1								
759	Hmel219005	980285	980664	+	0	NA	Intergenic	Intergenic	-5168	ID=HMEL034723g1.t1-E2;Parent=HMEL034723g1.t1								
644	Hmel218004	149472	149709	+	0	NA	Intergenic	Intergenic	3279	ID=HMEL034235g1.t1-E2;Parent=HMEL034235g1.t1								
851	Hmel221012	1888462	1889392	+	0	NA	TTS (ID=HMEL008404g1.t1-E4;Parent=HMEL008404g1.t1)	-TTS (ID=HMEL008404g1.t1-E4;Parent=HMEL008404g1.t1)	512	ID=HMEL008404g1.t1-E4;Parent=HMEL008404g1.t1								
927	Hmel201007	835754	836333	+	0	NA	Intergenic	Intergenic	11182	ID=HMEL030097g1.t1-E1;Parent=HMEL030097g1.t1								
399	Hmel213012	185140	186568	+	0	NA	Intergenic	Intergenic	-18544	ID=HMEL003658g1.t1-E1;Parent=HMEL003658g1.t1								
235	Hmel210004	3859005	3859243	+	0	NA	Intergenic	Intergenic	3829	ID=HMEL030665g1.t1-E17;Parent=HMEL030665g1.t1								
301	Hmel201011	1840410	1840593	+	0	NA	Intergenic	Intergenic	-9631	ID=HMEL033059g1.t1-E1;Parent=HMEL033059g1.t1								
694	Hmel218018	5793409	5794148	+	0	NA	Intergenic	Intergenic	-2636	ID=HMEL005850g1.t1-E1;Parent=HMEL005850g1.t1								
436	Hmel213065	221892	222293	+	0	NA	Intergenic	Intergenic	6057	ID=HMEL032140g1.t1-E1;Parent=HMEL032140g1.t1								
213	Hmel209007	3424295	3424881	+	0	NA	Intergenic	Intergenic	-6017	ID=HMEL006916g1.t1-E2;Parent=HMEL006916g1.t1								
94	Hmel207002	6403428	6404173	+	0	NA	TTS (ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1)	-TTS (ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1)	366	ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1								
816	Hmel220005	3664287	3664569	+	0	NA	Intergenic	Intergenic	-42212	ID=HMEL003003g1.t1-E1;Parent=HMEL003003g1.t1								
51	Hmel206012	1991460	1992290	+	0	NA	Intergenic	Intergenic	-1880	ID=HMEL037156g1.t1-E1;Parent=HMEL037156g1.t1								
456	Hmel213069	973427	974012	+	0	NA	Intergenic	Intergenic	-4888	ID=HMEL032231g1.t1-E1;Parent=HMEL032231g1.t1								
568	Hmel216011	2020711	2021151	+	0	NA	promoter-TSS (ID=HMEL004406g4.t1-E2;Parent=HMEL004406g4.t1)	-promoter-TSS (ID=HMEL004406g4.t1-E2;Parent=HMEL004406g4.t1)	74	ID=HMEL004406g4.t1-E2;Parent=HMEL004406g4.t1								
874	Hmel203041	175223	175442	+	0	NA	Intergenic	Intergenic	10513	ID=HMEL036051g1.t1-E2;Parent=HMEL036051g1.t1								
652	Hmel218007	1195722	1196325	+	0	NA	promoter-TSS (ID=HMEL003068g1.t1-E5;Parent=HMEL003068g1.t1)	-promoter-TSS (ID=HMEL003068g1.t1-E5;Parent=HMEL003068g1.t1)	343	ID=HMEL003068g1.t1-E4;Parent=HMEL003068g1.t1								
296	Hmel211004	398630	399097	+	0	NA	Intergenic	Intergenic	4164	ID=HMEL031019g1.t1-E10;Parent=HMEL031019g1.t1								
265	Hmel210011	999424	999653	+	0	NA	Intergenic	Intergenic	-12382	ID=HMEL006943g2.t1-E1;Parent=HMEL006943g2.t1								
975	Hmel205022	278324	279044	+	0	NA	Intergenic	Intergenic	-4928	ID=HMEL021529g1.t2-E2;Parent=HMEL021529g1.t2								
791	Hmel220003	575416	575631	+	0	NA	Intergenic	Intergenic	20113	ID=HMEL034983g1.t1-E5;Parent=HMEL034983g1.t1								
493	Hmel214029	148792	149073	+	0	NA	Intergenic	Intergenic	-6769	ID=HMEL011060g1.t1-E1;Parent=HMEL011060g1.t1								
171	Hmel209001	10413	10647	+	0	NA	TTS (ID=HMEL038207g1.t1-E3;Parent=HMEL038207g1.t1)	-TTS (ID=HMEL038207g1.t1-E3;Parent=HMEL038207g1.t1)	199	ID=HMEL038207g1.t1-E4;Parent=HMEL038207g1.t1								
916	Hmel204017	66831	67252	+	0	NA	Intergenic	Intergenic	5306	ID=HMEL036414g1.t1-E1;Parent=HMEL036414g1.t1								
386	Hmel212013	2798969	2799901	+	0	NA	Intergenic	Intergenic	-2272	ID=HMEL012642g1.t1-E1;Parent=HMEL012642g1.t1								
796	Hmel220003	1579906	1580865	+	0	NA	Intergenic	Intergenic	11100	ID=HMEL035000g1.t1-E2;Parent=HMEL035000g1.t1								
445	Hmel213067	427613	428472	+	0	NA	Intergenic	Intergenic	-11364	ID=HMEL020265g1.t1-E1;Parent=HMEL020265g1.t1								
200	Hmel209007	1002823	1003317	+	0	NA	Intergenic	Intergenic	10199	ID=HMEL030388g1.t1-E2;Parent=HMEL030388g1.t1								
366	Hmel212011	732913	734273	+	0	NA	Intergenic	Intergenic	-7965	ID=HMEL031606g1.t1-E1;Parent=HMEL031606g1.t1								
844	Hmel220014	1073151	1073820	+	0	NA	Intergenic	Intergenic	5692	ID=HMEL035333g1.t1-E2;Parent=HMEL035333g1.t1								
329	Hmel211012	992244	993019	+	0	NA	Intergenic	Intergenic	-3390	ID=HMEL015096g1.t1-E2;Parent=HMEL015096g1.t1								
525	Hmel215047	865195	865735	+	0	NA	promoter-TSS (ID=HMEL032880g1.t1-E3;Parent=HMEL032880g1.t1)	-promoter-TSS (ID=HMEL032880g1.t1-E3;Parent=HMEL032880g1.t1)	186	ID=HMEL032880g1.t1-E2;Parent=HMEL032880g1.t1								
787	Hmel202006	5296432	5296835	+	0	NA	Intergenic	Intergenic	4445	ID=HMEL013286g1.t1-E2;Parent=HMEL013286g1.t1								
27	Hmel206009	2081518	2081886	+	0	NA	Intergenic	Intergenic	6558	ID=HMEL037039g1.t1-E1;Parent=HMEL037039g1.t1								
272	Hmel210011	2206359	2206820	+	0	NA	Intergenic	Intergenic	13813	ID=HMEL030871g1.t1-E2;Parent=HMEL030871g1.t1								
161	Hmel208048	27137	27569	+	0	NA	promoter-TSS (ID=HMEL038106g1.t1-E1;Parent=HMEL038106g1.t1)	-promoter-TSS (ID=HMEL038106g1.t1-E1;Parent=HMEL038106g1.t1)	-69	ID=HMEL038106g1.t1-E1;Parent=HMEL038106g1.t1								
775	Hmel219014	497423	497929	+	0	NA	Intergenic	Intergenic	-1053	ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1								
582	Hmel216013	558025	558808	+	0	NA	Intergenic	Intergenic	11460	ID=HMEL033620g1.t1-E2;Parent=HMEL033620g1.t1								
919	Hmel204017	1337383	1337664	+	0	NA	Intergenic	Intergenic	-1534	ID=HMEL036462g1.t1-E1;Parent=HMEL036462g1.t1								
746	Hmel219003	6081170	6081486	+	0	NA	Intergenic	Intergenic	1249	ID=HMEL008565g4.t1-E3;Parent=HMEL008565g4.t1								
534	Hmel216006	15821	15987	+	0	NA	Intergenic	Intergenic	-19348	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
400	Hmel213012	213272	213455	+	0	NA	Intergenic	Intergenic	26714	ID=HMEL031820g1.t1-E1;Parent=HMEL031820g1.t1								
744	Hmel219003	5232112	5232560	+	0	NA	Intergenic	Intergenic	-10823	ID=HMEL016895g1.t1-E1;Parent=HMEL016895g1.t1								
20	Hmel206009	1482392	1483298	+	0	NA	exon (ID=HMEL016780g1.t1-E1;Parent=HMEL016780g1.t1, exon 1 of 1)	-exon (ID=HMEL016780g1.t1-E1;Parent=HMEL016780g1.t1, exon 1 of 1)	132	ID=HMEL016780g1.t1-E1;Parent=HMEL016780g1.t1								
109	Hmel201009	2544588	2544885	+	0	NA	Intergenic	Intergenic	2994	ID=HMEL030180g1.t1-E4;Parent=HMEL030180g1.t1								
888	Hmel203067	1010673	1010963	+	0	NA	Intergenic	Intergenic	-5054	ID=HMEL036151g1.t1-E1;Parent=HMEL036151g1.t1								
633	Hmel217020	2426107	2426673	+	0	NA	Intergenic	Intergenic	-11924	ID=HMEL013462g1.t1-E1;Parent=HMEL013462g1.t1								
151	Hmel208031	14028	14254	+	0	NA	promoter-TSS (ID=HMEL038057g1.t1-E1;Parent=HMEL038057g1.t1)	-promoter-TSS (ID=HMEL038057g1.t1-E1;Parent=HMEL038057g1.t1)	-787	ID=HMEL038057g1.t1-E1;Parent=HMEL038057g1.t1								
557	Hmel216011	687788	688164	+	0	NA	Intergenic	Intergenic	-3716	ID=HMEL011153g1.t1-E1;Parent=HMEL011153g1.t1								
718	Hmel202006	4002200	4003070	+	0	NA	promoter-TSS (ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1)	-promoter-TSS (ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1)	-780	ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1								
468	Hmel214008	1695064	1695913	+	0	NA	Intergenic	Intergenic	-12597	ID=HMEL032352g1.t1-E3;Parent=HMEL032352g1.t1								
700	Hmel218018	7429483	7429719	+	0	NA	Intergenic	Intergenic	-11300	ID=HMEL034479g1.t1-E1;Parent=HMEL034479g1.t1								
287	Hmel210011	3700237	3700627	+	0	NA	Intergenic	Intergenic	23784	ID=HMEL015496g1.t1-E3;Parent=HMEL015496g1.t1								
475	Hmel202004	897646	898654	+	0	NA	TTS (ID=HMEL007054g1.t1-E1;Parent=HMEL007054g1.t1)	-TTS (ID=HMEL007054g1.t1-E1;Parent=HMEL007054g1.t1)	2568	ID=HMEL007054g1.t1-E1;Parent=HMEL007054g1.t1								
441	Hmel213065	630143	630499	+	0	NA	Intergenic	Intergenic	-8271	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
78	Hmel201009	2170413	2170784	+	0	NA	TTS (ID=HMEL013861g1.t1-E10;Parent=HMEL013861g1.t1)	-TTS (ID=HMEL013861g1.t1-E10;Parent=HMEL013861g1.t1)	486	ID=HMEL013861g1.t1-E10;Parent=HMEL013861g1.t1								
868	Hmel203034	36056	36464	+	0	NA	Intergenic	Intergenic	-8071	ID=HMEL007693g1.t1-E1;Parent=HMEL007693g1.t1								
413	Hmel213025	260393	260723	+	0	NA	Intergenic	Intergenic	3327	ID=HMEL021925g1.t1-E2;Parent=HMEL021925g1.t1								
294	Hmel210011	5674153	5675230	+	0	NA	Intergenic	Intergenic	-4737	ID=HMEL009174g1.t1-E3;Parent=HMEL009174g1.t1								
932	Hmel205005	139289	139507	+	0	NA	Intergenic	Intergenic	7001	ID=HMEL036616g1.t1-E2;Parent=HMEL036616g1.t1								
764	Hmel219012	210723	210925	+	0	NA	promoter-TSS (ID=HMEL009569g1.t1-E3;Parent=HMEL009569g1.t1)	-promoter-TSS (ID=HMEL009569g1.t1-E3;Parent=HMEL009569g1.t1)	377	ID=HMEL009569g1.t1-E2;Parent=HMEL009569g1.t1								
672	Hmel218018	314195	315063	+	0	NA	Intergenic	Intergenic	114822	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
349	Hmel212001	5859633	5860031	+	0	NA	Intergenic	Intergenic	2037	ID=HMEL031453g1.t1-E1;Parent=HMEL031453g1.t1								
769	Hmel219014	285756	286264	+	0	NA	Intergenic	Intergenic	4313	ID=HMEL014058g1.t1-E9;Parent=HMEL014058g1.t1								
275	Hmel210011	2663927	2664768	+	0	NA	Intergenic	Intergenic	-3420	ID=HMEL015940g1.t1-E4;Parent=HMEL015940g1.t1								
803	Hmel220003	2578766	2579170	+	0	NA	Intergenic	Intergenic	2468	ID=HMEL035021g1.t1-E2;Parent=HMEL035021g1.t1								
