PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1133	Hmel212013	3056800	3057091	+	0	NA	Intergenic	Intergenic	-2470	ID=HMEL031703g1.t1-E2;Parent=HMEL031703g1.t1								
209	Hmel203069	1383721	1384115	+	0	NA	Intergenic	Intergenic	1331	ID=HMEL012910g1.t1-E10;Parent=HMEL012910g1.t1								
1905	Hmel220005	1147069	1147506	+	0	NA	TTS (ID=HMEL016161g1.t1-E3;Parent=HMEL016161g1.t1)	-TTS (ID=HMEL016161g1.t1-E3;Parent=HMEL016161g1.t1)	179	ID=HMEL016161g1.t2-E5;Parent=HMEL016161g1.t2								
1118	Hmel212013	1023936	1024343	+	0	NA	Intergenic	Intergenic	3999	ID=HMEL007387g1.t1-E3;Parent=HMEL007387g1.t1								
1575	Hmel217019	55861	58058	+	0	NA	TTS (ID=HMEL034026g1.t1-E2;Parent=HMEL034026g1.t1)	-TTS (ID=HMEL034026g1.t1-E2;Parent=HMEL034026g1.t1)	183	ID=HMEL034026g1.t1-E3;Parent=HMEL034026g1.t1								
117	Hmel201019	529603	530014	+	0	NA	Intergenic	Intergenic	-9620	ID=HMEL010924g1.t1-E1;Parent=HMEL010924g1.t1								
2207	Hmel220005	5562516	5563128	+	0	NA	Intergenic	Intergenic	-12010	ID=HMEL035241g1.t1-E1;Parent=HMEL035241g1.t1								
600	Hmel208019	193164	193880	+	0	NA	Intergenic	Intergenic	-6255	ID=HMEL005626g1.t1-E1;Parent=HMEL005626g1.t1								
80	Hmel201009	5227049	5227602	+	0	NA	Intergenic	Intergenic	-7475	ID=HMEL030271g1.t1-E1;Parent=HMEL030271g1.t1								
336	Hmel205020	215401	215619	+	0	NA	Intergenic	Intergenic	-8892	ID=HMEL036791g1.t1-E1;Parent=HMEL036791g1.t1								
457	Hmel207002	758010	758858	+	0	NA	Intergenic	Intergenic	1290	ID=HMEL011159g1.t1-E2;Parent=HMEL011159g1.t1								
1301	Hmel213069	1167929	1168192	+	0	NA	Intergenic	Intergenic	-1325	ID=HMEL032234g1.t1-E1;Parent=HMEL032234g1.t1								
821	Hmel210005	1017512	1017813	+	0	NA	Intergenic	Intergenic	2591	ID=HMEL008526g1.t1-E9;Parent=HMEL008526g1.t1								
696	Hmel209006	348749	349516	+	0	NA	Intergenic	Intergenic	1411	ID=HMEL013610g2.t1-E1;Parent=HMEL013610g2.t1								
383	Hmel206009	1532604	1532782	+	0	NA	Intergenic	Intergenic	6542	ID=HMEL016779g1.t1-E4;Parent=HMEL016779g1.t1								
1873	Hmel220003	759750	759942	+	0	NA	Intergenic	Intergenic	2801	ID=HMEL034987g1.t1-E2;Parent=HMEL034987g1.t1								
1721	Hmel218018	5439684	5439938	+	0	NA	Intergenic	Intergenic	33068	ID=HMEL034446g1.t1-E2;Parent=HMEL034446g1.t1								
2179	Hmel206019	1534155	1535266	+	0	NA	Intergenic	Intergenic	1353	ID=HMEL022534g1.t1-E4;Parent=HMEL022534g1.t1								
2172	Hmel202006	4139392	4139790	+	0	NA	promoter-TSS (ID=HMEL009236g2.t1-E3;Parent=HMEL009236g2.t1)	-promoter-TSS (ID=HMEL009236g2.t1-E3;Parent=HMEL009236g2.t1)	259	ID=HMEL009236g2.t1-E2;Parent=HMEL009236g2.t1								
1431	Hmel215047	1390823	1390999	+	0	NA	Intergenic	Intergenic	-2505	ID=HMEL012766g1.t1-E1;Parent=HMEL012766g1.t1								
92	Hmel201011	1328935	1329929	+	0	NA	promoter-TSS (ID=HMEL011375g1.t1-E1;Parent=HMEL011375g1.t1)	-promoter-TSS (ID=HMEL011375g1.t1-E1;Parent=HMEL011375g1.t1)	13	ID=HMEL011375g1.t1-E1;Parent=HMEL011375g1.t1								
1489	Hmel216011	2011099	2012846	+	0	NA	TTS (ID=HMEL004406g1.t1-E2;Parent=HMEL004406g1.t1)	-TTS (ID=HMEL004406g1.t1-E2;Parent=HMEL004406g1.t1)	830	ID=HMEL004406g1.t1-E2;Parent=HMEL004406g1.t1								
1212	Hmel213044	7216	7990	+	0	NA	Intergenic	Intergenic	-4758	ID=HMEL017385g1.t1-E1;Parent=HMEL017385g1.t1								
1805	Hmel219003	6405406	6405895	+	0	NA	Intergenic	Intergenic	-1034	ID=HMEL002697g2.t1-E1;Parent=HMEL002697g2.t1								
1727	Hmel218018	6066078	6066759	+	0	NA	Intergenic	Intergenic	-22909	ID=HMEL007355g1.t3-E1;Parent=HMEL007355g1.t3								
1477	Hmel216011	1402480	1402748	+	0	NA	Intergenic	Intergenic	-70873	ID=HMEL033558g1.t1-E1;Parent=HMEL033558g1.t1								
1164	Hmel213005	29448	29994	+	0	NA	Intergenic	Intergenic	-2008	ID=HMEL031805g1.t1-E2;Parent=HMEL031805g1.t1								
505	Hmel207002	5967334	5967591	+	0	NA	Intergenic	Intergenic	11728	ID=HMEL037490g1.t1-E4;Parent=HMEL037490g1.t1								
670	Hmel209005	455603	455880	+	0	NA	Intergenic	Intergenic	-21758	ID=HMEL030326g1.t1-E1;Parent=HMEL030326g1.t1								
1094	Hmel212009	784243	784522	+	0	NA	TTS (ID=HMEL011904g1.t1-E1;Parent=HMEL011904g1.t1)	-TTS (ID=HMEL011904g1.t1-E1;Parent=HMEL011904g1.t1)	150	ID=HMEL011904g1.t1-E3;Parent=HMEL011904g1.t1								
419	Hmel206012	1713424	1713875	+	0	NA	Intergenic	Intergenic	3982	ID=HMEL037147g1.t1-E2;Parent=HMEL037147g1.t1								
2178	Hmel205005	132	370	+	0	NA	Intergenic	Intergenic	3624	ID=HMEL022564-RA-E3;Parent=HMEL022564-RA								
995	Hmel211014	121387	121733	+	0	NA	Intergenic	Intergenic	9885	ID=HMEL004192g1.t1-E2;Parent=HMEL004192g1.t1								
1225	Hmel213051	225151	226375	+	0	NA	Intergenic	Intergenic	-12665	ID=HMEL015898g1.t1-E1;Parent=HMEL015898g1.t1								
837	Hmel210010	214091	215760	+	0	NA	promoter-TSS (ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1)	-promoter-TSS (ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1)	-310	ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1								
2015	Hmel221009	551187	551409	+	0	NA	Intergenic	Intergenic	-1485	ID=HMEL008048g3.t1-E9;Parent=HMEL008048g3.t1								
290	Hmel205005	469256	469859	+	0	NA	exon (ID=HMEL036620g1.t1-E1;Parent=HMEL036620g1.t1, exon 1 of 1)	-exon (ID=HMEL036620g1.t1-E1;Parent=HMEL036620g1.t1, exon 1 of 1)	108	ID=HMEL036620g1.t1-E1;Parent=HMEL036620g1.t1								
625	Hmel208021	851837	852292	+	0	NA	Intergenic	Intergenic	-7384	ID=HMEL016477g1.t1-E2;Parent=HMEL016477g1.t1								
149	Hmel202006	2818723	2819524	+	0	NA	Intergenic	Intergenic	-3066	ID=HMEL002123g6.t1-E1;Parent=HMEL002123g6.t1								
712	Hmel209007	2573206	2573397	+	0	NA	promoter-TSS (ID=HMEL002210g1.t1-E2;Parent=HMEL002210g1.t1)	-promoter-TSS (ID=HMEL002210g1.t1-E2;Parent=HMEL002210g1.t1)	-607	ID=HMEL002210g1.t1-E2;Parent=HMEL002210g1.t1								
210	Hmel203069	1665495	1666930	+	0	NA	TTS (ID=HMEL036256g1.t1-E5;Parent=HMEL036256g1.t1)	-TTS (ID=HMEL036256g1.t1-E5;Parent=HMEL036256g1.t1)	710	ID=HMEL036256g1.t1-E5;Parent=HMEL036256g1.t1								
406	Hmel206009	4151960	4152146	+	0	NA	promoter-TSS (ID=HMEL037073g1.t1-E10;Parent=HMEL037073g1.t1)	-promoter-TSS (ID=HMEL037073g1.t1-E10;Parent=HMEL037073g1.t1)	440	ID=HMEL037073g1.t2-E8;Parent=HMEL037073g1.t2								
19	Hmel201002	2198246	2199217	+	0	NA	Intergenic	Intergenic	-11219	ID=HMEL014993g1.t1-E1;Parent=HMEL014993g1.t1								
1030	Hmel212001	1686956	1687267	+	0	NA	Intergenic	Intergenic	-15957	ID=HMEL007967g1.t1-E1;Parent=HMEL007967g1.t1								
365	Hmel206006	1881516	1882412	+	0	NA	Intergenic	Intergenic	-2857	ID=HMEL036960g1.t1-E1;Parent=HMEL036960g1.t1								
763	Hmel210004	2398127	2398600	+	0	NA	Intergenic	Intergenic	-1883	ID=HMEL017165g1.t1-E5;Parent=HMEL017165g1.t1								
2021	Hmel221012	128116	128549	+	0	NA	Intergenic	Intergenic	-6098	ID=HMEL012092g3.t1-E1;Parent=HMEL012092g3.t1								
1895	Hmel220003	2396816	2397514	+	0	NA	promoter-TSS (ID=HMEL012555g2.t1-E4;Parent=HMEL012555g2.t1)	-promoter-TSS (ID=HMEL012555g2.t1-E4;Parent=HMEL012555g2.t1)	325	ID=HMEL012555g2.t1-E3;Parent=HMEL012555g2.t1								
2038	Hmel221012	533013	533292	+	0	NA	Intergenic	Intergenic	-5505	ID=HMEL035559g1.t1-E1;Parent=HMEL035559g1.t1								
570	Hmel207021	2019138	2019339	+	0	NA	Intergenic	Intergenic	3177	ID=HMEL037714g1.t1-E1;Parent=HMEL037714g1.t1								
1880	Hmel220003	1045141	1045432	+	0	NA	Intergenic	Intergenic	1401	ID=HMEL034993g1.t2-E2;Parent=HMEL034993g1.t2								
252	Hmel204017	447309	447616	+	0	NA	Intergenic	Intergenic	23927	ID=HMEL036422g1.t1-E2;Parent=HMEL036422g1.t1								
1159	Hmel213004	1628380	1628614	+	0	NA	Intergenic	Intergenic	-41675	ID=HMEL031787g1.t1-E1;Parent=HMEL031787g1.t1								
883	Hmel210011	5730917	5731505	+	0	NA	Intergenic	Intergenic	2108	ID=HMEL009170g1.t1-E2;Parent=HMEL009170g1.t1								
2048	Hmel221012	1202155	1202319	+	0	NA	TTS (ID=HMEL016654g1.t1-E3;Parent=HMEL016654g1.t1)	-TTS (ID=HMEL016654g1.t1-E3;Parent=HMEL016654g1.t1)	479	ID=HMEL016654g1.t1-E3;Parent=HMEL016654g1.t1								
655	Hmel209001	243365	244109	+	0	NA	Intergenic	Intergenic	-7323	ID=HMEL006102g1.t1-E1;Parent=HMEL006102g1.t1								
421	Hmel206012	1786264	1786538	+	0	NA	Intergenic	Intergenic	-6891	ID=HMEL037150g1.t1-E3;Parent=HMEL037150g1.t1								
1998	Hmel221005	541108	541880	+	0	NA	Intergenic	Intergenic	-7412	ID=HMEL015065g1.t1-E1;Parent=HMEL015065g1.t1								
1367	Hmel214029	1300689	1301670	+	0	NA	Intergenic	Intergenic	2500	ID=HMEL009127g1.t1-E2;Parent=HMEL009127g1.t1								
271	Hmel204019	27189	28188	+	0	NA	Intergenic	Intergenic	-1926	ID=HMEL004620g1.t1-E2;Parent=HMEL004620g1.t1								
1070	Hmel212001	6493041	6494476	+	0	NA	Intergenic	Intergenic	4113	ID=HMEL005761g2.t2-E2;Parent=HMEL005761g2.t2								
1024	Hmel212001	570394	570705	+	0	NA	Intergenic	Intergenic	-12290	ID=HMEL031332g1.t1-E1;Parent=HMEL031332g1.t1								
491	Hmel207002	4253945	4254514	+	0	NA	Intergenic	Intergenic	-2378	ID=HMEL037449g1.t1-E1;Parent=HMEL037449g1.t1								
1863	Hmel219018	726671	727351	+	0	NA	Intergenic	Intergenic	-7349	ID=HMEL007770-RA-E1;Parent=HMEL007770-RA								
13	Hmel201002	1558417	1558937	+	0	NA	Intergenic	Intergenic	-12296	ID=HMEL011288g1.t1-E1;Parent=HMEL011288g1.t1								
105	Hmel201011	2569720	2569979	+	0	NA	Intergenic	Intergenic	-19419	ID=HMEL011985g1.t1-E1;Parent=HMEL011985g1.t1								
1514	Hmel217004	685128	685342	+	0	NA	Intergenic	Intergenic	-26382	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
840	Hmel210010	255223	255889	+	0	NA	Intergenic	Intergenic	-40941	ID=HMEL012513g1.t1-E1;Parent=HMEL012513g1.t1								
1647	Hmel218011	356458	356645	+	0	NA	Intergenic	Intergenic	22757	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
597	Hmel208019	14043	15054	+	0	NA	Intergenic	Intergenic	48741	ID=HMEL013427g1.t1-E2;Parent=HMEL013427g1.t1								
111	Hmel201019	14823	15038	+	0	NA	Intergenic	Intergenic	-14735	ID=HMEL033097g1.t1-E1;Parent=HMEL033097g1.t1								
1411	Hmel215035	96129	96475	+	0	NA	Intergenic	Intergenic	-14424	ID=HMEL032810g1.t1-E1;Parent=HMEL032810g1.t1								
408	Hmel206009	4301551	4302068	+	0	NA	Intergenic	Intergenic	9987	ID=HMEL016070g1.t1-E5;Parent=HMEL016070g1.t1								
1480	Hmel216011	1498981	1499406	+	0	NA	Intergenic	Intergenic	-1751	ID=HMEL006406g1.t1-E1;Parent=HMEL006406g1.t1								
242	Hmel204013	531471	531784	+	0	NA	Intergenic	Intergenic	10952	ID=HMEL036397g1.t1-E2;Parent=HMEL036397g1.t1								
559	Hmel207021	126288	126487	+	0	NA	Intergenic	Intergenic	79567	ID=HMEL037650g1.t1-E14;Parent=HMEL037650g1.t1								
1588	Hmel218001	148315	148579	+	0	NA	TTS (ID=HMEL009688g1.t1-E1;Parent=HMEL009688g1.t1)	-TTS (ID=HMEL009688g1.t1-E1;Parent=HMEL009688g1.t1)	586	ID=HMEL009688g1.t1-E2;Parent=HMEL009688g1.t1								
32	Hmel201005	723274	723733	+	0	NA	Intergenic	Intergenic	7672	ID=HMEL008050g1.t1-E1;Parent=HMEL008050g1.t1								
443	Hmel206022	54041	55015	+	0	NA	promoter-TSS (ID=HMEL009558g1.t1-E1;Parent=HMEL009558g1.t1)	-promoter-TSS (ID=HMEL009558g1.t1-E1;Parent=HMEL009558g1.t1)	-944	ID=HMEL009558g1.t1-E1;Parent=HMEL009558g1.t1								
1795	Hmel219003	4555665	4556205	+	0	NA	Intergenic	Intergenic	-40918	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
580	Hmel207028	228412	229338	+	0	NA	promoter-TSS (ID=HMEL037752g1.t1-E4;Parent=HMEL037752g1.t1)	-promoter-TSS (ID=HMEL037752g1.t1-E4;Parent=HMEL037752g1.t1)	-143	ID=HMEL037752g1.t1-E4;Parent=HMEL037752g1.t1								
1257	Hmel213062	625572	626146	+	0	NA	Intergenic	Intergenic	14457	ID=HMEL032116g1.t1-E1;Parent=HMEL032116g1.t1								
846	Hmel210011	305525	305668	+	0	NA	promoter-TSS (ID=HMEL013322g2.t1-E2;Parent=HMEL013322g2.t1)	-promoter-TSS (ID=HMEL013322g2.t1-E2;Parent=HMEL013322g2.t1)	74	ID=HMEL013322g2.t1-E2;Parent=HMEL013322g2.t1								
31	Hmel201005	470394	470538	+	0	NA	Intergenic	Intergenic	-6090	ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1								
1689	Hmel218018	2108415	2108725	+	0	NA	Intergenic	Intergenic	21389	ID=HMEL034386g1.t1-E3;Parent=HMEL034386g1.t1								
1861	Hmel219018	380063	380373	+	0	NA	Intergenic	Intergenic	12637	ID=HmGr58_1-E3;Parent=HmGr58_1								
1296	Hmel213069	523328	523662	+	0	NA	Intergenic	Intergenic	6647	ID=HMEL032219g1.t1-E2;Parent=HMEL032219g1.t1								
1553	Hmel217014	863209	863636	+	0	NA	promoter-TSS (ID=HMEL009933g1.t1-E10;Parent=HMEL009933g1.t1)	-promoter-TSS (ID=HMEL009933g1.t1-E10;Parent=HMEL009933g1.t1)	99	ID=HMEL009933g1.t1-E9;Parent=HMEL009933g1.t1								
2161	Hmel221045	60803	61917	+	0	NA	Intergenic	Intergenic	10910	ID=HMEL035806g1.t1-E1;Parent=HMEL035806g1.t1								
1303	Hmel213069	1260265	1262100	+	0	NA	Intergenic	Intergenic	7965	ID=HMEL032236g1.t1-E18;Parent=HMEL032236g1.t1								
2133	Hmel221028	166511	166785	+	0	NA	Intergenic	Intergenic	2113	ID=HMEL007714g3.t1-E1;Parent=HMEL007714g3.t1								
1654	Hmel218014	9221	9458	+	0	NA	Intergenic	Intergenic	7706	ID=HMEL034340g1.t1-E2;Parent=HMEL034340g1.t1								
968	Hmel211012	515246	515847	+	0	NA	Intergenic	Intergenic	-15801	ID=HMEL031213g1.t1-E1;Parent=HMEL031213g1.t1								
675	Hmel209005	728119	728891	+	0	NA	Intergenic	Intergenic	-13973	ID=HMEL030330g1.t1-E1;Parent=HMEL030330g1.t1								
15	Hmel201002	1578574	1578902	+	0	NA	Intergenic	Intergenic	11189	ID=HMEL030032g1.t1-E2;Parent=HMEL030032g1.t1								
431	Hmel206019	1386698	1386910	+	0	NA	promoter-TSS (ID=HMEL022597-RA-E3;Parent=HMEL022597-RA)	-promoter-TSS (ID=HMEL022597-RA-E3;Parent=HMEL022597-RA)	529	ID=HMEL022597-RA-E2;Parent=HMEL022597-RA								
382	Hmel206009	1264017	1264416	+	0	NA	Intergenic	Intergenic	-4128	ID=HMEL037017g1.t1-E1;Parent=HMEL037017g1.t1								
1506	Hmel217001	990125	990291	+	0	NA	Intergenic	Intergenic	-18898	ID=HMEL033715g1.t1-E1;Parent=HMEL033715g1.t1								
139	Hmel202006	3620374	3621170	+	0	NA	Intergenic	Intergenic	-2022	ID=HMEL033347g1.t2-E1;Parent=HMEL033347g1.t2								
129	Hmel202006	1265278	1266057	+	0	NA	Intergenic	Intergenic	-1296	ID=HMEL006868g2.t1-E7;Parent=HMEL006868g2.t1								
926	Hmel211004	2299871	2300703	+	0	NA	Intergenic	Intergenic	-4507	ID=HMEL004312g1.t1-E20;Parent=HMEL004312g1.t1								
2145	Hmel221036	559086	559561	+	0	NA	promoter-TSS (ID=HMEL035761g1.t1-E1;Parent=HMEL035761g1.t1)	-promoter-TSS (ID=HMEL035761g1.t1-E1;Parent=HMEL035761g1.t1)	-604	ID=HMEL035761g1.t1-E1;Parent=HMEL035761g1.t1								
1246	Hmel213062	350042	350670	+	0	NA	Intergenic	Intergenic	-2887	ID=HMEL012883-RA-E1;Parent=HMEL012883-RA								
859	Hmel210011	3322655	3323249	+	0	NA	TTS (ID=HMEL015985g1.t1-E1;Parent=HMEL015985g1.t1)	-TTS (ID=HMEL015985g1.t1-E1;Parent=HMEL015985g1.t1)	297	ID=HMEL015985g1.t1-E2;Parent=HMEL015985g1.t1								
1083	Hmel212006	292186	292868	+	0	NA	Intergenic	Intergenic	-1011	ID=HMEL002726g2.t1-E4;Parent=HMEL002726g2.t1								
739	Hmel210001	312059	312246	+	0	NA	Intergenic	Intergenic	-7350	ID=HMEL030579g1.t1-E1;Parent=HMEL030579g1.t1								
1293	Hmel213069	298195	298510	+	0	NA	Intergenic	Intergenic	-1329	ID=HMEL007866g1.t2-E1;Parent=HMEL007866g1.t2								
876	Hmel210011	4753959	4754393	+	0	NA	Intergenic	Intergenic	-5959	ID=HMEL009053g1.t1-E1;Parent=HMEL009053g1.t1								
1792	Hmel219003	4521737	4521905	+	0	NA	Intergenic	Intergenic	-6804	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
662	Hmel209005	235030	236069	+	0	NA	Intergenic	Intergenic	-2000	ID=HMEL018068g1.t1-E1;Parent=HMEL018068g1.t1								
168	Hmel202006	6023894	6024536	+	0	NA	Intergenic	Intergenic	-13658	ID=HMEL033403g1.t1-E1;Parent=HMEL033403g1.t1								
135	Hmel202006	3787682	3787978	+	0	NA	Intergenic	Intergenic	-22161	ID=HMEL004268g1.t1-E1;Parent=HMEL004268g1.t1								
1518	Hmel217004	1143805	1144127	+	0	NA	Intergenic	Intergenic	-24386	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
145	Hmel202006	3682802	3682963	+	0	NA	Intergenic	Intergenic	-4156	ID=HMEL004265g1.t1-E2;Parent=HMEL004265g1.t1								
178	Hmel203009	153681	154455	+	0	NA	Intergenic	Intergenic	25380	ID=HMEL006000g1.t1-E5;Parent=HMEL006000g1.t1								
1131	Hmel212013	2776249	2777197	+	0	NA	promoter-TSS (ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1)	-promoter-TSS (ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1)	-62	ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1								
1876	Hmel220003	800454	802413	+	0	NA	Intergenic	Intergenic	-1719	ID=HMEL034988g1.t1-E1;Parent=HMEL034988g1.t1								
124	Hmel202004	1289834	1290050	+	0	NA	Intergenic	Intergenic	-2418	ID=HMEL033212g1.t1-E1;Parent=HMEL033212g1.t1								
772	Hmel210004	5310090	5310792	+	0	NA	TTS (ID=HMEL002842g1.t1-E10;Parent=HMEL002842g1.t1)	-TTS (ID=HMEL002842g1.t1-E10;Parent=HMEL002842g1.t1)	101	ID=HMEL002842g1.t1-E12;Parent=HMEL002842g1.t1								
1759	Hmel218018	8162274	8162632	+	0	NA	Intergenic	Intergenic	6128	ID=HMEL034487g1.t1-E1;Parent=HMEL034487g1.t1								
1429	Hmel215047	1016418	1016911	+	0	NA	Intergenic	Intergenic	1231	ID=HMEL032884g1.t1-E1;Parent=HMEL032884g1.t1								
1974	Hmel221001	327635	327998	+	0	NA	Intergenic	Intergenic	-1019	ID=HMEL011042g3.t1-E2;Parent=HMEL011042g3.t1								
2032	Hmel221012	447504	447659	+	0	NA	Intergenic	Intergenic	4367	ID=HMEL007773g1.t1-E1;Parent=HMEL007773g1.t1								
1374	Hmel215006	1244056	1244835	+	0	NA	Intergenic	Intergenic	-1006	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
1528	Hmel217004	1730922	1731710	+	0	NA	Intergenic	Intergenic	4124	ID=HMEL033802g1.t1-E2;Parent=HMEL033802g1.t1								
653	Hmel208051	1401074	1401312	+	0	NA	Intergenic	Intergenic	4859	ID=HMEL038171g1.t1-E3;Parent=HMEL038171g1.t1								
1692	Hmel218018	2284998	2285258	+	0	NA	Intergenic	Intergenic	-8403	ID=HMEL034387g1.t1-E1;Parent=HMEL034387g1.t1								
509	Hmel207002	6082251	6082509	+	0	NA	Intergenic	Intergenic	-31749	ID=HMEL017796g2.t1-E1;Parent=HMEL017796g2.t1								
2212	Hmel221034	127694	128844	+	0	NA	promoter-TSS (ID=HMEL012731g1.t1-E1;Parent=HMEL012731g1.t1)	-promoter-TSS (ID=HMEL012731g1.t1-E1;Parent=HMEL012731g1.t1)	-289	ID=HMEL012731g1.t1-E1;Parent=HMEL012731g1.t1								
1015	Hmel211016	6064	6247	+	0	NA	Intergenic	Intergenic	-15733	ID=HMEL031257g1.t1-E1;Parent=HMEL031257g1.t1								
367	Hmel206006	1905359	1905674	+	0	NA	Intergenic	Intergenic	-10008	ID=HMEL036962g1.t1-E1;Parent=HMEL036962g1.t1								
976	Hmel211012	1303144	1304595	+	0	NA	Intergenic	Intergenic	-6464	ID=HMEL012818g1.t2-E1;Parent=HMEL012818g1.t2								
716	Hmel209007	2672197	2673292	+	0	NA	promoter-TSS (ID=HMEL008858g1.t1-E5;Parent=HMEL008858g1.t1)	-promoter-TSS (ID=HMEL008858g1.t1-E5;Parent=HMEL008858g1.t1)	558	ID=HMEL008858g1.t1-E4;Parent=HMEL008858g1.t1								
1886	Hmel220003	1547887	1548108	+	0	NA	Intergenic	Intergenic	-7100	ID=HMEL034998g1.t1-E1;Parent=HMEL034998g1.t1								
1821	Hmel219005	947284	947633	+	0	NA	Intergenic	Intergenic	9281	ID=HMEL034723g1.t1-E7;Parent=HMEL034723g1.t1								
1972	Hmel221001	18572	20086	+	0	NA	promoter-TSS (ID=HMEL009541-RA-E3;Parent=HMEL009541-RA)	-promoter-TSS (ID=HMEL009541-RA-E3;Parent=HMEL009541-RA)	-504	ID=HMEL009541-RA-E3;Parent=HMEL009541-RA								
940	Hmel211004	3742045	3742716	+	0	NA	Intergenic	Intergenic	19765	ID=HMEL031132g1.t1-E1;Parent=HMEL031132g1.t1								
685	Hmel209006	415752	416217	+	0	NA	Intergenic	Intergenic	-9968	ID=HMEL030349g1.t1-E1;Parent=HMEL030349g1.t1								
743	Hmel210001	1453293	1454950	+	0	NA	Intergenic	Intergenic	-12948	ID=HMEL007881g1.t1-E1;Parent=HMEL007881g1.t1								
21	Hmel201002	2256965	2257185	+	0	NA	Intergenic	Intergenic	3955	ID=HMEL014991g1.t1-E2;Parent=HMEL014991g1.t1								
523	Hmel207008	64386	64639	+	0	NA	Intergenic	Intergenic	41945	ID=HmGr15_1-E3;Parent=HmGr15_1								
2129	Hmel221028	73143	73558	+	0	NA	Intergenic	Intergenic	21788	ID=HMEL035712g1.t1-E1;Parent=HMEL035712g1.t1								
1460	Hmel216009	259179	259798	+	0	NA	Intergenic	Intergenic	-4279	ID=HMEL010222g1.t1-E1;Parent=HMEL010222g1.t1								
453	Hmel207002	416754	417801	+	0	NA	Intergenic	Intergenic	-3249	ID=HMEL016137g1.t2-E2;Parent=HMEL016137g1.t2								
723	Hmel209007	3877624	3877806	+	0	NA	Intergenic	Intergenic	12122	ID=HMEL030465g1.t1-E7;Parent=HMEL030465g1.t1								
1202	Hmel213030	94217	94436	+	0	NA	Intergenic	Intergenic	-68750	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
351	Hmel206006	194100	195453	+	0	NA	Intergenic	Intergenic	1989	ID=HMEL036932g1.t1-E1;Parent=HMEL036932g1.t1								
1040	Hmel212001	2853280	2853516	+	0	NA	Intergenic	Intergenic	5053	ID=HMEL016850g1.t1-E1;Parent=HMEL016850g1.t1								
595	Hmel208014	74439	74761	+	0	NA	promoter-TSS (ID=HMEL037848g1.t1-E8;Parent=HMEL037848g1.t1)	-promoter-TSS (ID=HMEL037848g1.t1-E8;Parent=HMEL037848g1.t1)	488	ID=HMEL037848g1.t1-E7;Parent=HMEL037848g1.t1								
1755	Hmel218018	7850455	7851140	+	0	NA	Intergenic	Intergenic	-28138	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
1138	Hmel212013	3484881	3485495	+	0	NA	Intergenic	Intergenic	-8517	ID=HMEL012324g1.t1-E7;Parent=HMEL012324g1.t1								
488	Hmel207002	3922692	3923058	+	0	NA	TTS (ID=HMEL037443g1.t1-E2;Parent=HMEL037443g1.t1)	-TTS (ID=HMEL037443g1.t1-E2;Parent=HMEL037443g1.t1)	630	ID=HMEL037443g1.t1-E2;Parent=HMEL037443g1.t1								
1854	Hmel219016	167453	167594	+	0	NA	promoter-TSS (ID=HMEL034859g1.t1-E1;Parent=HMEL034859g1.t1)	-promoter-TSS (ID=HMEL034859g1.t1-E1;Parent=HMEL034859g1.t1)	66	ID=HMEL034859g1.t1-E1;Parent=HMEL034859g1.t1								
1012	Hmel211017	12256	12388	+	0	NA	Intergenic	Intergenic	14984	ID=HMEL010010g1.t1-E3;Parent=HMEL010010g1.t1								
1498	Hmel216015	752937	753195	+	0	NA	Intergenic	Intergenic	-21851	ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1								
835	Hmel210010	21231	22199	+	0	NA	promoter-TSS (ID=HMEL012498g1.t1-E3;Parent=HMEL012498g1.t1)	-promoter-TSS (ID=HMEL012498g1.t1-E3;Parent=HMEL012498g1.t1)	-904	ID=HMEL012498g1.t2-E3;Parent=HMEL012498g1.t2								
