PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_eratoUnique_D1down.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_eratoUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2777	Herato1904	7619415	7619969	+	0	NA	Intergenic	Intergenic	4946	ID=evm.model.Herato1904.266-E3;Parent=evm.model.Herato1904.266								
5679	Herato2001	11279076	11280078	+	0	NA	exon (ID=evm.model.Herato2001.430-E6;Parent=evm.model.Herato2001.430, exon 1 of 1)	-exon (ID=evm.model.Herato2001.430-E6;Parent=evm.model.Herato2001.430, exon 1 of 1)	325	ID=evm.model.Herato2001.430-E6;Parent=evm.model.Herato2001.430								
559	Herato1411	1821295	1821633	+	0	NA	Intergenic	Intergenic	7220	ID=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1-E2;Parent=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1								
5655	Herato0419	2176782	2177861	+	0	NA	Intergenic	Intergenic	5155	ID=evm.model.Herato0419.68-E1;Parent=evm.model.Herato0419.68								
3601	Herato1301	5996598	5997176	+	0	NA	Intergenic	Intergenic	-4556	ID=evm.model.Herato1301.212-E23;Parent=evm.model.Herato1301.212								
5301	Herato1801	2719738	2720152	+	0	NA	Intergenic	Intergenic	-9251	ID=evm.model.Herato1801.96-E2;Parent=evm.model.Herato1801.96								
580	Herato1007	5288723	5288895	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.206-E3;Parent=evm.model.Herato1007.206)	-promoter-TSS (ID=evm.model.Herato1007.206-E3;Parent=evm.model.Herato1007.206)	-828	ID=evm.model.Herato1007.206-E3;Parent=evm.model.Herato1007.206								
4956	Herato0411	5422803	5423162	+	0	NA	Intergenic	Intergenic	-5654	ID=evm.model.Herato0411.132-E1;Parent=evm.model.Herato0411.132								
2800	Herato1108	11878885	11879069	+	0	NA	TTS (ID=evm.model.Herato1108.507-E1;Parent=evm.model.Herato1108.507)	-TTS (ID=evm.model.Herato1108.507-E1;Parent=evm.model.Herato1108.507)	1357	ID=evm.model.Herato1108.507-E1;Parent=evm.model.Herato1108.507								
2523	Herato1904	554481	555002	+	0	NA	Intergenic	Intergenic	14449	ID=evm.model.Herato1904.20-E1;Parent=evm.model.Herato1904.20								
5103	Herato1701	4565793	4566425	+	0	NA	Intergenic	Intergenic	-72373	ID=evm.model.Herato1701.107-E1;Parent=evm.model.Herato1701.107								
4618	Herato0503	5253285	5253447	+	0	NA	Intergenic	Intergenic	-19374	ID=evm.model.Herato0503.170.1-E3;Parent=evm.model.Herato0503.170.1								
3808	Herato1301	17007619	17007854	+	0	NA	Intergenic	Intergenic	6047	ID=evm.model.Herato1301.604-E3;Parent=evm.model.Herato1301.604								
1257	Herato0101	12778692	12778874	+	0	NA	Intergenic	Intergenic	7173	ID=evm.model.Herato0101.434-E3;Parent=evm.model.Herato0101.434								
31	Herato0508	1299392	1299751	+	0	NA	Intergenic	Intergenic	4082	ID=evm.model.Herato0508.60-E2;Parent=evm.model.Herato0508.60								
4717	Herato1601	5050106	5050460	+	0	NA	Intergenic	Intergenic	2794	ID=evm.model.Herato1601.108.3-E1;Parent=evm.model.Herato1601.108.3								
4093	Herato1807	1517693	1517853	+	0	NA	Intergenic	Intergenic	-14879	ID=evm.model.Herato1807.32.1-E1;Parent=evm.model.Herato1807.32.1								
2307	Herato1408	4109807	4110218	+	0	NA	Intergenic	Intergenic	-1328	ID=evm.model.Herato1408.151-E1;Parent=evm.model.Herato1408.151								
2706	Herato1507	4816647	4817204	+	0	NA	Intergenic	Intergenic	-6271	ID=evm.model.Herato1507.163-E1;Parent=evm.model.Herato1507.163								
4439	Herato0501	233809	234123	+	0	NA	Intergenic	Intergenic	-47936	ID=evm.model.Herato0501.13.1-E1;Parent=evm.model.Herato0501.13.1								
4160	Herato0214	827873	828805	+	0	NA	Intergenic	Intergenic	-12587	ID=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46-E2;Parent=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46								
5444	Herato0411	346741	347239	+	0	NA	Intergenic	Intergenic	1879	ID=evm.model.Herato0411.13-E6;Parent=evm.model.Herato0411.13								
3336	Herato1701	4784686	4785423	+	0	NA	Intergenic	Intergenic	9072	ID=evm.model.Herato1701.110-E2;Parent=evm.model.Herato1701.110								
5502	Herato1901	2533730	2534208	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.82.1-E1;Parent=evm.model.Herato1901.82.1)	-promoter-TSS (ID=evm.model.Herato1901.82.1-E1;Parent=evm.model.Herato1901.82.1)	-10	ID=evm.model.Herato1901.82.1-E1;Parent=evm.model.Herato1901.82.1								
4629	Herato0310	7678175	7678594	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.197-E8;Parent=evm.model.Herato0310.197)	-promoter-TSS (ID=evm.model.Herato0310.197-E8;Parent=evm.model.Herato0310.197)	60	ID=evm.model.Herato0310.197-E8;Parent=evm.model.Herato0310.197								
2133	Herato1005	939458	939689	+	0	NA	Intergenic	Intergenic	4554	ID=evm.model.Herato1005.59.1-E1;Parent=evm.model.Herato1005.59.1								
5104	Herato0101	7837505	7838135	+	0	NA	Intergenic	Intergenic	-16272	ID=evm.model.Herato0101.236-E1;Parent=evm.model.Herato0101.236								
968	Herato1108	11570247	11570398	+	0	NA	Intergenic	Intergenic	4826	ID=evm.model.Herato1108.497-E9;Parent=evm.model.Herato1108.497								
675	Herato0701	5241249	5241782	+	0	NA	Intergenic	Intergenic	-4523	ID=evm.model.Herato0701.240-E1;Parent=evm.model.Herato0701.240								
4969	Herato0101	6453747	6454413	+	0	NA	Intergenic	Intergenic	9318	ID=evm.model.Herato0101.198-E1;Parent=evm.model.Herato0101.198								
4722	Herato2101	102121	102707	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.10-E9;Parent=evm.model.Herato2101.10)	-promoter-TSS (ID=evm.model.Herato2101.10-E9;Parent=evm.model.Herato2101.10)	-252	ID=evm.model.Herato2101.10-E9;Parent=evm.model.Herato2101.10								
431	Herato1007	252888	253227	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.6-E5;Parent=evm.model.Herato1007.6)	-promoter-TSS (ID=evm.model.Herato1007.6-E5;Parent=evm.model.Herato1007.6)	173	ID=evm.model.Herato1007.6-E4;Parent=evm.model.Herato1007.6								
3541	Herato1301	3188415	3188607	+	0	NA	Intergenic	Intergenic	2438	ID=evm.model.Herato1301.88-E2;Parent=evm.model.Herato1301.88								
382	Herato0606	6830345	6830931	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.235-E2;Parent=evm.model.Herato0606.235)	-promoter-TSS (ID=evm.model.Herato0606.235-E2;Parent=evm.model.Herato0606.235)	-75	ID=evm.model.Herato0606.235-E2;Parent=evm.model.Herato0606.235								
3487	Herato1408	1847959	1848441	+	0	NA	Intergenic	Intergenic	17009	ID=evm.model.Herato1408.59-E7;Parent=evm.model.Herato1408.59								
2846	Herato1108	13341952	13342238	+	0	NA	Intergenic	Intergenic	4026	ID=evm.model.Herato1108.568-E8;Parent=evm.model.Herato1108.568								
4208	Herato0404	76920	77422	+	0	NA	Intergenic	Intergenic	43793	ID=evm.model.Herato0404.1-E12;Parent=evm.model.Herato0404.1								
4729	Herato1910	1972823	1973213	+	0	NA	Intergenic	Intergenic	-1225	ID=evm.model.Herato1910.118-E1;Parent=evm.model.Herato1910.118								
4329	Herato2001	4684170	4684384	+	0	NA	Intergenic	Intergenic	-2922	ID=evm.model.Herato2001.163-E2;Parent=evm.model.Herato2001.163								
3863	Herato1507	2078427	2078840	+	0	NA	TTS (ID=evm.model.Herato1507.59-E9;Parent=evm.model.Herato1507.59)	-TTS (ID=evm.model.Herato1507.59-E9;Parent=evm.model.Herato1507.59)	213	ID=evm.model.Herato1507.59.3-E10;Parent=evm.model.Herato1507.59.3								
139	Herato0601	4044177	4044463	+	0	NA	Intergenic	Intergenic	-8708	ID=evm.model.Herato0601.106-E1;Parent=evm.model.Herato0601.106								
129	Herato1003	3705251	3705776	+	0	NA	Intergenic	Intergenic	35479	ID=evm.model.Herato1003.112-E1;Parent=evm.model.Herato1003.112								
4662	Herato1601	1989009	1989460	+	0	NA	Intergenic	Intergenic	32334	ID=evm.model.Herato1601.52-E2;Parent=evm.model.Herato1601.52								
3008	Herato0101	21740021	21740430	+	0	NA	Intergenic	Intergenic	-3653	ID=evm.model.Herato0101.844-E1;Parent=evm.model.Herato0101.844								
926	Herato1108	9580635	9580781	+	0	NA	Intergenic	Intergenic	5956	ID=evm.model.Herato1108.423-E12;Parent=evm.model.Herato1108.423								
4377	Herato0101	6562301	6562536	+	0	NA	Intergenic	Intergenic	11396	ID=evm.model.Herato0101.199-E4;Parent=evm.model.Herato0101.199								
1246	Herato0101	12674833	12675261	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.426-E2;Parent=evm.model.Herato0101.426)	-promoter-TSS (ID=evm.model.Herato0101.426-E2;Parent=evm.model.Herato0101.426)	11	ID=evm.model.Herato0101.426-E2;Parent=evm.model.Herato0101.426								
1083	Herato0101	11936145	11936292	+	0	NA	Intergenic	Intergenic	2593	ID=evm.model.Herato0101.380-E2;Parent=evm.model.Herato0101.380								
4000	Herato1805	8303236	8303417	+	0	NA	Intergenic	Intergenic	-25345	ID=evm.model.Herato1805.246-E1;Parent=evm.model.Herato1805.246								
1293	Herato0818	16167	17016	+	0	NA	Intergenic	Intergenic	-7213	ID=evm.model.Herato0818.2-E1;Parent=evm.model.Herato0818.2								
3024	Herato1807	3415046	3415338	+	0	NA	Intergenic	Intergenic	-25262	ID=evm.model.Herato1807.66-E1;Parent=evm.model.Herato1807.66								
1792	Herato1001	565257	565871	+	0	NA	Intergenic	Intergenic	-4800	ID=evm.model.Herato1001.28-E1;Parent=evm.model.Herato1001.28								
662	Herato0701	4551329	4552113	+	0	NA	Intergenic	Intergenic	-30948	ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219								
168	Herato0606	1310875	1311484	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.48-E1;Parent=evm.model.Herato0606.48)	-promoter-TSS (ID=evm.model.Herato0606.48-E1;Parent=evm.model.Herato0606.48)	-67	ID=evm.model.Herato0606.49-E8;Parent=evm.model.Herato0606.49								
4789	Herato0209	1143973	1144783	+	0	NA	promoter-TSS (ID=evm.model.Herato0209.71-E2;Parent=evm.model.Herato0209.71)	-promoter-TSS (ID=evm.model.Herato0209.71-E2;Parent=evm.model.Herato0209.71)	206	ID=evm.model.Herato0209.71-E1;Parent=evm.model.Herato0209.71								
1518	Herato0901	3948186	3948676	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.99-E3;Parent=evm.model.Herato0901.99)	-promoter-TSS (ID=evm.model.Herato0901.99-E3;Parent=evm.model.Herato0901.99)	-610	ID=evm.model.Herato0901.99-E3;Parent=evm.model.Herato0901.99								
3447	Herato2001	14238651	14239432	+	0	NA	Intergenic	Intergenic	-12432	ID=evm.model.Herato2001.562.3-E3;Parent=evm.model.Herato2001.562.3								
3444	Herato1701	8966047	8966856	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.277-E15;Parent=evm.model.Herato1701.277)	-promoter-TSS (ID=evm.model.Herato1701.277-E15;Parent=evm.model.Herato1701.277)	-841	ID=evm.model.Herato1701.277-E15;Parent=evm.model.Herato1701.277								
178	Herato1805	3335545	3335791	+	0	NA	exon (ID=evm.model.Herato1805.99-E1;Parent=evm.model.Herato1805.99, exon 1 of 1)	-exon (ID=evm.model.Herato1805.99-E1;Parent=evm.model.Herato1805.99, exon 1 of 1)	1550	ID=evm.model.Herato1805.99-E1;Parent=evm.model.Herato1805.99								
3156	Herato1605	2591283	2591683	+	0	NA	Intergenic	Intergenic	-10572	ID=evm.model.Herato1605.90-E1;Parent=evm.model.Herato1605.90								
2728	Herato1108	9641677	9642106	+	0	NA	Intergenic	Intergenic	6026	ID=evm.model.Herato1108.424-E1;Parent=evm.model.Herato1108.424								
3992	Herato1906	850381	850747	+	0	NA	Intergenic	Intergenic	-9891	ID=evm.model.Herato1906.27-E3;Parent=evm.model.Herato1906.27								
3439	Herato1202	20115139	20115692	+	0	NA	Intergenic	Intergenic	-16191	ID=evm.model.Herato1202.812.1-E2;Parent=evm.model.Herato1202.812.1								
124	Herato0601	3358509	3359134	+	0	NA	Intergenic	Intergenic	11047	ID=evm.model.Herato0601.79-E25;Parent=evm.model.Herato0601.79								
1429	Herato0901	990637	990808	+	0	NA	Intergenic	Intergenic	-13006	ID=evm.model.Herato0901.37-E1;Parent=evm.model.Herato0901.37								
4259	Herato1901	1447664	1448018	+	0	NA	Intergenic	Intergenic	2552	ID=evm.model.Herato1901.35-E1;Parent=evm.model.Herato1901.35								
5702	Herato2001	15118706	15119318	+	0	NA	Intergenic	Intergenic	7571	ID=evm.model.Herato2001.594-E8;Parent=evm.model.Herato2001.594								
1974	Herato1003	2537517	2538130	+	0	NA	Intergenic	Intergenic	-2076	ID=evm.model.Herato1003.81-E2;Parent=evm.model.Herato1003.81								
2536	Herato1108	3971335	3971971	+	0	NA	Intergenic	Intergenic	24804	ID=evm.model.Herato1108.152-E10;Parent=evm.model.Herato1108.152								
4988	Herato2001	12992527	12992749	+	0	NA	TTS (ID=evm.model.Herato2001.514-E3;Parent=evm.model.Herato2001.514)	-TTS (ID=evm.model.Herato2001.514-E3;Parent=evm.model.Herato2001.514)	134	ID=evm.model.Herato2001.514-E5;Parent=evm.model.Herato2001.514								
4350	Herato1505	1171319	1171712	+	0	NA	Intergenic	Intergenic	-4450	ID=evm.model.Herato1505.44.1-E1;Parent=evm.model.Herato1505.44.1								
3611	Herato1708	1434362	1436049	+	0	NA	Intergenic	Intergenic	9810	ID=evm.model.Herato1708.80.1-E1;Parent=evm.model.Herato1708.80.1								
2483	Herato2001	3547067	3547310	+	0	NA	Intergenic	Intergenic	-3107	ID=evm.model.Herato2001.104-E1;Parent=evm.model.Herato2001.104								
1374	Herato0821	3318587	3319170	+	0	NA	Intergenic	Intergenic	14526	ID=evm.model.Herato0821.131-E9;Parent=evm.model.Herato0821.131								
2807	Herato1108	11931013	11931807	+	0	NA	Intergenic	Intergenic	-3211	ID=evm.model.Herato1108.507-E3;Parent=evm.model.Herato1108.507								
2303	Herato1007	1994650	1995228	+	0	NA	Intergenic	Intergenic	-1695	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
5672	Herato2001	6329019	6329396	+	0	NA	Intergenic	Intergenic	-9769	ID=evm.model.Herato2001.226.2-E1;Parent=evm.model.Herato2001.226.2								
2259	Herato1807	451403	451608	+	0	NA	Intergenic	Intergenic	14181	ID=evm.model.Herato1807.9-E8;Parent=evm.model.Herato1807.9								
2212	Herato1005	4069249	4069860	+	0	NA	Intergenic	Intergenic	38312	ID=evm.model.Herato1005.188.1-E7;Parent=evm.model.Herato1005.188.1								
716	Herato1108	3899401	3899683	+	0	NA	TTS (ID=evm.model.Herato1108.149-E7;Parent=evm.model.Herato1108.149)	-TTS (ID=evm.model.Herato1108.149-E7;Parent=evm.model.Herato1108.149)	1094	ID=evm.model.Herato1108.149.1.3-E7;Parent=evm.model.Herato1108.149.1.3								
1886	Herato1301	11673594	11673819	+	0	NA	Intergenic	Intergenic	-8103	ID=evm.model.Herato1301.458-E9;Parent=evm.model.Herato1301.458								
1972	Herato1805	622553	623238	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.42.1.1-E2;Parent=evm.model.Herato1805.42.1.1)	-promoter-TSS (ID=evm.model.Herato1805.42.1.1-E2;Parent=evm.model.Herato1805.42.1.1)	47	ID=evm.model.Herato1805.42.1.1-E2;Parent=evm.model.Herato1805.42.1.1								
5294	Herato0310	9786388	9786556	+	0	NA	Intergenic	Intergenic	-10126	ID=evm.model.Herato0310.299-E2;Parent=evm.model.Herato0310.299								
940	Herato1108	9990372	9990781	+	0	NA	Intergenic	Intergenic	3098	ID=evm.model.Herato1108.448.1-E4;Parent=evm.model.Herato1108.448.1								
685	Herato0701	5528446	5528617	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.257-E2;Parent=evm.model.Herato0701.257)	-promoter-TSS (ID=evm.model.Herato0701.257-E2;Parent=evm.model.Herato0701.257)	-146	ID=evm.model.Herato0701.257-E2;Parent=evm.model.Herato0701.257								
5607	Herato0101	6619337	6620176	+	0	NA	Intergenic	Intergenic	68734	ID=evm.model.Herato0101.199-E4;Parent=evm.model.Herato0101.199								
4169	Herato1411	823431	823793	+	0	NA	Intergenic	Intergenic	10717	ID=evm.model.Herato1411.21.1-E1;Parent=evm.model.Herato1411.21.1								
21	Herato0101	8006556	8007235	+	0	NA	Intergenic	Intergenic	-8855	ID=evm.model.Herato0101.239-E7;Parent=evm.model.Herato0101.239								
5313	Herato0411	3377770	3378316	+	0	NA	Intergenic	Intergenic	2177	ID=evm.model.Herato0411.62.3-E1;Parent=evm.model.Herato0411.62.3								
4862	Herato1703	687684	688286	+	0	NA	Intergenic	Intergenic	1947	ID=evm.model.Herato1703.6.1-E2;Parent=evm.model.Herato1703.6.1								
523	Herato0606	11892950	11893359	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.436-E18;Parent=evm.model.Herato0606.436)	-promoter-TSS (ID=evm.model.Herato0606.436-E18;Parent=evm.model.Herato0606.436)	-179	ID=evm.model.Herato0606.436-E18;Parent=evm.model.Herato0606.436								
4360	Herato1505	1431125	1431467	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.49-E1;Parent=evm.model.Herato1505.49)	-promoter-TSS (ID=evm.model.Herato1505.49-E1;Parent=evm.model.Herato1505.49)	-83	ID=evm.model.Herato1505.49-E1;Parent=evm.model.Herato1505.49								
3823	Herato1805	2453085	2453639	+	0	NA	Intergenic	Intergenic	-143286	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
2377	Herato1007	4169968	4170250	+	0	NA	Intergenic	Intergenic	8436	ID=evm.model.Herato1007.171-E7;Parent=evm.model.Herato1007.171								
3975	Herato0503	4006698	4007018	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.128-E4;Parent=evm.model.Herato0503.128)	-promoter-TSS (ID=evm.model.Herato0503.128-E4;Parent=evm.model.Herato0503.128)	-536	ID=evm.model.Herato0503.128-E4;Parent=evm.model.Herato0503.128								
1460	Herato0901	1858100	1858449	+	0	NA	Intergenic	Intergenic	1442	ID=evm.model.Herato0901.63-E4;Parent=evm.model.Herato0901.63								
453	Herato0606	8787468	8788110	+	0	NA	Intergenic	Intergenic	3047	ID=evm.model.Herato0606.274-E3;Parent=evm.model.Herato0606.274								
2500	Herato1108	3078727	3079353	+	0	NA	Intergenic	Intergenic	-2621	ID=evm.model.Herato1108.97-E1;Parent=evm.model.Herato1108.97								
3937	Herato1301	21415357	21415522	+	0	NA	Intergenic	Intergenic	25012	ID=evm.model.Herato1301.727.2-E18;Parent=evm.model.Herato1301.727.2								
1202	Herato0801	3433018	3433824	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.71-E4;Parent=evm.model.Herato0801.71)	-promoter-TSS (ID=evm.model.Herato0801.71-E4;Parent=evm.model.Herato0801.71)	-170	ID=evm.model.Herato0801.71-E4;Parent=evm.model.Herato0801.71								
3162	Herato1202	10050232	10050509	+	0	NA	Intergenic	Intergenic	53945	ID=evm.model.Herato1202.407-E19;Parent=evm.model.Herato1202.407								
3895	Herato0310	558255	558743	+	0	NA	Intergenic	Intergenic	5362	ID=evm.model.Herato0310.12-E6;Parent=evm.model.Herato0310.12								
3303	Herato0301	4580727	4580927	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.113-E6;Parent=evm.model.Herato0301.113)	-promoter-TSS (ID=evm.model.Herato0301.113-E6;Parent=evm.model.Herato0301.113)	-709	ID=evm.model.Herato0301.113-E6;Parent=evm.model.Herato0301.113								
351	Herato1005	2310889	2311334	+	0	NA	Intergenic	Intergenic	2038	ID=evm.model.Herato1005.114-E1;Parent=evm.model.Herato1005.114								
2838	Herato1108	12643967	12644813	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.527-E4;Parent=evm.model.Herato1108.527)	-promoter-TSS (ID=evm.model.Herato1108.527-E4;Parent=evm.model.Herato1108.527)	-166	ID=evm.model.Herato1108.527.1-E4;Parent=evm.model.Herato1108.527.1								
595	Herato1102	406529	407086	+	0	NA	Intergenic	Intergenic	7436	ID=evm.model.Herato1102.10.5-E2;Parent=evm.model.Herato1102.10.5								
2926	Herato1202	2068682	2068908	+	0	NA	Intergenic	Intergenic	-21795	ID=evm.model.Herato1202.72-E3;Parent=evm.model.Herato1202.72								
1854	Herato1301	9827393	9828053	+	0	NA	Intergenic	Intergenic	-1461	ID=evm.model.Herato1301.389-E1;Parent=evm.model.Herato1301.389								
1498	Herato0901	3272901	3273354	+	0	NA	Intergenic	Intergenic	-163720	ID=evm.model.Herato0901.90-E1;Parent=evm.model.Herato0901.90								
835	Herato0701	9162555	9162822	+	0	NA	Intergenic	Intergenic	15206	ID=evm.model.Herato0701.388-E13;Parent=evm.model.Herato0701.388								
1267	Herato0801	7156380	7156710	+	0	NA	Intergenic	Intergenic	66949	ID=evm.model.Herato0801.216-E1;Parent=evm.model.Herato0801.216								
4620	Herato0310	7243680	7245047	+	0	NA	Intergenic	Intergenic	4561	ID=evm.model.Herato0310.179-E5;Parent=evm.model.Herato0310.179								
4015	Herato1603	3774069	3774634	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.116-E1;Parent=evm.model.Herato1603.116)	-promoter-TSS (ID=evm.model.Herato1603.116-E1;Parent=evm.model.Herato1603.116)	-393	ID=evm.model.Herato1603.116-E1;Parent=evm.model.Herato1603.116								
113	Herato0601	2964582	2965236	+	0	NA	Intergenic	Intergenic	7275	ID=evm.model.Herato0601.73-E9;Parent=evm.model.Herato0601.73								
901	Herato1108	8984858	8985120	+	0	NA	TTS (ID=evm.model.Herato1108.384-E1;Parent=evm.model.Herato1108.384)	-TTS (ID=evm.model.Herato1108.384-E1;Parent=evm.model.Herato1108.384)	1157	ID=evm.model.Herato1108.384-E1;Parent=evm.model.Herato1108.384								
2191	Herato1401	42656	43347	+	0	NA	Intergenic	Intergenic	10377	ID=evm.model.Herato1401.1-E5;Parent=evm.model.Herato1401.1								
5487	Herato1801	2477213	2477451	+	0	NA	Intergenic	Intergenic	3401	ID=evm.model.Herato1801.90-E2;Parent=evm.model.Herato1801.90								
1056	Herato0701	16431737	16432216	+	0	NA	Intergenic	Intergenic	24004	ID=evm.model.Herato0701.701-E4;Parent=evm.model.Herato0701.701								
3664	Herato1801	1763981	1764734	+	0	NA	Intergenic	Intergenic	-58867	ID=evm.model.Herato1801.79-E1;Parent=evm.model.Herato1801.79								
3108	Herato1605	1028962	1029335	+	0	NA	Intergenic	Intergenic	-15682	ID=evm.model.Herato1605.34.1-E1;Parent=evm.model.Herato1605.34.1								
4365	Herato1505	1501899	1502473	+	0	NA	Intergenic	Intergenic	12562	ID=evm.model.Herato1505.163-E4;Parent=evm.model.Herato1505.163								
4285	Herato1901	2592084	2592245	+	0	NA	Intergenic	Intergenic	-14604	ID=evm.model.Herato1901.83.2-E2;Parent=evm.model.Herato1901.83.2								
5066	Herato0301	4607689	4608079	+	0	NA	Intergenic	Intergenic	-4920	ID=evm.model.Herato0301.113-E2;Parent=evm.model.Herato0301.113								
2753	Herato0101	18576243	18576452	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.739-E2;Parent=evm.model.Herato0101.739)	-promoter-TSS (ID=evm.model.Herato0101.739-E2;Parent=evm.model.Herato0101.739)	-594	ID=evm.model.Herato0101.739-E2;Parent=evm.model.Herato0101.739								
1473	Herato0309	74086	74285	+	0	NA	Intergenic	Intergenic	-11749	ID=evm.model.Herato0309.1-E1;Parent=evm.model.Herato0309.1								
881	Herato0701	10407424	10407870	+	0	NA	Intergenic	Intergenic	13358	ID=evm.model.Herato0701.433-E2;Parent=evm.model.Herato0701.433								
2461	Herato1901	1454361	1454662	+	0	NA	Intergenic	Intergenic	-8413	ID=evm.model.Herato1901.35-E2;Parent=evm.model.Herato1901.35								
3186	Herato1202	11121801	11122141	+	0	NA	Intergenic	Intergenic	-3621	ID=evm.model.Herato1202.442-E7;Parent=evm.model.Herato1202.442								
405	Herato1005	4155869	4156064	+	0	NA	Intergenic	Intergenic	-24830	ID=evm.model.Herato1005.189-E2;Parent=evm.model.Herato1005.189								
507	Herato1007	2266496	2266725	+	0	NA	Intergenic	Intergenic	8312	ID=evm.model.Herato1007.90-E1;Parent=evm.model.Herato1007.90								
3843	Herato0501	35833	36651	+	0	NA	promoter-TSS (ID=evm.model.Herato0501.6-E2;Parent=evm.model.Herato0501.6)	-promoter-TSS (ID=evm.model.Herato0501.6-E2;Parent=evm.model.Herato0501.6)	-235	ID=evm.model.Herato0501.6-E2;Parent=evm.model.Herato0501.6								
1734	Herato0901	11883950	11884468	+	0	NA	Intergenic	Intergenic	1706	ID=evm.model.Herato0901.366-E4;Parent=evm.model.Herato0901.366								
3565	Herato2101	586463	586980	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.24-E1;Parent=evm.model.Herato2101.24)	-promoter-TSS (ID=evm.model.Herato2101.24-E1;Parent=evm.model.Herato2101.24)	-898	ID=evm.model.Herato2101.24-E1;Parent=evm.model.Herato2101.24								
3230	Herato2001	6712045	6712300	+	0	NA	Intergenic	Intergenic	-2958	ID=evm.model.Herato2001.250_evm.model.Herato2001.249-E15;Parent=evm.model.Herato2001.250_evm.model.Herato2001.249								
1258	Herato1202	7839917	7840042	+	0	NA	Intergenic	Intergenic	-1488	ID=evm.model.Herato1202.318-E2;Parent=evm.model.Herato1202.318								
4030	Herato1408	1390253	1390379	+	0	NA	Intergenic	Intergenic	5927	ID=evm.model.Herato1408.46-E1;Parent=evm.model.Herato1408.46								
2313	Herato1007	2378790	2378982	+	0	NA	Intergenic	Intergenic	27047	ID=novel_model_133-E1;Parent=novel_model_133								
392	Herato0606	7013847	7014741	+	0	NA	Intergenic	Intergenic	-7028	ID=evm.model.Herato0606.238-E2;Parent=evm.model.Herato0606.238								
3653	Herato0215	23478	23821	+	0	NA	promoter-TSS (ID=evm.model.Herato0215.1-E1;Parent=evm.model.Herato0215.1)	-promoter-TSS (ID=evm.model.Herato0215.1-E1;Parent=evm.model.Herato0215.1)	-37	ID=evm.model.Herato0215.1-E1;Parent=evm.model.Herato0215.1								
2242	Herato1408	1697126	1697813	+	0	NA	Intergenic	Intergenic	-1704	ID=evm.model.Herato1408.55-E10;Parent=evm.model.Herato1408.55								
5463	Herato0411	1133589	1133975	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.23-E4;Parent=evm.model.Herato0411.23)	-promoter-TSS (ID=evm.model.Herato0411.23-E4;Parent=evm.model.Herato0411.23)	-29	ID=evm.model.Herato0411.23-E4;Parent=evm.model.Herato0411.23								
5530	Herato0411	979794	980390	+	0	NA	Intergenic	Intergenic	-12702	ID=evm.model.Herato0411.16-E2;Parent=evm.model.Herato0411.16								
2254	Herato0101	2362701	2363505	+	0	NA	Intergenic	Intergenic	12687	ID=evm.model.Herato0101.67-E22;Parent=evm.model.Herato0101.67								
3354	Herato1202	17182546	17182724	+	0	NA	Intergenic	Intergenic	-2539	ID=evm.model.Herato1202.703.1-E2;Parent=evm.model.Herato1202.703.1								
