PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_shared_D1up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
438	Herato1505	2026079	2026433	+	0	NA	Intergenic	Intergenic	-21269	ID=evm.model.Herato1505.84-E1;Parent=evm.model.Herato1505.84								
107	Herato0101	11861314	11861956	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.374-E2;Parent=evm.model.Herato0101.374)	-promoter-TSS (ID=evm.model.Herato0101.374-E2;Parent=evm.model.Herato0101.374)	91	ID=evm.model.Herato0101.374-E2;Parent=evm.model.Herato0101.374								
535	Herato1701	9555156	9555707	+	0	NA	Intergenic	Intergenic	6121	ID=evm.model.Herato1701.315-E4;Parent=evm.model.Herato1701.315								
87	Herato0701	10722325	10722623	+	0	NA	Intergenic	Intergenic	-9065	ID=evm.model.Herato0701.449-E1;Parent=evm.model.Herato0701.449								
77	Herato0701	9508488	9509835	+	0	NA	Intergenic	Intergenic	-26178	ID=evm.model.Herato0701.396.3-E1;Parent=evm.model.Herato0701.396.3								
683	Herato1906	589664	589966	+	0	NA	Intergenic	Intergenic	-3243	ID=evm.model.Herato1906.21-E2;Parent=evm.model.Herato1906.21								
444	Herato1505	2304281	2304714	+	0	NA	Intergenic	Intergenic	1862	ID=evm.model.Herato1505.86-E14;Parent=evm.model.Herato1505.86								
541	Herato1703	463518	463762	+	0	NA	Intergenic	Intergenic	42957	ID=evm.model.Herato1703.3-E13;Parent=evm.model.Herato1703.3								
508	Herato1701	4080882	4081183	+	0	NA	Intergenic	Intergenic	16249	ID=evm.model.Herato1701.93-E23;Parent=evm.model.Herato1701.93								
221	Herato1007	3874004	3876297	+	0	NA	Intergenic	Intergenic	-3966	ID=evm.model.Herato1007.145-E1;Parent=evm.model.Herato1007.145								
39	Herato0101	10116522	10117151	+	0	NA	Intergenic	Intergenic	1572	ID=evm.model.Herato0101.291.5-E2;Parent=evm.model.Herato0101.291.5								
64	Herato0701	8069693	8070371	+	0	NA	Intergenic	Intergenic	-40594	ID=novel_model_76-E1;Parent=novel_model_76								
558	Herato1801	3213958	3214763	+	0	NA	Intergenic	Intergenic	-1564	ID=evm.model.Herato1801.113-E2;Parent=evm.model.Herato1801.113								
417	Herato1301	23828773	23829461	+	0	NA	TTS (ID=evm.model.Herato1301.811-E4;Parent=evm.model.Herato1301.811)	-TTS (ID=evm.model.Herato1301.811-E4;Parent=evm.model.Herato1301.811)	640	ID=evm.model.Herato1301.811-E5;Parent=evm.model.Herato1301.811								
12	Herato0606	1207884	1208273	+	0	NA	Intergenic	Intergenic	-4239	ID=evm.model.Herato0606.41-E1;Parent=evm.model.Herato0606.41								
765	Herato2101	4560744	4561881	+	0	NA	TTS (ID=evm.model.Herato2101.147-E4;Parent=evm.model.Herato2101.147)	-TTS (ID=evm.model.Herato2101.147-E4;Parent=evm.model.Herato2101.147)	291	ID=evm.model.Herato2101.147.1-E4;Parent=evm.model.Herato2101.147.1								
784	Herato2101	9053728	9054272	+	0	NA	Intergenic	Intergenic	-58258	ID=evm.model.Herato2101.309-E1;Parent=evm.model.Herato2101.309								
312	Herato1202	9663179	9664127	+	0	NA	Intergenic	Intergenic	15952	ID=evm.model.Herato1202.400-E2;Parent=evm.model.Herato1202.400								
45	Herato0701	1368438	1370069	+	0	NA	Intergenic	Intergenic	-7852	ID=evm.model.Herato0701.54-E3;Parent=evm.model.Herato0701.54								
507	Herato0211	642583	643275	+	0	NA	Intergenic	Intergenic	-5372	ID=evm.model.Herato0211.32-E21;Parent=evm.model.Herato0211.32								
405	Herato1301	19557678	19558192	+	0	NA	Intergenic	Intergenic	-102881	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
260	Herato1108	10990263	10991025	+	0	NA	Intergenic	Intergenic	-1152	ID=evm.model.Herato1108.473-E3;Parent=evm.model.Herato1108.473								
573	Herato1805	961459	962253	+	0	NA	Intergenic	Intergenic	15455	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
237	Herato1108	4997079	4997898	+	0	NA	TTS (ID=evm.model.Herato1108.205-E1;Parent=evm.model.Herato1108.205)	-TTS (ID=evm.model.Herato1108.205-E1;Parent=evm.model.Herato1108.205)	487	ID=evm.model.Herato1108.205-E3;Parent=evm.model.Herato1108.205								
370	Herato1301	8242240	8242568	+	0	NA	TTS (ID=evm.model.Herato1301.348-E2;Parent=evm.model.Herato1301.348)	-TTS (ID=evm.model.Herato1301.348-E2;Parent=evm.model.Herato1301.348)	758	ID=evm.model.Herato1301.348-E2;Parent=evm.model.Herato1301.348								
309	Herato0101	19914719	19915735	+	0	NA	Intergenic	Intergenic	1327	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
762	Herato2101	1651703	1651939	+	0	NA	Intergenic	Intergenic	-2150	ID=evm.model.Herato2101.58-E3;Parent=evm.model.Herato2101.58								
638	Herato1901	815547	817463	+	0	NA	Intergenic	Intergenic	-2512	ID=evm.model.Herato1901.23-E1;Parent=evm.model.Herato1901.23								
734	Herato2001	8563103	8563513	+	0	NA	Intergenic	Intergenic	-17954	ID=evm.model.Herato2001.362_evm.model.Herato2001.364-E1;Parent=evm.model.Herato2001.362_evm.model.Herato2001.364								
875	Herato0503	8500040	8500270	+	0	NA	Intergenic	Intergenic	17497	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
567	Herato1801	4402154	4402669	+	0	NA	Intergenic	Intergenic	-16172	ID=evm.model.Herato1801.152-E1;Parent=evm.model.Herato1801.152								
1	Herato0601	1068585	1068829	+	0	NA	Intergenic	Intergenic	-50384	ID=evm.model.Herato0601.11-E1;Parent=evm.model.Herato0601.11								
506	Herato0211	640512	640926	+	0	NA	Intergenic	Intergenic	-7582	ID=evm.model.Herato0211.32-E21;Parent=evm.model.Herato0211.32								
136	Herato0901	1842291	1842447	+	0	NA	Intergenic	Intergenic	17347	ID=evm.model.Herato0901.63-E4;Parent=evm.model.Herato0901.63								
116	Herato0101	12543432	12543721	+	0	NA	Intergenic	Intergenic	25169	ID=evm.model.Herato0101.415-E72;Parent=evm.model.Herato0101.415								
416	Herato0204	609291	610035	+	0	NA	Intergenic	Intergenic	-8683	ID=evm.model.Herato0204.27.1-E3;Parent=evm.model.Herato0204.27.1								
144	Herato0101	14436478	14436788	+	0	NA	Intergenic	Intergenic	-51737	ID=evm.model.Herato0101.514-E1;Parent=evm.model.Herato0101.514								
380	Herato1301	14079445	14080596	+	0	NA	Intergenic	Intergenic	-201035	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
100	Herato0701	16214204	16215476	+	0	NA	Intergenic	Intergenic	21951	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
300	Herato0101	1913562	1914270	+	0	NA	Intergenic	Intergenic	4210	ID=evm.model.Herato0101.46-E1;Parent=evm.model.Herato0101.46								
824	Herato0310	8225204	8225802	+	0	NA	Intergenic	Intergenic	-2914	ID=evm.model.Herato0310.223-E4;Parent=evm.model.Herato0310.223								
661	Herato1904	4821008	4821270	+	0	NA	Intergenic	Intergenic	16814	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
286	Herato1202	2257074	2257893	+	0	NA	Intergenic	Intergenic	-1547	ID=evm.model.Herato1202.79-E2;Parent=evm.model.Herato1202.79								
120	Herato0801	6957626	6958132	+	0	NA	Intergenic	Intergenic	3723	ID=evm.model.Herato0801.208-E1;Parent=evm.model.Herato0801.208								
800	Herato2101	11961704	11962578	+	0	NA	Intergenic	Intergenic	1651	ID=evm.model.Herato2101.397.2-E5;Parent=evm.model.Herato2101.397.2								
381	Herato1301	14117017	14117238	+	0	NA	Intergenic	Intergenic	-163928	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
581	Herato1805	2589689	2590198	+	0	NA	Intergenic	Intergenic	-21177	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
308	Herato1202	7413070	7413437	+	0	NA	Intergenic	Intergenic	-14827	ID=evm.model.Herato1202.294-E1;Parent=evm.model.Herato1202.294								
392	Herato1301	17179212	17179768	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612)	-promoter-TSS (ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612)	36	ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612								
254	Herato1108	9993836	9994045	+	0	NA	Intergenic	Intergenic	-3274	ID=evm.model.Herato1108.448.1-E5;Parent=evm.model.Herato1108.448.1								
177	Herato1003	6878802	6879344	+	0	NA	Intergenic	Intergenic	-18166	ID=evm.model.Herato1003.245-E1;Parent=evm.model.Herato1003.245								
678	Herato1906	105217	105944	+	0	NA	promoter-TSS (ID=evm.model.Herato1906.2-E6;Parent=evm.model.Herato1906.2)	-promoter-TSS (ID=evm.model.Herato1906.2-E6;Parent=evm.model.Herato1906.2)	962	ID=evm.model.Herato1906.2-E5;Parent=evm.model.Herato1906.2								
496	Herato1605	4015171	4016365	+	0	NA	Intergenic	Intergenic	19986	ID=evm.model.Herato1605.120-E8;Parent=evm.model.Herato1605.120								
605	Herato1805	8248129	8248765	+	0	NA	Intergenic	Intergenic	3126	ID=evm.model.Herato1805.244-E1;Parent=evm.model.Herato1805.244								
373	Herato1301	10664102	10664434	+	0	NA	Intergenic	Intergenic	-25751	ID=evm.model.Herato1301.426-E2;Parent=evm.model.Herato1301.426								
607	Herato1805	9044480	9044912	+	0	NA	Intergenic	Intergenic	-1751	ID=evm.model.Herato1805.269-E1;Parent=evm.model.Herato1805.269								
773	Herato2101	7411855	7412211	+	0	NA	Intergenic	Intergenic	5766	ID=evm.model.Herato2101.265-E1;Parent=evm.model.Herato2101.265								
813	Herato0310	4719461	4719636	+	0	NA	Intergenic	Intergenic	-7636	ID=evm.model.Herato0310.120-E4;Parent=evm.model.Herato0310.120								
205	Herato1007	1745563	1746014	+	0	NA	Intergenic	Intergenic	-7437	ID=evm.model.Herato1007.77-E2;Parent=evm.model.Herato1007.77								
42	Herato0701	1161537	1162433	+	0	NA	Intergenic	Intergenic	18505	ID=evm.model.Herato0701.41-E3;Parent=evm.model.Herato0701.41								
22	Herato0606	5376366	5376692	+	0	NA	Intergenic	Intergenic	-4093	ID=evm.model.Herato0606.179-E1;Parent=evm.model.Herato0606.179								
759	Herato2101	740109	740531	+	0	NA	TTS (ID=evm.model.Herato2101.31-E4;Parent=evm.model.Herato2101.31)	-TTS (ID=evm.model.Herato2101.31-E4;Parent=evm.model.Herato2101.31)	255	ID=evm.model.Herato2101.31-E4;Parent=evm.model.Herato2101.31								
644	Herato1904	648533	648795	+	0	NA	Intergenic	Intergenic	-8673	ID=evm.model.Herato1904.22-E1;Parent=evm.model.Herato1904.22								
851	Herato0503	373783	374675	+	0	NA	Intergenic	Intergenic	13048	ID=evm.model.Herato0503.11-E13;Parent=evm.model.Herato0503.11								
399	Herato1301	19155294	19155600	+	0	NA	Intergenic	Intergenic	10684	ID=evm.model.Herato1301.668.1-E1;Parent=evm.model.Herato1301.668.1								
235	Herato1108	4726538	4727799	+	0	NA	Intergenic	Intergenic	-16362	ID=evm.model.Herato1108.182.1-E1;Parent=evm.model.Herato1108.182.1								
301	Herato1202	4942820	4943215	+	0	NA	Intergenic	Intergenic	-22300	ID=evm.model.Herato1202.189-E1;Parent=evm.model.Herato1202.189								
694	Herato1908	2246747	2247092	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.77-E4;Parent=evm.model.Herato1908.77)	-promoter-TSS (ID=evm.model.Herato1908.77-E4;Parent=evm.model.Herato1908.77)	-368	ID=evm.model.Herato1908.77-E4;Parent=evm.model.Herato1908.77								
436	Herato1411	5784163	5784794	+	0	NA	Intergenic	Intergenic	-5286	ID=evm.model.Herato1411.204-E1;Parent=evm.model.Herato1411.204								
213	Herato1007	2621845	2625232	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.93-E2;Parent=evm.model.Herato1007.93)	-promoter-TSS (ID=evm.model.Herato1007.93-E2;Parent=evm.model.Herato1007.93)	-584	ID=evm.model.Herato1007.93-E2;Parent=evm.model.Herato1007.93								
94	Herato0701	12514933	12515295	+	0	NA	TTS (ID=evm.model.Herato0701.592-E1;Parent=evm.model.Herato0701.592)	-TTS (ID=evm.model.Herato0701.592-E1;Parent=evm.model.Herato0701.592)	173	ID=evm.model.Herato0701.592-E1;Parent=evm.model.Herato0701.592								
816	Herato0310	5179972	5180525	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.126-E4;Parent=evm.model.Herato0310.126)	-promoter-TSS (ID=evm.model.Herato0310.126-E4;Parent=evm.model.Herato0310.126)	4	ID=evm.model.Herato0310.126-E4;Parent=evm.model.Herato0310.126								
51	Herato0701	3170205	3170727	+	0	NA	Intergenic	Intergenic	-21261	ID=evm.model.Herato0701.167-E4;Parent=evm.model.Herato0701.167								
456	Herato1507	4594465	4594737	+	0	NA	Intergenic	Intergenic	-16734	ID=evm.model.Herato1507.156.1-E1;Parent=evm.model.Herato1507.156.1								
568	Herato1805	168404	168520	+	0	NA	Intergenic	Intergenic	-9763	ID=evm.model.Herato1805.14.1-E1;Parent=evm.model.Herato1805.14.1								
874	Herato0503	7960944	7961289	+	0	NA	Intergenic	Intergenic	-46801	ID=evm.model.Herato0503.298-E1;Parent=evm.model.Herato0503.298								
652	Herato1904	1426811	1427016	+	0	NA	Intergenic	Intergenic	-18773	ID=evm.model.Herato1904.51-E1;Parent=evm.model.Herato1904.51								
296	Herato1202	3814641	3815341	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.136.1-E1;Parent=evm.model.Herato1202.136.1)	-promoter-TSS (ID=evm.model.Herato1202.136.1-E1;Parent=evm.model.Herato1202.136.1)	-178	ID=evm.model.Herato1202.136.1-E1;Parent=evm.model.Herato1202.136.1								
265	Herato0101	18681161	18681532	+	0	NA	Intergenic	Intergenic	3544	ID=evm.model.Herato0101.743-E1;Parent=evm.model.Herato0101.743								
791	Herato2101	11003206	11004100	+	0	NA	Intergenic	Intergenic	-17989	ID=evm.model.Herato2101.382-E1;Parent=evm.model.Herato2101.382								
493	Herato1605	2271365	2271617	+	0	NA	Intergenic	Intergenic	-5673	ID=evm.model.Herato1605.72-E1;Parent=evm.model.Herato1605.72								
171	Herato1003	5257867	5258010	+	0	NA	Intergenic	Intergenic	2467	ID=evm.model.Herato1003.171-E3;Parent=evm.model.Herato1003.171								
386	Herato1301	14595711	14597096	+	0	NA	Intergenic	Intergenic	-6342	ID=evm.model.Herato1301.553-E1;Parent=evm.model.Herato1301.553								
796	Herato2101	11165892	11166140	+	0	NA	Intergenic	Intergenic	-41187	ID=evm.model.Herato2101.384-E1;Parent=evm.model.Herato2101.384								
445	Herato1505	2315703	2315950	+	0	NA	TTS (ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164)	-TTS (ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164)	919	ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164								
200	Herato1007	1217971	1218391	+	0	NA	Intergenic	Intergenic	2090	ID=evm.model.Herato1007.46-E2;Parent=evm.model.Herato1007.46								
366	Herato1301	5585202	5585907	+	0	NA	Intergenic	Intergenic	1363	ID=evm.model.Herato1301.199.1-E2;Parent=evm.model.Herato1301.199.1								
844	Herato0411	989008	989789	+	0	NA	Intergenic	Intergenic	-22008	ID=evm.model.Herato0411.16-E2;Parent=evm.model.Herato0411.16								
329	Herato1202	15056284	15056674	+	0	NA	Intergenic	Intergenic	-2727	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
525	Herato1701	6216185	6216776	+	0	NA	Intergenic	Intergenic	-18074	ID=evm.model.Herato1701.174.1-E1;Parent=evm.model.Herato1701.174.1								
787	Herato2101	10195730	10195969	+	0	NA	Intergenic	Intergenic	-4071	ID=evm.model.Herato2101.350-E1;Parent=evm.model.Herato2101.350								
27	Herato0606	5948874	5949263	+	0	NA	Intergenic	Intergenic	-2250	ID=evm.model.Herato0606.202.5-E18;Parent=evm.model.Herato0606.202.5								
272	Herato1108	14009569	14010305	+	0	NA	Intergenic	Intergenic	-6031	ID=evm.model.Herato1108.594-E1;Parent=evm.model.Herato1108.594								
161	Herato1001	5484806	5485490	+	0	NA	Intergenic	Intergenic	5711	ID=evm.model.Herato1001.179.2-E2;Parent=evm.model.Herato1001.179.2								
775	Herato2101	7939720	7940136	+	0	NA	TTS (ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280)	-TTS (ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280)	930	ID=evm.model.Herato2101.280-E1;Parent=evm.model.Herato2101.280								
582	Herato1805	2789363	2789735	+	0	NA	Intergenic	Intergenic	-12983	ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87								
746	Herato2001	11352408	11352865	+	0	NA	Intergenic	Intergenic	-2218	ID=evm.model.Herato2001.435.5-E2;Parent=evm.model.Herato2001.435.5								
534	Herato1701	9517329	9517621	+	0	NA	Intergenic	Intergenic	-1200	ID=evm.model.Herato1701.314-E2;Parent=evm.model.Herato1701.314								
400	Herato1301	19164361	19164585	+	0	NA	Intergenic	Intergenic	1658	ID=evm.model.Herato1301.668.1-E1;Parent=evm.model.Herato1301.668.1								
744	Herato2001	10724152	10725772	+	0	NA	Intergenic	Intergenic	-34959	ID=evm.model.Herato2001.419-E1;Parent=evm.model.Herato2001.419								
20	Herato0606	3974520	3974759	+	0	NA	Intergenic	Intergenic	-35464	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
109	Herato0101	12083395	12083750	+	0	NA	Intergenic	Intergenic	-7746	ID=evm.model.Herato0101.386-E1;Parent=evm.model.Herato0101.386								
633	Herato1807	3380304	3380904	+	0	NA	Intergenic	Intergenic	-6285	ID=evm.model.Herato1807.65-E3;Parent=evm.model.Herato1807.65								
151	Herato0101	14797984	14798382	+	0	NA	Intergenic	Intergenic	-1715	ID=evm.model.Herato0101.530-E2;Parent=evm.model.Herato0101.530								
557	Herato1801	3157316	3157688	+	0	NA	Intergenic	Intergenic	-42338	ID=evm.model.Herato1801.112-E1;Parent=evm.model.Herato1801.112								
718	Herato2001	5146722	5147481	+	0	NA	Intergenic	Intergenic	-13262	ID=evm.model.Herato2001.171-E5;Parent=evm.model.Herato2001.171								
468	Herato1507	8239366	8239793	+	0	NA	TTS (ID=evm.model.Herato1507.297-E1;Parent=evm.model.Herato1507.297)	-TTS (ID=evm.model.Herato1507.297-E1;Parent=evm.model.Herato1507.297)	1045	ID=evm.model.Herato1507.297-E1;Parent=evm.model.Herato1507.297								
700	Herato2001	736569	737102	+	0	NA	Intergenic	Intergenic	-64391	ID=evm.model.Herato2001.17-E1;Parent=evm.model.Herato2001.17								
287	Herato1202	2281085	2281263	+	0	NA	Intergenic	Intergenic	1241	ID=evm.model.Herato1202.78.2-E2;Parent=evm.model.Herato1202.78.2								
475	Herato1603	647654	648098	+	0	NA	Intergenic	Intergenic	3147	ID=evm.model.Herato1603.125-E2;Parent=evm.model.Herato1603.125								
441	Herato1505	2109050	2109566	+	0	NA	Intergenic	Intergenic	-21467	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
78	Herato0101	11125675	11126033	+	0	NA	Intergenic	Intergenic	38348	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
868	Herato0503	7195761	7196143	+	0	NA	Intergenic	Intergenic	-8865	ID=evm.model.Herato0503.260-E1;Parent=evm.model.Herato0503.260								
413	Herato1301	21484064	21484499	+	0	NA	Intergenic	Intergenic	10346	ID=evm.model.Herato1301.728-E2;Parent=evm.model.Herato1301.728								
294	Herato1202	3669853	3670643	+	0	NA	Intergenic	Intergenic	-9560	ID=evm.model.Herato1202.124-E1;Parent=evm.model.Herato1202.124								
764	Herato2101	3579479	3580398	+	0	NA	Intergenic	Intergenic	1872	ID=evm.model.Herato2101.117-E7;Parent=evm.model.Herato2101.117								
672	Herato1904	6490662	6491496	+	0	NA	Intergenic	Intergenic	11253	ID=evm.model.Herato1904.237.2-E2;Parent=evm.model.Herato1904.237.2								
349	Herato1202	20122405	20122955	+	0	NA	Intergenic	Intergenic	-8926	ID=evm.model.Herato1202.812.1-E2;Parent=evm.model.Herato1202.812.1								
769	Herato2101	5918128	5918344	+	0	NA	Intergenic	Intergenic	-1701	ID=evm.model.Herato2101.205-E1;Parent=evm.model.Herato2101.205								
275	Herato1108	14055508	14055945	+	0	NA	Intergenic	Intergenic	2897	ID=evm.model.Herato1108.595-E2;Parent=evm.model.Herato1108.595								
803	Herato0301	3321518	3321930	+	0	NA	Intergenic	Intergenic	34716	ID=evm.model.Herato0301.89-E4;Parent=evm.model.Herato0301.89								
515	Herato1701	5491872	5492392	+	0	NA	Intergenic	Intergenic	-20565	ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147								
197	Herato1007	614474	615076	+	0	NA	Intergenic	Intergenic	14876	ID=evm.model.Herato1007.8-E1;Parent=evm.model.Herato1007.8								
853	Herato0503	619336	621450	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.22-E2;Parent=evm.model.Herato0503.22)	-promoter-TSS (ID=evm.model.Herato0503.22-E2;Parent=evm.model.Herato0503.22)	-76	ID=evm.model.Herato0503.22.3-E2;Parent=evm.model.Herato0503.22.3								
138	Herato0901	2126494	2127476	+	0	NA	Intergenic	Intergenic	-50095	ID=evm.model.Herato0901.75-E1;Parent=evm.model.Herato0901.75								
751	Herato2001	12584282	12584863	+	0	NA	Intergenic	Intergenic	-3026	ID=evm.model.Herato2001.479-E1;Parent=evm.model.Herato2001.479								
606	Herato1805	9034477	9035240	+	0	NA	Intergenic	Intergenic	-2455	ID=evm.model.Herato1805.268-E1;Parent=evm.model.Herato1805.268								
137	Herato0101	13777364	13777611	+	0	NA	Intergenic	Intergenic	43318	ID=evm.model.Herato0101.491-E2;Parent=evm.model.Herato0101.491								
60	Herato0701	6797514	6798486	+	0	NA	Intergenic	Intergenic	-2456	ID=evm.model.Herato0701.306-E1;Parent=evm.model.Herato0701.306								
724	Herato2001	6667994	6669141	+	0	NA	Intergenic	Intergenic	-1077	ID=evm.model.Herato2001.245-E3;Parent=evm.model.Herato2001.245								
691	Herato1908	1677012	1677408	+	0	NA	Intergenic	Intergenic	-4575	ID=evm.model.Herato1908.54.18-E2;Parent=evm.model.Herato1908.54.18								
666	Herato1904	4967879	4968306	+	0	NA	Intergenic	Intergenic	2249	ID=evm.model.Herato1904.170-E7;Parent=evm.model.Herato1904.170								
432	Herato1411	3806799	3807683	+	0	NA	Intergenic	Intergenic	-16020	ID=evm.model.Herato1411.152-E1;Parent=evm.model.Herato1411.152								
519	Herato1701	5563783	5564037	+	0	NA	Intergenic	Intergenic	-1036	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
860	Herato0503	2969535	2970237	+	0	NA	Intergenic	Intergenic	-2091	ID=evm.model.Herato0503.113-E3;Parent=evm.model.Herato0503.113								
346	Herato1202	19739166	19739751	+	0	NA	Intergenic	Intergenic	-49684	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
17	Herato0101	9045751	9046244	+	0	NA	Intergenic	Intergenic	-8220	ID=evm.model.Herato0101.273-E2;Parent=evm.model.Herato0101.273								
427	Herato1411	415038	415237	+	0	NA	Intergenic	Intergenic	-3984	ID=evm.model.Herato1411.5_evm.model.Herato1411.6.1-E1;Parent=evm.model.Herato1411.5_evm.model.Herato1411.6.1								
677	Herato1904	6907192	6907645	+	0	NA	Intergenic	Intergenic	2696	ID=evm.model.Herato1904.249-E1;Parent=evm.model.Herato1904.249								
708	Herato2001	2403655	2403986	+	0	NA	Intergenic	Intergenic	4656	ID=evm.model.Herato2001.64.4-E10;Parent=evm.model.Herato2001.64.4								
82	Herato0701	10000216	10000404	+	0	NA	Intergenic	Intergenic	2219	ID=evm.model.Herato0701.407-E2;Parent=evm.model.Herato0701.407								
110	Herato0101	12092499	12092887	+	0	NA	Intergenic	Intergenic	2418	ID=evm.model.Herato0101.387-E4;Parent=evm.model.Herato0101.387								
650	Herato1904	1252731	1253135	+	0	NA	Intergenic	Intergenic	42922	ID=evm.model.Herato1904.43-E2;Parent=evm.model.Herato1904.43								
333	Herato1202	15619119	15619754	+	0	NA	Intergenic	Intergenic	-2200	ID=evm.model.Herato1202.605.1-E2;Parent=evm.model.Herato1202.605.1								
710	Herato2001	3197261	3197487	+	0	NA	Intergenic	Intergenic	9515	ID=evm.model.Herato2001.90-E20;Parent=evm.model.Herato2001.90								
590	Herato1805	3740232	3741140	+	0	NA	Intergenic	Intergenic	-10600	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
323	Herato1202	12444510	12444918	+	0	NA	Intergenic	Intergenic	-7708	ID=evm.model.Herato1202.472-E25;Parent=evm.model.Herato1202.472								
856	Herato0503	1064425	1064593	+	0	NA	Intergenic	Intergenic	3580	ID=evm.model.Herato0503.37.1-E2;Parent=evm.model.Herato0503.37.1								
69	Herato0701	8362515	8363212	+	0	NA	Intergenic	Intergenic	-12959	ID=evm.model.Herato0701.369-E1;Parent=evm.model.Herato0701.369								
112	Herato0801	4008881	4009822	+	0	NA	Intergenic	Intergenic	-50121	ID=evm.model.Herato0801.84-E1;Parent=evm.model.Herato0801.84								
664	Herato1904	4888044	4888327	+	0	NA	Intergenic	Intergenic	5832	ID=evm.model.Herato1904.167-E1;Parent=evm.model.Herato1904.167								
545	Herato1703	1058287	1058784	+	0	NA	Intergenic	Intergenic	-5338	ID=evm.model.Herato1703.17-E1;Parent=evm.model.Herato1703.17								
191	Herato1005	2357715	2358165	+	0	NA	Intergenic	Intergenic	-2375	ID=evm.model.Herato1005.116-E3;Parent=evm.model.Herato1005.116								
224	Herato0101	17728040	17728298	+	0	NA	Intergenic	Intergenic	36199	ID=evm.model.Herato0101.702.2-E14;Parent=evm.model.Herato0101.702.2								
187	Herato1005	962553	964232	+	0	NA	exon (ID=evm.model.Herato1005.59-E6;Parent=evm.model.Herato1005.59, exon 1 of 1)	-exon (ID=evm.model.Herato1005.59-E6;Parent=evm.model.Herato1005.59, exon 1 of 1)	504	ID=evm.model.Herato1005.59.1-E5;Parent=evm.model.Herato1005.59.1								
588	Herato1805	3613668	3614012	+	0	NA	Intergenic	Intergenic	40145	ID=evm.model.Herato1805.103-E1;Parent=evm.model.Herato1805.103								
646	Herato1904	709399	709829	+	0	NA	Intergenic	Intergenic	26747	ID=evm.model.Herato1904.23-E1;Parent=evm.model.Herato1904.23								
756	Herato2001	16883071	16883379	+	0	NA	Intergenic	Intergenic	-10093	ID=novel_model_278-E1;Parent=novel_model_278								
446	Herato1505	2404939	2405670	+	0	NA	TTS (ID=evm.model.Herato1505.92-E6;Parent=evm.model.Herato1505.92)	-TTS (ID=evm.model.Herato1505.92-E6;Parent=evm.model.Herato1505.92)	170	ID=evm.model.Herato1505.92-E7;Parent=evm.model.Herato1505.92								
262	Herato1108	10998696	10998877	+	0	NA	Intergenic	Intergenic	-4071	ID=evm.model.Herato1108.474-E1;Parent=evm.model.Herato1108.474								
617	Herato1807	738516	738829	+	0	NA	Intergenic	Intergenic	-25788	ID=evm.model.Herato1807.12-E1;Parent=evm.model.Herato1807.12								
