PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1down_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_shared_D1down_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
461	Herato1202	1833650	1833950	+	0	NA	Intergenic	Intergenic	-29023	ID=evm.model.Herato1202.63.8-E1;Parent=evm.model.Herato1202.63.8								
583	Herato1301	7748354	7749027	+	0	NA	Intergenic	Intergenic	-3719	ID=evm.model.Herato1301.325-E1;Parent=evm.model.Herato1301.325								
257	Herato0101	14778744	14779170	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.529-E7;Parent=evm.model.Herato0101.529)	-promoter-TSS (ID=evm.model.Herato0101.529-E7;Parent=evm.model.Herato0101.529)	-485	ID=evm.model.Herato0101.529.1-E7;Parent=evm.model.Herato0101.529.1								
951	Herato1901	3017079	3017579	+	0	NA	Intergenic	Intergenic	1516	ID=evm.model.Herato1901.100-E4;Parent=evm.model.Herato1901.100								
782	Herato0211	673847	674857	+	0	NA	TTS (ID=evm.model.Herato0211.33-E1;Parent=evm.model.Herato0211.33)	-TTS (ID=evm.model.Herato0211.33-E1;Parent=evm.model.Herato0211.33)	420	ID=evm.model.Herato0211.33-E1;Parent=evm.model.Herato0211.33								
85	Herato0701	2417971	2418625	+	0	NA	Intergenic	Intergenic	-2723	ID=evm.model.Herato0701.144-E2;Parent=evm.model.Herato0701.144								
809	Herato1701	6919501	6919946	+	0	NA	TTS (ID=evm.model.Herato1701.203-E9;Parent=evm.model.Herato1701.203)	-TTS (ID=evm.model.Herato1701.203-E9;Parent=evm.model.Herato1701.203)	602	ID=evm.model.Herato1701.203-E9;Parent=evm.model.Herato1701.203								
1156	Herato0301	4666444	4666751	+	0	NA	Intergenic	Intergenic	-2674	ID=evm.model.Herato0301.116.2-E2;Parent=evm.model.Herato0301.116.2								
425	Herato1108	9163810	9164791	+	0	NA	Intergenic	Intergenic	-12868	ID=evm.model.Herato1108.395.1-E3;Parent=evm.model.Herato1108.395.1								
591	Herato1301	12119372	12119852	+	0	NA	Intergenic	Intergenic	-32594	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
832	Herato1703	1108558	1109033	+	0	NA	Intergenic	Intergenic	2766	ID=evm.model.Herato1703.49-E1;Parent=evm.model.Herato1703.49								
736	Herato1603	1744835	1745329	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.131-E1;Parent=evm.model.Herato1603.131)	-promoter-TSS (ID=evm.model.Herato1603.131-E1;Parent=evm.model.Herato1603.131)	-244	ID=evm.model.Herato1603.131-E1;Parent=evm.model.Herato1603.131								
539	Herato1202	19177638	19178844	+	0	NA	Intergenic	Intergenic	-4688	ID=evm.model.Herato1202.776-E2;Parent=evm.model.Herato1202.776								
781	Herato1701	2912332	2913002	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.63-E6;Parent=evm.model.Herato1701.63)	-promoter-TSS (ID=evm.model.Herato1701.63-E6;Parent=evm.model.Herato1701.63)	-670	ID=evm.model.Herato1701.63-E6;Parent=evm.model.Herato1701.63								
828	Herato1703	936368	936527	+	0	NA	Intergenic	Intergenic	15222	ID=evm.model.Herato1703.16-E2;Parent=evm.model.Herato1703.16								
276	Herato1001	3568140	3568756	+	0	NA	TTS (ID=evm.model.Herato1001.118-E7;Parent=evm.model.Herato1001.118)	-TTS (ID=evm.model.Herato1001.118-E7;Parent=evm.model.Herato1001.118)	112	ID=evm.model.Herato1001.118-E7;Parent=evm.model.Herato1001.118								
102	Herato0701	3893230	3893589	+	0	NA	Intergenic	Intergenic	22551	ID=evm.model.Herato0701.184-E1;Parent=evm.model.Herato0701.184								
520	Herato1202	15500502	15501224	+	0	NA	Intergenic	Intergenic	-5187	ID=evm.model.Herato1202.598-E4;Parent=evm.model.Herato1202.598								
1218	Herato0411	5343195	5343624	+	0	NA	Intergenic	Intergenic	-10253	ID=evm.model.Herato0411.131-E6;Parent=evm.model.Herato0411.131								
532	Herato1202	17373812	17374096	+	0	NA	Intergenic	Intergenic	-15101	ID=evm.model.Herato1202.710-E1;Parent=evm.model.Herato1202.710								
1193	Herato0403	42401	43518	+	0	NA	Intergenic	Intergenic	-16157	ID=evm.model.Herato0403.2-E2;Parent=evm.model.Herato0403.2								
55	Herato0606	4410415	4410746	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.138-E2;Parent=evm.model.Herato0606.138)	-promoter-TSS (ID=evm.model.Herato0606.138-E2;Parent=evm.model.Herato0606.138)	-6	ID=evm.model.Herato0606.138-E2;Parent=evm.model.Herato0606.138								
57	Herato0606	5469241	5469447	+	0	NA	Intergenic	Intergenic	1588	ID=evm.model.Herato0606.182.1-E1;Parent=evm.model.Herato0606.182.1								
259	Herato0901	11780593	11781247	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.357-E1;Parent=evm.model.Herato0901.357)	-promoter-TSS (ID=evm.model.Herato0901.357-E1;Parent=evm.model.Herato0901.357)	56	ID=evm.model.Herato0901.357.1-E1;Parent=evm.model.Herato0901.357.1								
424	Herato1108	8033805	8034663	+	0	NA	Intergenic	Intergenic	-1640	ID=evm.model.Herato1108.356-E2;Parent=evm.model.Herato1108.356								
872	Herato0101	3056950	3057338	+	0	NA	Intergenic	Intergenic	-5390	ID=evm.model.Herato0101.101-E1;Parent=evm.model.Herato0101.101								
163	Herato0701	16292236	16292692	+	0	NA	Intergenic	Intergenic	-97555	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
1106	Herato2001	14007538	14008960	+	0	NA	Intergenic	Intergenic	20975	ID=novel_model_275-E1;Parent=novel_model_275								
1146	Herato0301	4478044	4479552	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.109-E1;Parent=evm.model.Herato0301.109)	-promoter-TSS (ID=evm.model.Herato0301.109-E1;Parent=evm.model.Herato0301.109)	-135	ID=evm.model.Herato0301.109.3-E1;Parent=evm.model.Herato0301.109.3								
395	Herato0101	17765175	17765851	+	0	NA	Intergenic	Intergenic	-30128	ID=evm.model.Herato0101.703-E1;Parent=evm.model.Herato0101.703								
89	Herato0101	10416608	10417352	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301)	-promoter-TSS (ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301)	-190	ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301								
175	Herato0701	18208892	18209186	+	0	NA	Intergenic	Intergenic	-41719	ID=evm.model.Herato0701.744-E1;Parent=evm.model.Herato0701.744								
584	Herato1301	8659677	8660219	+	0	NA	Intergenic	Intergenic	-1395	ID=evm.model.Herato1301.367-E5;Parent=evm.model.Herato1301.367								
988	Herato0215	937908	938244	+	0	NA	Intergenic	Intergenic	-5547	ID=evm.model.Herato0215.32.4-E6;Parent=evm.model.Herato0215.32.4								
35	Herato0606	3122146	3122811	+	0	NA	Intergenic	Intergenic	29138	ID=evm.model.Herato0606.99-E6;Parent=evm.model.Herato0606.99								
347	Herato1007	765595	766896	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.23-E1;Parent=evm.model.Herato1007.23)	-promoter-TSS (ID=evm.model.Herato1007.23-E1;Parent=evm.model.Herato1007.23)	-215	ID=evm.model.Herato1007.23-E1;Parent=evm.model.Herato1007.23								
665	Herato1411	4379032	4379710	+	0	NA	Intergenic	Intergenic	-2289	ID=evm.model.Herato1411.170.1-E2;Parent=evm.model.Herato1411.170.1								
434	Herato1108	10093873	10094250	+	0	NA	Intergenic	Intergenic	-2430	ID=evm.model.Herato1108.451-E1;Parent=evm.model.Herato1108.451								
1184	Herato0310	9243271	9243932	+	0	NA	Intergenic	Intergenic	-3298	ID=evm.model.Herato0310.278-E3;Parent=evm.model.Herato0310.278								
865	Herato1805	1983679	1984558	+	0	NA	Intergenic	Intergenic	18344	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
1207	Herato0411	2723517	2724315	+	0	NA	Intergenic	Intergenic	2871	ID=evm.model.Herato0411.47-E3;Parent=evm.model.Herato0411.47								
904	Herato1807	693404	693855	+	0	NA	Intergenic	Intergenic	-10289	ID=evm.model.Herato1807.12-E2;Parent=evm.model.Herato1807.12								
930	Herato1807	4192417	4192604	+	0	NA	Intergenic	Intergenic	-3826	ID=evm.model.Herato1807.90.2-E4;Parent=evm.model.Herato1807.90.2								
442	Herato1108	11496944	11497880	+	0	NA	Intergenic	Intergenic	-5501	ID=evm.model.Herato1108.493-E1;Parent=evm.model.Herato1108.493								
649	Herato1408	5948032	5948627	+	0	NA	Intergenic	Intergenic	4454	ID=evm.model.Herato1408.236-E2;Parent=evm.model.Herato1408.236								
689	Herato1507	358949	359158	+	0	NA	Intergenic	Intergenic	4093	ID=evm.model.Herato1507.18-E1;Parent=evm.model.Herato1507.18								
886	Herato1805	4902070	4902370	+	0	NA	Intergenic	Intergenic	-33374	ID=evm.model.Herato1805.128-E1;Parent=evm.model.Herato1805.128								
648	Herato1408	5671891	5673326	+	0	NA	TTS (ID=evm.model.Herato1408.216-E2;Parent=evm.model.Herato1408.216)	-TTS (ID=evm.model.Herato1408.216-E2;Parent=evm.model.Herato1408.216)	736	ID=evm.model.Herato1408.217-E1;Parent=evm.model.Herato1408.217								
642	Herato1408	3464849	3465896	+	0	NA	Intergenic	Intergenic	-12299	ID=evm.model.Herato1408.117.1-E12;Parent=evm.model.Herato1408.117.1								
1116	Herato2101	1141002	1142357	+	0	NA	TTS (ID=evm.model.Herato2101.43-E11;Parent=evm.model.Herato2101.43)	-TTS (ID=evm.model.Herato2101.43-E11;Parent=evm.model.Herato2101.43)	490	ID=evm.model.Herato2101.43.1-E10;Parent=evm.model.Herato2101.43.1								
1028	Herato2001	690965	691943	+	0	NA	Intergenic	Intergenic	-19010	ID=evm.model.Herato2001.17-E1;Parent=evm.model.Herato2001.17								
198	Herato0101	13007990	13008409	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443)	-promoter-TSS (ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443)	-651	ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443								
1098	Herato2001	11929682	11930285	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2)	-promoter-TSS (ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2)	-33	ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2								
1059	Herato2001	5103117	5103555	+	0	NA	Intergenic	Intergenic	4963	ID=evm.model.Herato2001.171-E4;Parent=evm.model.Herato2001.171								
727	Herato1601	5007362	5007570	+	0	NA	Intergenic	Intergenic	3213	ID=evm.model.Herato1601.106-E2;Parent=evm.model.Herato1601.106								
939	Herato1901	2842619	2843587	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.90-E4;Parent=evm.model.Herato1901.90)	-promoter-TSS (ID=evm.model.Herato1901.90-E4;Parent=evm.model.Herato1901.90)	-80	ID=evm.model.Herato1901.90-E4;Parent=evm.model.Herato1901.90								
320	Herato0101	16450258	16450669	+	0	NA	Intergenic	Intergenic	-1503	ID=evm.model.Herato0101.639-E6;Parent=evm.model.Herato0101.639								
913	Herato1807	1370583	1370995	+	0	NA	Intergenic	Intergenic	2468	ID=evm.model.Herato1807.26-E1;Parent=evm.model.Herato1807.26								
811	Herato1701	6924778	6925109	+	0	NA	Intergenic	Intergenic	-1133	ID=evm.model.Herato1701.203-E10;Parent=evm.model.Herato1701.203								
202	Herato0821	311259	311556	+	0	NA	Intergenic	Intergenic	-5643	ID=evm.model.Herato0821.19-E1;Parent=evm.model.Herato0821.19								
249	Herato0901	9815376	9815743	+	0	NA	Intergenic	Intergenic	4251	ID=evm.model.Herato0901.305-E12;Parent=evm.model.Herato0901.305								
361	Herato1007	1967544	1967749	+	0	NA	Intergenic	Intergenic	-28988	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
465	Herato1202	2939347	2940258	+	0	NA	TTS (ID=evm.model.Herato1202.98-E2;Parent=evm.model.Herato1202.98)	-TTS (ID=evm.model.Herato1202.98-E2;Parent=evm.model.Herato1202.98)	262	ID=evm.model.Herato1202.98-E2;Parent=evm.model.Herato1202.98								
184	Herato0801	1412412	1412778	+	0	NA	Intergenic	Intergenic	9892	ID=evm.model.Herato0801.21-E2;Parent=evm.model.Herato0801.21								
819	Herato1701	10477627	10477816	+	0	NA	Intergenic	Intergenic	13533	ID=evm.model.Herato1701.358-E3;Parent=evm.model.Herato1701.358								
1189	Herato0401	1377729	1378361	+	0	NA	TTS (ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26)	-TTS (ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26)	360	ID=evm.model.Herato0401.26-E7;Parent=evm.model.Herato0401.26								
1177	Herato0310	6120432	6121219	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.158-E5;Parent=evm.model.Herato0310.158)	-promoter-TSS (ID=evm.model.Herato0310.158-E5;Parent=evm.model.Herato0310.158)	-203	ID=evm.model.Herato0310.158-E5;Parent=evm.model.Herato0310.158								
1127	Herato2101	4895342	4895733	+	0	NA	Intergenic	Intergenic	-5573	ID=evm.model.Herato2101.159-E3;Parent=evm.model.Herato2101.159								
776	Herato1605	3984819	3986604	+	0	NA	Intergenic	Intergenic	-1494	ID=evm.model.Herato1605.120-E6;Parent=evm.model.Herato1605.120								
894	Herato1805	5874921	5875726	+	0	NA	Intergenic	Intergenic	-17367	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
858	Herato1805	169086	169312	+	0	NA	Intergenic	Intergenic	-9026	ID=evm.model.Herato1805.14.1-E1;Parent=evm.model.Herato1805.14.1								
140	Herato0101	11366441	11367032	+	0	NA	Intergenic	Intergenic	-4867	ID=evm.model.Herato0101.329-E1;Parent=evm.model.Herato0101.329								
1269	Herato0503	8719666	8719962	+	0	NA	Intergenic	Intergenic	-77148	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
181	Herato0801	157546	159500	+	0	NA	Intergenic	Intergenic	66702	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
412	Herato1108	5521768	5522073	+	0	NA	Intergenic	Intergenic	5822	ID=evm.model.Herato1108.240-E4;Parent=evm.model.Herato1108.240								
954	Herato1901	3080440	3080709	+	0	NA	Intergenic	Intergenic	4103	ID=evm.model.Herato1901.104-E4;Parent=evm.model.Herato1901.104								
385	Herato1102	397335	397668	+	0	NA	Intergenic	Intergenic	-1870	ID=evm.model.Herato1102.10.4-E2;Parent=evm.model.Herato1102.10.4								
307	Herato0101	16343841	16345069	+	0	NA	TTS (ID=evm.model.Herato0101.630-E1;Parent=evm.model.Herato0101.630)	-TTS (ID=evm.model.Herato0101.630-E1;Parent=evm.model.Herato0101.630)	170	ID=evm.model.Herato0101.630.2-E1;Parent=evm.model.Herato0101.630.2								
801	Herato1701	6394020	6394253	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.181-E3;Parent=evm.model.Herato1701.181)	-promoter-TSS (ID=evm.model.Herato1701.181-E3;Parent=evm.model.Herato1701.181)	533	ID=evm.model.Herato1701.181.3-E2;Parent=evm.model.Herato1701.181.3								
985	Herato1904	4843487	4843881	+	0	NA	Intergenic	Intergenic	1627	ID=evm.model.Herato1904.167-E4;Parent=evm.model.Herato1904.167								
971	Herato1904	2247557	2248143	+	0	NA	Intergenic	Intergenic	-1572	ID=evm.model.Herato1904.79-E1;Parent=evm.model.Herato1904.79								
830	Herato1703	974376	975493	+	0	NA	Intergenic	Intergenic	6323	ID=evm.model.Herato1703.16-E1;Parent=evm.model.Herato1703.16								
154	Herato0701	14633397	14633622	+	0	NA	Intergenic	Intergenic	-16071	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
754	Herato1603	3573515	3574268	+	0	NA	Intergenic	Intergenic	-1961	ID=evm.model.Herato1603.95-E2;Parent=evm.model.Herato1603.95								
847	Herato1801	2842875	2844546	+	0	NA	Intergenic	Intergenic	-14857	ID=evm.model.Herato1801.98-E1;Parent=evm.model.Herato1801.98								
479	Herato1202	4243011	4243313	+	0	NA	Intergenic	Intergenic	-5367	ID=evm.model.Herato1202.150.1-E8;Parent=evm.model.Herato1202.150.1								
1166	Herato0310	2124262	2125049	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.47-E20;Parent=evm.model.Herato0310.47)	-promoter-TSS (ID=evm.model.Herato0310.47-E20;Parent=evm.model.Herato0310.47)	-92	ID=evm.model.Herato0310.47.1-E20;Parent=evm.model.Herato0310.47.1								
1101	Herato2001	12476579	12476953	+	0	NA	Intergenic	Intergenic	32078	ID=evm.model.Herato2001.473-E3;Parent=evm.model.Herato2001.473								
704	Herato1507	6985342	6985790	+	0	NA	Intergenic	Intergenic	-8056	ID=evm.model.Herato1507.248-E1;Parent=evm.model.Herato1507.248								
326	Herato1005	2370623	2371511	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116)	-promoter-TSS (ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116)	-915	ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116								
1165	Herato0310	2083570	2084615	+	0	NA	Intergenic	Intergenic	5555	ID=evm.model.Herato0310.46.6-E1;Parent=evm.model.Herato0310.46.6								
1003	Herato1908	141217	141631	+	0	NA	Intergenic	Intergenic	7746	ID=evm.model.Herato1908.6-E2;Parent=evm.model.Herato1908.6								
1054	Herato2001	4261037	4262120	+	0	NA	Intergenic	Intergenic	2328	ID=evm.model.Herato2001.136-E4;Parent=evm.model.Herato2001.136								
681	Herato1505	1098362	1099208	+	0	NA	Intergenic	Intergenic	2190	ID=evm.model.Herato1505.43.2-E1;Parent=evm.model.Herato1505.43.2								
619	Herato1301	19845929	19846200	+	0	NA	Intergenic	Intergenic	-1738	ID=evm.model.Herato1301.675-E1;Parent=evm.model.Herato1301.675								
335	Herato1005	3413967	3414577	+	0	NA	Intergenic	Intergenic	-3689	ID=evm.model.Herato1005.171-E1;Parent=evm.model.Herato1005.171								
1029	Herato2001	725954	726616	+	0	NA	Intergenic	Intergenic	-53841	ID=evm.model.Herato2001.17-E1;Parent=evm.model.Herato2001.17								
698	Herato1507	4826214	4827248	+	0	NA	Intergenic	Intergenic	1589	ID=evm.model.Herato1507.163.1-E2;Parent=evm.model.Herato1507.163.1								
5	Herato0101	8018762	8019028	+	0	NA	Intergenic	Intergenic	10377	ID=evm.model.Herato0101.241-E2;Parent=evm.model.Herato0101.241								
621	Herato1301	20299745	20299952	+	0	NA	Intergenic	Intergenic	-7175	ID=evm.model.Herato1301.693.1-E2;Parent=evm.model.Herato1301.693.1								
524	Herato1202	15995990	15997125	+	0	NA	Intergenic	Intergenic	-1781	ID=evm.model.Herato1202.618.1-E1;Parent=evm.model.Herato1202.618.1								
554	Herato1301	2181449	2181849	+	0	NA	Intergenic	Intergenic	-3396	ID=evm.model.Herato1301.55-E1;Parent=evm.model.Herato1301.55								
552	Herato1301	1627147	1627630	+	0	NA	Intergenic	Intergenic	-13879	ID=evm.model.Herato1301.38-E1;Parent=evm.model.Herato1301.38								
598	Herato1301	14164706	14165099	+	0	NA	Intergenic	Intergenic	-116153	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
780	Herato1701	1283289	1283922	+	0	NA	Intergenic	Intergenic	-36762	ID=evm.model.Herato1701.36.1-E1;Parent=evm.model.Herato1701.36.1								
74	Herato0701	1313341	1313764	+	0	NA	Intergenic	Intergenic	2731	ID=evm.model.Herato0701.51-E1;Parent=evm.model.Herato0701.51								
240	Herato0901	6081050	6081396	+	0	NA	Intergenic	Intergenic	-1534	ID=evm.model.Herato0901.202-E1;Parent=evm.model.Herato0901.202								
890	Herato1805	5800176	5800371	+	0	NA	Intergenic	Intergenic	82879	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
440	Herato0101	1813693	1814497	+	0	NA	Intergenic	Intergenic	8108	ID=evm.model.Herato0101.43.1-E3;Parent=evm.model.Herato0101.43.1								
230	Herato0901	3839856	3840675	+	0	NA	Intergenic	Intergenic	-6428	ID=evm.model.Herato0901.95-E1;Parent=evm.model.Herato0901.95								
115	Herato0701	8700580	8701060	+	0	NA	Intergenic	Intergenic	49081	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
299	Herato1003	7262983	7263455	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.265-E3;Parent=evm.model.Herato1003.265)	-promoter-TSS (ID=evm.model.Herato1003.265-E3;Parent=evm.model.Herato1003.265)	328	ID=evm.model.Herato1003.265.1-E3;Parent=evm.model.Herato1003.265.1								
377	Herato1007	4290269	4290703	+	0	NA	Intergenic	Intergenic	-2700	ID=evm.model.Herato1007.175-E6;Parent=evm.model.Herato1007.175								
922	Herato1807	2597538	2597960	+	0	NA	Intergenic	Intergenic	-13744	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
602	Herato1301	16999209	16999753	+	0	NA	Intergenic	Intergenic	-2208	ID=evm.model.Herato1301.604-E3;Parent=evm.model.Herato1301.604								
841	Herato1801	1941800	1942219	+	0	NA	Intergenic	Intergenic	-9234	ID=evm.model.Herato1801.83.1-E2;Parent=evm.model.Herato1801.83.1								
1044	Herato2001	2453985	2454462	+	0	NA	Intergenic	Intergenic	-13030	ID=evm.model.Herato2001.64-E3;Parent=evm.model.Herato2001.64								
1072	Herato2001	6537162	6537831	+	0	NA	Intergenic	Intergenic	-14508	ID=evm.model.Herato2001.238-E1;Parent=evm.model.Herato2001.238								
612	Herato1301	18280108	18280899	+	0	NA	Intergenic	Intergenic	-42663	ID=evm.model.Herato1301.630-E1;Parent=evm.model.Herato1301.630								
936	Herato1901	2590812	2591799	+	0	NA	Intergenic	Intergenic	-13745	ID=evm.model.Herato1901.83.2-E2;Parent=evm.model.Herato1901.83.2								
91	Herato0701	2533299	2535052	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.148-E2;Parent=evm.model.Herato0701.148)	-promoter-TSS (ID=evm.model.Herato0701.148-E2;Parent=evm.model.Herato0701.148)	69	ID=evm.model.Herato0701.148.2-E2;Parent=evm.model.Herato0701.148.2								
1240	Herato0503	4271887	4272443	+	0	NA	Intergenic	Intergenic	-3762	ID=evm.model.Herato0503.131-E1;Parent=evm.model.Herato0503.131								
1086	Herato2001	9720691	9721177	+	0	NA	Intergenic	Intergenic	-51686	ID=evm.model.Herato2001.392-E1;Parent=evm.model.Herato2001.392								
701	Herato1507	5282858	5283383	+	0	NA	Intergenic	Intergenic	13064	ID=evm.model.Herato1507.181-E5;Parent=evm.model.Herato1507.181								
467	Herato1202	3158014	3158243	+	0	NA	Intergenic	Intergenic	-1381	ID=evm.model.Herato1202.110-E5;Parent=evm.model.Herato1202.110								
474	Herato0101	19513546	19514110	+	0	NA	Intergenic	Intergenic	6891	ID=evm.model.Herato0101.765-E6;Parent=evm.model.Herato0101.765								
481	Herato1202	5030475	5030794	+	0	NA	Intergenic	Intergenic	-2715	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
867	Herato1805	2104681	2105101	+	0	NA	Intergenic	Intergenic	-13615	ID=evm.model.Herato1805.82-E1;Parent=evm.model.Herato1805.82								
214	Herato0901	484239	484781	+	0	NA	TTS (ID=evm.model.Herato0901.21-E2;Parent=evm.model.Herato0901.21)	-TTS (ID=evm.model.Herato0901.21-E2;Parent=evm.model.Herato0901.21)	1513	ID=evm.model.Herato0901.21-E2;Parent=evm.model.Herato0901.21								
564	Herato1301	3334587	3335374	+	0	NA	Intergenic	Intergenic	-2948	ID=evm.model.Herato1301.91-E2;Parent=evm.model.Herato1301.91								
817	Herato1701	9712772	9713407	+	0	NA	Intergenic	Intergenic	1515	ID=evm.model.Herato1701.332-E5;Parent=evm.model.Herato1701.332								
563	Herato1301	3325588	3326092	+	0	NA	Intergenic	Intergenic	-3847	ID=evm.model.Herato1301.91-E1;Parent=evm.model.Herato1301.91								
731	Herato1601	5378683	5380053	+	0	NA	Intergenic	Intergenic	-60404	ID=evm.model.Herato1601.115-E1;Parent=evm.model.Herato1601.115								
657	Herato1411	1429566	1430001	+	0	NA	Intergenic	Intergenic	32795	ID=evm.model.Herato1411.38-E11;Parent=evm.model.Herato1411.38								
229	Herato0101	13942021	13942226	+	0	NA	Intergenic	Intergenic	-15053	ID=evm.model.Herato0101.500.1-E1;Parent=evm.model.Herato0101.500.1								
768	Herato1605	1197247	1198695	+	0	NA	Intergenic	Intergenic	-9253	ID=evm.model.Herato1605.171-E1;Parent=evm.model.Herato1605.171								
1092	Herato2001	11534673	11535030	+	0	NA	Intergenic	Intergenic	-12768	ID=evm.model.Herato2001.440-E1;Parent=evm.model.Herato2001.440								
673	Herato1411	6916806	6918682	+	0	NA	Intergenic	Intergenic	-8058	ID=evm.model.Herato1411.255-E1;Parent=evm.model.Herato1411.255								
503	Herato1202	11307173	11307799	+	0	NA	Intergenic	Intergenic	-1836	ID=evm.model.Herato1202.449-E1;Parent=evm.model.Herato1202.449								
68	Herato0101	9821106	9821811	+	0	NA	Intergenic	Intergenic	-65288	ID=evm.model.Herato0101.287-E1;Parent=evm.model.Herato0101.287								
315	Herato1005	1079347	1080308	+	0	NA	Intergenic	Intergenic	1178	ID=evm.model.Herato1005.69-E2;Parent=evm.model.Herato1005.69								
338	Herato1005	3671850	3672264	+	0	NA	TTS (ID=evm.model.Herato1005.183.2-E1;Parent=evm.model.Herato1005.183.2)	-TTS (ID=evm.model.Herato1005.183.2-E1;Parent=evm.model.Herato1005.183.2)	105	ID=evm.model.Herato1005.183.2-E1;Parent=evm.model.Herato1005.183.2								
761	Herato1605	112760	113332	+	0	NA	Intergenic	Intergenic	2474	ID=evm.model.Herato1605.7-E2;Parent=evm.model.Herato1605.7								
576	Herato1301	6606977	6607845	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.238-E11;Parent=evm.model.Herato1301.238)	-promoter-TSS (ID=evm.model.Herato1301.238-E11;Parent=evm.model.Herato1301.238)	-219	ID=evm.model.Herato1301.238-E11;Parent=evm.model.Herato1301.238								
222	Herato0901	1753905	1754546	+	0	NA	TTS (ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62)	-TTS (ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62)	950	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
25	Herato0606	2014664	2015464	+	0	NA	Intergenic	Intergenic	16619	ID=evm.model.Herato0606.61.1-E2;Parent=evm.model.Herato0606.61.1								
738	Herato1603	1995430	1995705	+	0	NA	Intergenic	Intergenic	-20838	ID=evm.model.Herato1603.59-E1;Parent=evm.model.Herato1603.59								
484	Herato1202	6951271	6951683	+	0	NA	Intergenic	Intergenic	9663	ID=evm.model.Herato1202.278-E1;Parent=evm.model.Herato1202.278								
1243	Herato0503	4376678	4376849	+	0	NA	Intergenic	Intergenic	71128	ID=evm.model.Herato0503.130-E12;Parent=evm.model.Herato0503.130								
1078	Herato2001	8548566	8548792	+	0	NA	Intergenic	Intergenic	-7794	ID=evm.model.Herato2001.361-E1;Parent=evm.model.Herato2001.361								
