PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
901	Hmel209007	3889052	3889331	+	0	NA	Intergenic	Intergenic	-4577	ID=HMEL015766g1.t1-E1;Parent=HMEL015766g1.t1								
2191	Hmel218018	7879800	7880748	+	0	NA	Intergenic	Intergenic	1339	ID=HMEL034483g1.t1-E1;Parent=HMEL034483g1.t1								
152	Hmel201019	49399	50216	+	0	NA	Intergenic	Intergenic	7828	ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1								
2931	Hmel221001	1782855	1783457	+	0	NA	Intergenic	Intergenic	-4263	ID=HMEL035455g1.t1-E1;Parent=HMEL035455g1.t1								
342	Hmel204017	781744	782118	+	0	NA	TTS (ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1)	-TTS (ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1)	1005	ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1								
1419	Hmel212013	1023936	1024343	+	0	NA	Intergenic	Intergenic	3999	ID=HMEL007387g1.t1-E3;Parent=HMEL007387g1.t1								
862	Hmel209007	431803	431982	+	0	NA	TTS (ID=HMEL030370g1.t1-E1;Parent=HMEL030370g1.t1)	-TTS (ID=HMEL030370g1.t1-E1;Parent=HMEL030370g1.t1)	736	ID=HMEL030370g1.t1-E1;Parent=HMEL030370g1.t1								
341	Hmel204017	692235	692738	+	0	NA	Intergenic	Intergenic	11898	ID=HMEL036426g1.t1-E2;Parent=HMEL036426g1.t1								
1056	Hmel210011	3282964	3283819	+	0	NA	Intergenic	Intergenic	-22984	ID=HMEL030894g1.t1-E1;Parent=HMEL030894g1.t1								
2883	Hmel221047	29607	33396	+	0	NA	Intergenic	Intergenic	-4076	ID=HMEL009249g2.t1-E1;Parent=HMEL009249g2.t1								
2189	Hmel218018	7866616	7866926	+	0	NA	Intergenic	Intergenic	-12164	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
2287	Hmel219014	1255683	1255861	+	0	NA	Intergenic	Intergenic	-12359	ID=HMEL034800g1.t1-E1;Parent=HMEL034800g1.t1								
2540	Hmel221001	2607971	2608119	+	0	NA	Intergenic	Intergenic	5392	ID=HMEL035476g1.t1-E1;Parent=HMEL035476g1.t1								
2284	Hmel219014	1212853	1214019	+	0	NA	Intergenic	Intergenic	-5449	ID=HMEL010460g1.t1-E1;Parent=HMEL010460g1.t1								
64	Hmel201009	963369	963611	+	0	NA	Intergenic	Intergenic	41926	ID=HMEL003507g1.t1-E4;Parent=HMEL003507g1.t1								
2753	Hmel221015	246397	246884	+	0	NA	promoter-TSS (ID=HMEL035650g1.t1-E3;Parent=HMEL035650g1.t1)	-promoter-TSS (ID=HMEL035650g1.t1-E3;Parent=HMEL035650g1.t1)	-129	ID=HMEL035650g1.t1-E3;Parent=HMEL035650g1.t1								
1473	Hmel213004	1391689	1392113	+	0	NA	promoter-TSS (ID=HMEL031784g1.t1-E3;Parent=HMEL031784g1.t1)	-promoter-TSS (ID=HMEL031784g1.t1-E3;Parent=HMEL031784g1.t1)	292	ID=HMEL031784g1.t1-E2;Parent=HMEL031784g1.t1								
881	Hmel209007	2406534	2406781	+	0	NA	Intergenic	Intergenic	4792	ID=HMEL002205g1.t1-E1;Parent=HMEL002205g1.t1								
2461	Hmel221001	79408	80220	+	0	NA	promoter-TSS (ID=HMEL009536g1.t1-E5;Parent=HMEL009536g1.t1)	-promoter-TSS (ID=HMEL009536g1.t1-E5;Parent=HMEL009536g1.t1)	121	ID=HMEL009536g1.t1-E4;Parent=HMEL009536g1.t1								
45	Hmel201007	573038	573309	+	0	NA	Intergenic	Intergenic	-18647	ID=HMEL014538g1.t1-E1;Parent=HMEL014538g1.t1								
405	Hmel205012	526354	526968	+	0	NA	Intergenic	Intergenic	-3298	ID=HMEL007212g1.t1-E3;Parent=HMEL007212g1.t1								
507	Hmel206009	754301	755808	+	0	NA	Intergenic	Intergenic	-9415	ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1								
1173	Hmel211004	1393058	1393338	+	0	NA	Intergenic	Intergenic	3184	ID=HMEL031058g1.t3-E1;Parent=HMEL031058g1.t3								
1963	Hmel217004	1931710	1931996	+	0	NA	Intergenic	Intergenic	-2732	ID=HMEL016694g1.t1-E1;Parent=HMEL016694g1.t1								
309	Hmel204001	273580	274584	+	0	NA	Intergenic	Intergenic	2556	ID=HMEL036307g1.t1-E1;Parent=HMEL036307g1.t1								
1734	Hmel214029	1373134	1374163	+	0	NA	promoter-TSS (ID=HMEL016108-RA-E1;Parent=HMEL016108-RA)	-promoter-TSS (ID=HMEL016108-RA-E1;Parent=HMEL016108-RA)	-888	ID=HMEL016108-RA-E1;Parent=HMEL016108-RA								
2085	Hmel218007	163436	163719	+	0	NA	TTS (ID=HMEL010976g1.t1-E1;Parent=HMEL010976g1.t1)	-TTS (ID=HMEL010976g1.t1-E1;Parent=HMEL010976g1.t1)	434	ID=HMEL010976g1.t1-E1;Parent=HMEL010976g1.t1								
1733	Hmel214029	1320219	1320792	+	0	NA	Intergenic	Intergenic	11866	ID=HMEL032629g1.t1-E1;Parent=HMEL032629g1.t1								
2113	Hmel218018	6547	6869	+	0	NA	Intergenic	Intergenic	5566	ID=HMEL034350g1.t1-E2;Parent=HMEL034350g1.t1								
2153	Hmel218018	4574964	4575624	+	0	NA	Intergenic	Intergenic	-19674	ID=HMEL034428g1.t1-E1;Parent=HMEL034428g1.t1								
1258	Hmel211012	1177284	1177582	+	0	NA	Intergenic	Intergenic	-20081	ID=HMEL005557g2.t1-E1;Parent=HMEL005557g2.t1								
824	Hmel209005	434703	436135	+	0	NA	Intergenic	Intergenic	-42080	ID=HMEL030326g1.t1-E1;Parent=HMEL030326g1.t1								
120	Hmel201011	1688757	1689866	+	0	NA	Intergenic	Intergenic	-5231	ID=HMEL011402g2.t1-E1;Parent=HMEL011402g2.t1								
2568	Hmel221009	123706	124259	+	0	NA	promoter-TSS (ID=HMEL035517g1.t1-E7;Parent=HMEL035517g1.t1)	-promoter-TSS (ID=HMEL035517g1.t1-E7;Parent=HMEL035517g1.t1)	-220	ID=HMEL035517g1.t1-E7;Parent=HMEL035517g1.t1								
1148	Hmel211004	478772	479043	+	0	NA	promoter-TSS (ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1)	-promoter-TSS (ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1)	-717	ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1								
2841	Hmel221038	2384	2839	+	0	NA	Intergenic	Intergenic	3525	ID=HMEL013405g1.t1-E9;Parent=HMEL013405g1.t1								
2386	Hmel220005	3062473	3062667	+	0	NA	promoter-TSS (ID=HMEL035167g1.t1-E4;Parent=HMEL035167g1.t1)	-promoter-TSS (ID=HMEL035167g1.t1-E4;Parent=HMEL035167g1.t1)	-842	ID=HMEL035167g1.t1-E4;Parent=HMEL035167g1.t1								
2313	Hmel219018	1286029	1287248	+	0	NA	Intergenic	Intergenic	-16519	ID=HMEL034911g1.t1-E3;Parent=HMEL034911g1.t1								
254	Hmel203030	110921	111501	+	0	NA	Intergenic	Intergenic	1324	ID=HMEL008888g1.t1-E4;Parent=HMEL008888g1.t1								
392	Hmel205009	23186	24137	+	0	NA	promoter-TSS (ID=HMEL008349g1.t1-E2;Parent=HMEL008349g1.t1)	-promoter-TSS (ID=HMEL008349g1.t1-E2;Parent=HMEL008349g1.t1)	-334	ID=HMEL008349g1.t1-E2;Parent=HMEL008349g1.t1								
1321	Hmel212001	1922320	1923050	+	0	NA	Intergenic	Intergenic	-1872	ID=HMEL016803g1.t1-E1;Parent=HMEL016803g1.t1								
2242	Hmel219003	4413427	4414428	+	0	NA	Intergenic	Intergenic	-1763	ID=HMEL013150g1.t1-E2;Parent=HMEL013150g1.t1								
2442	Hmel220014	921195	921745	+	0	NA	Intergenic	Intergenic	7119	ID=HMEL035328g1.t1-E3;Parent=HMEL035328g1.t1								
2254	Hmel219003	6405406	6405895	+	0	NA	Intergenic	Intergenic	-1034	ID=HMEL002697g2.t1-E1;Parent=HMEL002697g2.t1								
1987	Hmel217005	26744	27119	+	0	NA	promoter-TSS (ID=HMEL003191g1.t1-E2;Parent=HMEL003191g1.t1)	-promoter-TSS (ID=HMEL003191g1.t1-E2;Parent=HMEL003191g1.t1)	-754	ID=HMEL003191g1.t2-E2;Parent=HMEL003191g1.t2								
813	Hmel209001	1096916	1097424	+	0	NA	Intergenic	Intergenic	-1462	ID=HMEL007018g1.t2-E2;Parent=HMEL007018g1.t2								
2014	Hmel217018	1145858	1146591	+	0	NA	Intergenic	Intergenic	1612	ID=HMEL014519-RA-E10;Parent=HMEL014519-RA								
2602	Hmel221012	245460	245748	+	0	NA	Intergenic	Intergenic	3233	ID=HMEL012085g1.t1-E23;Parent=HMEL012085g1.t1								
644	Hmel207002	6454404	6454665	+	0	NA	Intergenic	Intergenic	-35564	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
2477	Hmel221001	406739	407280	+	0	NA	promoter-TSS (ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1)	-promoter-TSS (ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1)	-524	ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1								
851	Hmel209006	295621	296267	+	0	NA	promoter-TSS (ID=HMEL013607g1.t1-E2;Parent=HMEL013607g1.t1)	-promoter-TSS (ID=HMEL013607g1.t1-E2;Parent=HMEL013607g1.t1)	-416	ID=HMEL013607g1.t1-E2;Parent=HMEL013607g1.t1								
1820	Hmel216001	741198	741959	+	0	NA	Intergenic	Intergenic	7436	ID=HMEL032985g1.t1-E2;Parent=HMEL032985g1.t1								
399	Hmel205012	158953	159321	+	0	NA	Intergenic	Intergenic	-41375	ID=HMEL036659g1.t1-E1;Parent=HMEL036659g1.t1								
2296	Hmel219014	2544129	2544361	+	0	NA	Intergenic	Intergenic	2816	ID=HMEL016421g1.t1-E3;Parent=HMEL016421g1.t1								
2110	Hmel218015	23646	24603	+	0	NA	Intergenic	Intergenic	-18132	ID=HMEL034345g1.t1-E1;Parent=HMEL034345g1.t1								
1811	Hmel215047	2494236	2495420	+	0	NA	Intergenic	Intergenic	-2000	ID=HMEL032930g1.t1-E6;Parent=HMEL032930g1.t1								
436	Hmel205015	94773	95199	+	0	NA	Intergenic	Intergenic	-11378	ID=HMEL036710g1.t1-E1;Parent=HMEL036710g1.t1								
1342	Hmel212001	2954393	2954598	+	0	NA	Intergenic	Intergenic	-6888	ID=HMEL031377g1.t1-E1;Parent=HMEL031377g1.t1								
2457	Hmel221001	14571	14868	+	0	NA	Intergenic	Intergenic	-1903	ID=HMEL009541-RA-E2;Parent=HMEL009541-RA								
1968	Hmel217004	2542654	2542829	+	0	NA	Intergenic	Intergenic	6837	ID=HMEL033816g1.t1-E2;Parent=HMEL033816g1.t1								
1802	Hmel215047	1048727	1049034	+	0	NA	Intergenic	Intergenic	-9065	ID=HMEL032888g1.t1-E1;Parent=HMEL032888g1.t1								
94	Hmel201009	4179187	4180513	+	0	NA	Intergenic	Intergenic	-1173	ID=HMEL030238g1.t1-E2;Parent=HMEL030238g1.t1								
213	Hmel202006	2456597	2457107	+	0	NA	promoter-TSS (ID=HMEL008673g2.t1-E4;Parent=HMEL008673g2.t1)	-promoter-TSS (ID=HMEL008673g2.t1-E4;Parent=HMEL008673g2.t1)	-334	ID=HMEL008673g2.t1-E4;Parent=HMEL008673g2.t1								
2775	Hmel221017	127781	128406	+	0	NA	Intergenic	Intergenic	-6828	ID=HMEL035668g1.t1-E3;Parent=HMEL035668g1.t1								
1450	Hmel212014	218809	219509	+	0	NA	Intergenic	Intergenic	-8799	ID=HMEL007291g1.t1-E1;Parent=HMEL007291g1.t1								
2863	Hmel221045	63873	64493	+	0	NA	Intergenic	Intergenic	-10663	ID=HMEL035807g1.t1-E1;Parent=HMEL035807g1.t1								
2668	Hmel221012	1772874	1773057	+	0	NA	TTS (ID=HMEL012072g1.t1-E12;Parent=HMEL012072g1.t1)	-TTS (ID=HMEL012072g1.t1-E12;Parent=HMEL012072g1.t1)	631	ID=HMEL012072g1.t1-E12;Parent=HMEL012072g1.t1								
568	Hmel206012	1381362	1381540	+	0	NA	Intergenic	Intergenic	-6516	ID=HMEL037131g1.t1-E1;Parent=HMEL037131g1.t1								
2273	Hmel219013	118550	119147	+	0	NA	Intergenic	Intergenic	1606	ID=HMEL034771g1.t1-E3;Parent=HMEL034771g1.t1								
2411	Hmel220006	10443	10974	+	0	NA	promoter-TSS (ID=HMEL035243g1.t1-E2;Parent=HMEL035243g1.t1)	-promoter-TSS (ID=HMEL035243g1.t1-E2;Parent=HMEL035243g1.t1)	-875	ID=HMEL035243g1.t1-E2;Parent=HMEL035243g1.t1								
1129	Hmel211002	1470056	1470842	+	0	NA	TTS (ID=HMEL003693g1.t1-E12;Parent=HMEL003693g1.t1)	-TTS (ID=HMEL003693g1.t1-E12;Parent=HMEL003693g1.t1)	640	ID=HMEL003693g1.t1-E12;Parent=HMEL003693g1.t1								
791	Hmel208028	295907	297189	+	0	NA	promoter-TSS (ID=HMEL021612g1.t1-E1;Parent=HMEL021612g1.t1)	-promoter-TSS (ID=HMEL021612g1.t1-E1;Parent=HMEL021612g1.t1)	-117	ID=HMEL021612g1.t1-E1;Parent=HMEL021612g1.t1								
1143	Hmel211004	254979	255206	+	0	NA	promoter-TSS (ID=HMEL015231g1.t1-E1;Parent=HMEL015231g1.t1)	-promoter-TSS (ID=HMEL015231g1.t1-E1;Parent=HMEL015231g1.t1)	-62	ID=HMEL015231g1.t1-E1;Parent=HMEL015231g1.t1								
1355	Hmel212001	4868545	4869429	+	0	NA	Intergenic	Intergenic	-1958	ID=HMEL012737g1.t1-E5;Parent=HMEL012737g1.t1								
2848	Hmel221042	11336	11677	+	0	NA	NA	NA	NA	NA								
2231	Hmel219003	3480407	3480726	+	0	NA	Intergenic	Intergenic	-10096	ID=HMEL006188-RA-E1;Parent=HMEL006188-RA								
1961	Hmel217004	1789533	1790016	+	0	NA	Intergenic	Intergenic	1846	ID=HMEL016701g1.t1-E6;Parent=HMEL016701g1.t1								
386	Hmel205005	797402	798331	+	0	NA	Intergenic	Intergenic	-1691	ID=HMEL016265g1.t1-E4;Parent=HMEL016265g1.t1								
916	Hmel210001	381326	381641	+	0	NA	Intergenic	Intergenic	15410	ID=HMEL013659g1.t1-E12;Parent=HMEL013659g1.t1								
2043	Hmel218003	1014508	1014842	+	0	NA	Intergenic	Intergenic	-2292	ID=HMEL001000g4.t1-E1;Parent=HMEL001000g4.t1								
1457	Hmel213004	354594	354765	+	0	NA	Intergenic	Intergenic	-12088	ID=HMEL031769g1.t1-E1;Parent=HMEL031769g1.t1								
200	Hmel202006	3712857	3713289	+	0	NA	Intergenic	Intergenic	1668	ID=HMEL033351g1.t1-E2;Parent=HMEL033351g1.t1								
1261	Hmel211012	1436181	1437164	+	0	NA	Intergenic	Intergenic	-32668	ID=HMEL004913g1.t1-E1;Parent=HMEL004913g1.t1								
1352	Hmel212001	4599311	4599531	+	0	NA	promoter-TSS (ID=HMEL005537g1.t1-E3;Parent=HMEL005537g1.t1)	-promoter-TSS (ID=HMEL005537g1.t1-E3;Parent=HMEL005537g1.t1)	96	ID=HMEL005537g1.t1-E3;Parent=HMEL005537g1.t1								
329	Hmel204003	166084	166263	+	0	NA	Intergenic	Intergenic	7394	ID=HMEL036352g1.t1-E1;Parent=HMEL036352g1.t1								
525	Hmel206009	2017717	2018453	+	0	NA	Intergenic	Intergenic	-15620	ID=HMEL004094g1.t1-E1;Parent=HMEL004094g1.t1								
1621	Hmel213062	1129740	1130056	+	0	NA	Intergenic	Intergenic	-3294	ID=HMEL014870g1.t1-E3;Parent=HMEL014870g1.t1								
27	Hmel201005	120101	120498	+	0	NA	Intergenic	Intergenic	-12764	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
787	Hmel208026	553999	554150	+	0	NA	Intergenic	Intergenic	1475	ID=HMEL038005g1.t1-E1;Parent=HMEL038005g1.t1								
2331	Hmel220003	1191025	1191492	+	0	NA	Intergenic	Intergenic	-19466	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
1902	Hmel216013	375859	376132	+	0	NA	Intergenic	Intergenic	-10344	ID=HMEL017540g1.t1-E1;Parent=HMEL017540g1.t1								
1561	Hmel213044	809481	809802	+	0	NA	Intergenic	Intergenic	-19538	ID=HMEL032043g1.t1-E1;Parent=HMEL032043g1.t1								
161	Hmel201019	493213	494041	+	0	NA	Intergenic	Intergenic	-16338	ID=HMEL033110g1.t1-E1;Parent=HMEL033110g1.t1								
1866	Hmel216011	615605	616203	+	0	NA	Intergenic	Intergenic	2458	ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1								
2001	Hmel217018	582917	584097	+	0	NA	Intergenic	Intergenic	5964	ID=HMEL033970g1.t1-E2;Parent=HMEL033970g1.t1								
1310	Hmel212001	1015003	1015268	+	0	NA	Intergenic	Intergenic	-5418	ID=HMEL010994g1.t1-E1;Parent=HMEL010994g1.t1								
109	Hmel201011	204331	204699	+	0	NA	Intergenic	Intergenic	1263	ID=HMEL006797g1.t1-E4;Parent=HMEL006797g1.t1								
2115	Hmel218018	302706	302892	+	0	NA	Intergenic	Intergenic	102992	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
2318	Hmel219018	2145753	2146198	+	0	NA	Intergenic	Intergenic	-1522	ID=HMEL034925g1.t1-E1;Parent=HMEL034925g1.t1								
2651	Hmel221012	1279314	1279552	+	0	NA	promoter-TSS (ID=HMEL006372g1.t1-E1;Parent=HMEL006372g1.t1)	-promoter-TSS (ID=HMEL006372g1.t1-E1;Parent=HMEL006372g1.t1)	7	ID=HMEL006372g1.t1-E1;Parent=HMEL006372g1.t1								
1239	Hmel211012	238015	238188	+	0	NA	promoter-TSS (ID=HMEL010348g1.t1-E2;Parent=HMEL010348g1.t1)	-promoter-TSS (ID=HMEL010348g1.t1-E2;Parent=HMEL010348g1.t1)	-683	ID=HMEL010348g1.t1-E2;Parent=HMEL010348g1.t1								
2764	Hmel221015	692015	692212	+	0	NA	Intergenic	Intergenic	8542	ID=HMEL008471g2.t1-E1;Parent=HMEL008471g2.t1								
2797	Hmel221019	95198	95575	+	0	NA	Intergenic	Intergenic	-1975	ID=HMEL035677g1.t1-E1;Parent=HMEL035677g1.t1								
769	Hmel208019	324339	324940	+	0	NA	Intergenic	Intergenic	15800	ID=HMEL009964g1.t1-E1;Parent=HMEL009964g1.t1								
1556	Hmel213044	526141	526932	+	0	NA	TTS (ID=HMEL016751g2.t1-E8;Parent=HMEL016751g2.t1)	-TTS (ID=HMEL016751g2.t1-E8;Parent=HMEL016751g2.t1)	-1329	ID=HMEL016751g2.t1-E9;Parent=HMEL016751g2.t1								
1181	Hmel211004	2111697	2112094	+	0	NA	Intergenic	Intergenic	-4449	ID=HMEL015137g1.t1-E1;Parent=HMEL015137g1.t1								
1809	Hmel215047	1407542	1408303	+	0	NA	Intergenic	Intergenic	-8694	ID=HMEL032905g1.t1-E1;Parent=HMEL032905g1.t1								
803	Hmel208051	1012848	1013110	+	0	NA	Intergenic	Intergenic	-4611	ID=HMEL008182g1.t1-E4;Parent=HMEL008182g1.t1								
2744	Hmel221015	379562	380117	+	0	NA	Intergenic	Intergenic	12208	ID=HMEL035653g1.t1-E6;Parent=HMEL035653g1.t1								
2559	Hmel221009	61647	61897	+	0	NA	Intergenic	Intergenic	7443	ID=HMEL035515g1.t1-E2;Parent=HMEL035515g1.t1								
1766	Hmel215032	60116	61141	+	0	NA	Intergenic	Intergenic	-17306	ID=HMEL016290g1.t1-E1;Parent=HMEL016290g1.t1								
60	Hmel201009	531823	532265	+	0	NA	Intergenic	Intergenic	-11688	ID=HMEL003948g1.t2-E1;Parent=HMEL003948g1.t2								
1245	Hmel211012	426308	427503	+	0	NA	Intergenic	Intergenic	2140	ID=HMEL010331g1.t1-E2;Parent=HMEL010331g1.t1								
1400	Hmel212011	587531	588015	+	0	NA	promoter-TSS (ID=HMEL031602g1.t1-E2;Parent=HMEL031602g1.t1)	-promoter-TSS (ID=HMEL031602g1.t1-E2;Parent=HMEL031602g1.t1)	-433	ID=HMEL031602g1.t1-E2;Parent=HMEL031602g1.t1								
1067	Hmel210011	3781464	3781813	+	0	NA	Intergenic	Intergenic	-24891	ID=HMEL015485g1.t1-E1;Parent=HMEL015485g1.t1								
691	Hmel207015	109279	110027	+	0	NA	promoter-TSS (ID=HMEL037636g1.t1-E4;Parent=HMEL037636g1.t1)	-promoter-TSS (ID=HMEL037636g1.t1-E4;Parent=HMEL037636g1.t1)	257	ID=HMEL037636g1.t1-E3;Parent=HMEL037636g1.t1								
2615	Hmel221012	405079	405417	+	0	NA	promoter-TSS (ID=HMEL012077g1.t1-E3;Parent=HMEL012077g1.t1)	-promoter-TSS (ID=HMEL012077g1.t1-E3;Parent=HMEL012077g1.t1)	-668	ID=HMEL012077g1.t1-E3;Parent=HMEL012077g1.t1								
1676	Hmel214008	878469	878714	+	0	NA	Intergenic	Intergenic	16100	ID=HMEL022040g6.t1-E1;Parent=HMEL022040g6.t1								
1388	Hmel212009	164989	165471	+	0	NA	Intergenic	Intergenic	-27874	ID=HMEL031553g1.t1-E1;Parent=HMEL031553g1.t1								
346	Hmel204017	792221	792380	+	0	NA	TTS (ID=HMEL008385g1.t1-E2;Parent=HMEL008385g1.t1)	-TTS (ID=HMEL008385g1.t1-E2;Parent=HMEL008385g1.t1)	633	ID=HMEL008385g1.t1-E2;Parent=HMEL008385g1.t1								
911	Hmel209007	4861905	4862136	+	0	NA	Intergenic	Intergenic	3513	ID=HMEL009672g1.t1-E1;Parent=HMEL009672g1.t1								
427	Hmel205013	168181	168987	+	0	NA	Intergenic	Intergenic	-5395	ID=HMEL008935g1.t1-E1;Parent=HMEL008935g1.t1								
2072	Hmel218005	226768	227480	+	0	NA	TTS (ID=HMEL034250g1.t1-E1;Parent=HMEL034250g1.t1)	-TTS (ID=HMEL034250g1.t1-E1;Parent=HMEL034250g1.t1)	363	ID=HMEL034250g1.t1-E1;Parent=HMEL034250g1.t1								
82	Hmel201009	3140006	3140364	+	0	NA	Intergenic	Intergenic	-8203	ID=HMEL030207g1.t1-E1;Parent=HMEL030207g1.t1								
2202	Hmel218018	9179129	9179683	+	0	NA	Intergenic	Intergenic	4580	ID=HMEL003749g1.t1-E2;Parent=HMEL003749g1.t1								
650	Hmel207003	18134	19298	+	0	NA	Intergenic	Intergenic	1636	ID=HMEL037514g1.t1-E2;Parent=HMEL037514g1.t1								
1154	Hmel211004	539478	539980	+	0	NA	Intergenic	Intergenic	-3530	ID=HMEL015252g1.t1-E3;Parent=HMEL015252g1.t1								
2624	Hmel221012	656538	657311	+	0	NA	promoter-TSS (ID=HMEL008824g1.t2-E1;Parent=HMEL008824g1.t2)	-promoter-TSS (ID=HMEL008824g1.t2-E1;Parent=HMEL008824g1.t2)	-58	ID=HMEL008824g1.t2-E1;Parent=HMEL008824g1.t2								
895	Hmel209007	3435388	3437587	+	0	NA	Intergenic	Intergenic	-2175	ID=HMEL006916g1.t1-E1;Parent=HMEL006916g1.t1								
1763	Hmel215033	82062	82393	+	0	NA	Intergenic	Intergenic	-5949	ID=HMEL004554g1.t1-E1;Parent=HMEL004554g1.t1								
69	Hmel201009	1753555	1754285	+	0	NA	Intergenic	Intergenic	19768	ID=HMEL030156g1.t1-E1;Parent=HMEL030156g1.t1								
1910	Hmel216015	65166	65572	+	0	NA	Intergenic	Intergenic	1481	ID=HMEL033626g1.t1-E2;Parent=HMEL033626g1.t1								
1157	Hmel211004	599437	600152	+	0	NA	Intergenic	Intergenic	6650	ID=HMEL015254g1.t2-E2;Parent=HMEL015254g1.t2								
1470	Hmel213004	1287589	1288281	+	0	NA	Intergenic	Intergenic	-1360	ID=HMEL031781g1.t1-E4;Parent=HMEL031781g1.t1								
2762	Hmel221015	606357	606952	+	0	NA	promoter-TSS (ID=HMEL008470g1.t1-E3;Parent=HMEL008470g1.t1)	-promoter-TSS (ID=HMEL008470g1.t1-E3;Parent=HMEL008470g1.t1)	-584	ID=HMEL008470g1.t1-E3;Parent=HMEL008470g1.t1								
224	Hmel202006	5425299	5425685	+	0	NA	Intergenic	Intergenic	-2188	ID=HMEL013278g1.t1-E1;Parent=HMEL013278g1.t1								
2711	Hmel221012	3042221	3043138	+	0	NA	Intergenic	Intergenic	-5060	ID=HMEL007231g1.t1-E1;Parent=HMEL007231g1.t1								
2100	Hmel218007	1035294	1035839	+	0	NA	TTS (ID=HMEL009748g2.t1-E1;Parent=HMEL009748g2.t1)	-TTS (ID=HMEL009748g2.t1-E1;Parent=HMEL009748g2.t1)	698	ID=HMEL009748g2.t1-E2;Parent=HMEL009748g2.t1								
1982	Hmel217004	3681859	3682599	+	0	NA	Intergenic	Intergenic	-2651	ID=HMEL010416g1.t1-E1;Parent=HMEL010416g1.t1								
1006	Hmel210009	686895	687457	+	0	NA	Intergenic	Intergenic	8071	ID=HMEL030807g1.t1-E3;Parent=HMEL030807g1.t1								
2393	Hmel220005	4265175	4266001	+	0	NA	Intergenic	Intergenic	-10092	ID=HMEL035202g1.t1-E1;Parent=HMEL035202g1.t1								
426	Hmel205013	156005	156337	+	0	NA	TTS (ID=HMEL008935g1.t1-E9;Parent=HMEL008935g1.t1)	-TTS (ID=HMEL008935g1.t1-E9;Parent=HMEL008935g1.t1)	1990	ID=HMEL008934g1.t1-E9;Parent=HMEL008934g1.t1								
996	Hmel210005	1157967	1158472	+	0	NA	Intergenic	Intergenic	-4138	ID=HMEL005817g1.t1-E1;Parent=HMEL005817g1.t1								
1435	Hmel212013	2776249	2777197	+	0	NA	promoter-TSS (ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1)	-promoter-TSS (ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1)	-62	ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1								
1840	Hmel216009	270741	271397	+	0	NA	Intergenic	Intergenic	3849	ID=HMEL033486g1.t1-E2;Parent=HMEL033486g1.t1								
279	Hmel203048	92746	92920	+	0	NA	promoter-TSS (ID=HMEL017000g1.t1-E2;Parent=HMEL017000g1.t1)	-promoter-TSS (ID=HMEL017000g1.t1-E2;Parent=HMEL017000g1.t1)	97	ID=HMEL017000g1.t1-E2;Parent=HMEL017000g1.t1								
2408	Hmel220005	5655948	5656116	+	0	NA	Intergenic	Intergenic	-52392	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
2069	Hmel218005	138428	139569	+	0	NA	Intergenic	Intergenic	2637	ID=HmGr1_1-E8;Parent=HmGr1_1								
956	Hmel210004	6294215	6295602	+	0	NA	Intergenic	Intergenic	-4560	ID=HMEL030720g1.t1-E1;Parent=HMEL030720g1.t1								
483	Hmel206006	406895	407072	+	0	NA	Intergenic	Intergenic	-20880	ID=HMEL012148g1.t1-E1;Parent=HMEL012148g1.t1								
498	Hmel206007	238208	238570	+	0	NA	Intergenic	Intergenic	20936	ID=HMEL006756g1.t1-E2;Parent=HMEL006756g1.t1								
629	Hmel207002	4946009	4946445	+	0	NA	Intergenic	Intergenic	34713	ID=HMEL037464g1.t1-E3;Parent=HMEL037464g1.t1								
