PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_eratoUnique_D1up.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_eratoUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2712	Herato1408	4294124	4294263	+	0	NA	Intergenic	Intergenic	-4067	ID=evm.model.Herato1408.153-E2;Parent=evm.model.Herato1408.153								
1562	Herato1007	2966094	2966570	+	0	NA	Intergenic	Intergenic	43617	ID=evm.model.Herato1007.106-E3;Parent=evm.model.Herato1007.106								
1426	Herato1005	193877	194546	+	0	NA	TTS (ID=evm.model.Herato1005.16-E5;Parent=evm.model.Herato1005.16)	-TTS (ID=evm.model.Herato1005.16-E5;Parent=evm.model.Herato1005.16)	1292	ID=evm.model.Herato1005.16-E5;Parent=evm.model.Herato1005.16								
257	Herato0606	9259065	9259395	+	0	NA	Intergenic	Intergenic	22413	ID=evm.model.Herato0606.302.1-E24;Parent=evm.model.Herato0606.302.1								
3451	Herato0403	382876	383086	+	0	NA	Intergenic	Intergenic	2026	ID=evm.model.Herato0403.8-E12;Parent=evm.model.Herato0403.8								
1358	Herato1003	5290323	5290697	+	0	NA	Intergenic	Intergenic	-8545	ID=evm.model.Herato1003.173-E2;Parent=evm.model.Herato1003.173								
951	Herato0211	604444	604757	+	0	NA	Intergenic	Intergenic	9649	ID=evm.model.Herato0211.32.2-E19;Parent=evm.model.Herato0211.32.2								
782	Herato0801	4195708	4196677	+	0	NA	Intergenic	Intergenic	-4589	ID=evm.model.Herato0801.88-E1;Parent=evm.model.Herato0801.88								
85	Herato0101	8712368	8712560	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.259-E4;Parent=evm.model.Herato0101.259)	-promoter-TSS (ID=evm.model.Herato0101.259-E4;Parent=evm.model.Herato0101.259)	-843	ID=evm.model.Herato0101.259-E4;Parent=evm.model.Herato0101.259								
3647	Herato0503	7524324	7524610	+	0	NA	Intergenic	Intergenic	-3985	ID=evm.model.Herato0503.275-E3;Parent=evm.model.Herato0503.275								
809	Herato0801	5229232	5229756	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.113-E1;Parent=evm.model.Herato0801.113)	-promoter-TSS (ID=evm.model.Herato0801.113-E1;Parent=evm.model.Herato0801.113)	-177	ID=evm.model.Herato0801.113-E1;Parent=evm.model.Herato0801.113								
2200	Herato2001	11515414	11516232	+	0	NA	Intergenic	Intergenic	6260	ID=evm.model.Herato2001.440-E1;Parent=evm.model.Herato2001.440								
1156	Herato0901	12411332	12411898	+	0	NA	Intergenic	Intergenic	-3134	ID=evm.model.Herato0901.374-E1;Parent=evm.model.Herato0901.374								
2281	Herato1703	888110	888522	+	0	NA	TTS (ID=evm.model.Herato1703.16-E4;Parent=evm.model.Herato1703.16)	-TTS (ID=evm.model.Herato1703.16-E4;Parent=evm.model.Herato1703.16)	330	ID=evm.model.Herato1703.16-E4;Parent=evm.model.Herato1703.16								
1557	Herato1807	2058980	2059716	+	0	NA	Intergenic	Intergenic	-11902	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
1486	Herato1523	4213	4731	+	0	NA	NA	NA	NA	NA								
425	Herato1411	6906979	6907764	+	0	NA	Intergenic	Intergenic	-18431	ID=evm.model.Herato1411.255-E1;Parent=evm.model.Herato1411.255								
3614	Herato0310	6034322	6034911	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.150-E1;Parent=evm.model.Herato0310.150)	-promoter-TSS (ID=evm.model.Herato0310.150-E1;Parent=evm.model.Herato0310.150)	-57	ID=evm.model.Herato0310.151-E1;Parent=evm.model.Herato0310.151								
3057	Herato1908	299154	299424	+	0	NA	Intergenic	Intergenic	-9614	ID=evm.model.Herato1908.15.2-E2;Parent=evm.model.Herato1908.15.2								
2056	Herato1202	10626831	10627165	+	0	NA	Intergenic	Intergenic	-14851	ID=evm.model.Herato1202.425-E1;Parent=evm.model.Herato1202.425								
3812	Herato1908	1572058	1572254	+	0	NA	TTS (ID=evm.model.Herato1908.50-E5;Parent=evm.model.Herato1908.50)	-TTS (ID=evm.model.Herato1908.50-E5;Parent=evm.model.Herato1908.50)	426	ID=evm.model.Herato1908.50-E5;Parent=evm.model.Herato1908.50								
736	Herato0101	12187977	12188612	+	0	NA	Intergenic	Intergenic	-12458	ID=evm.model.Herato0101.392-E1;Parent=evm.model.Herato0101.392								
3607	Herato0301	4376960	4377422	+	0	NA	Intergenic	Intergenic	16780	ID=evm.model.Herato0301.106-E2;Parent=evm.model.Herato0301.106								
2876	Herato2001	5693122	5693455	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.199-E19;Parent=evm.model.Herato2001.199)	-promoter-TSS (ID=evm.model.Herato2001.199-E19;Parent=evm.model.Herato2001.199)	43	ID=evm.model.Herato2001.199-E19;Parent=evm.model.Herato2001.199								
539	Herato0701	10317733	10317943	+	0	NA	Intergenic	Intergenic	-7494	ID=evm.model.Herato0701.426-E2;Parent=evm.model.Herato0701.426								
3648	Herato2101	1109645	1109861	+	0	NA	Intergenic	Intergenic	5461	ID=evm.model.Herato2101.42-E2;Parent=evm.model.Herato2101.42								
3428	Herato1708	161483	161650	+	0	NA	Intergenic	Intergenic	-2981	ID=evm.model.Herato1708.11-E2;Parent=evm.model.Herato1708.11								
781	Herato0801	4189569	4190005	+	0	NA	TTS (ID=evm.model.Herato0801.88-E2;Parent=evm.model.Herato0801.88)	-TTS (ID=evm.model.Herato0801.88-E2;Parent=evm.model.Herato0801.88)	975	ID=evm.model.Herato0801.88-E2;Parent=evm.model.Herato0801.88								
2847	Herato1904	6984013	6984248	+	0	NA	Intergenic	Intergenic	-3970	ID=evm.model.Herato1904.252-E1;Parent=evm.model.Herato1904.252								
3233	Herato1703	576311	576742	+	0	NA	Intergenic	Intergenic	3288	ID=evm.model.Herato1703.3.1-E1;Parent=evm.model.Herato1703.3.1								
3015	Herato1507	7754381	7754610	+	0	NA	Intergenic	Intergenic	-9885	ID=evm.model.Herato1507.273-E5;Parent=evm.model.Herato1507.273								
3339	Herato2001	7314395	7314631	+	0	NA	TTS (ID=evm.model.Herato2001.284-E5;Parent=evm.model.Herato2001.284)	-TTS (ID=evm.model.Herato2001.284-E5;Parent=evm.model.Herato2001.284)	783	ID=evm.model.Herato2001.284.1-E6;Parent=evm.model.Herato2001.284.1								
1950	Herato1603	2446372	2446933	+	0	NA	Intergenic	Intergenic	2584	ID=evm.model.Herato1603.66-E11;Parent=evm.model.Herato1603.66								
2865	Herato1605	4469231	4470022	+	0	NA	Intergenic	Intergenic	-7667	ID=evm.model.Herato1605.137-E1;Parent=evm.model.Herato1605.137								
1698	Herato2101	15950139	15950493	+	0	NA	Intergenic	Intergenic	4192	ID=evm.model.Herato2101.494-E1;Parent=evm.model.Herato2101.494								
520	Herato0101	11125180	11125332	+	0	NA	Intergenic	Intergenic	38946	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
2782	Herato2101	4533986	4534360	+	0	NA	Intergenic	Intergenic	-8066	ID=evm.model.Herato2101.147.1-E1;Parent=evm.model.Herato2101.147.1								
2037	Herato1202	9463483	9463678	+	0	NA	Intergenic	Intergenic	1096	ID=evm.model.Herato1202.390-E1;Parent=evm.model.Herato1202.390								
532	Herato0701	10079177	10079373	+	0	NA	Intergenic	Intergenic	-6502	ID=evm.model.Herato0701.409.3-E2;Parent=evm.model.Herato0701.409.3								
1193	Herato1001	951459	951913	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.43-E1;Parent=evm.model.Herato1001.43)	-promoter-TSS (ID=evm.model.Herato1001.43-E1;Parent=evm.model.Herato1001.43)	-85	ID=evm.model.Herato1001.43-E1;Parent=evm.model.Herato1001.43								
2455	Herato2101	12042452	12042888	+	0	NA	Intergenic	Intergenic	48957	ID=evm.model.Herato2101.399-E2;Parent=evm.model.Herato2101.399								
55	Herato0101	8438002	8438224	+	0	NA	Intergenic	Intergenic	66423	ID=evm.model.Herato0101.252.1-E5;Parent=evm.model.Herato0101.252.1								
3592	Herato2101	6409804	6410061	+	0	NA	Intergenic	Intergenic	-3494	ID=evm.model.Herato2101.219-E1;Parent=evm.model.Herato2101.219								
1890	Herato1910	1314431	1314971	+	0	NA	Intergenic	Intergenic	-7864	ID=evm.model.Herato1910.97-E1;Parent=evm.model.Herato1910.97								
1681	Herato1108	3428147	3429470	+	0	NA	Intergenic	Intergenic	-1637	ID=evm.model.Herato1108.113-E7;Parent=evm.model.Herato1108.113								
57	Herato1301	15322456	15322772	+	0	NA	Intergenic	Intergenic	-5954	ID=evm.model.Herato1301.569.1-E8;Parent=evm.model.Herato1301.569.1								
2642	Herato1805	8094874	8095294	+	0	NA	Intergenic	Intergenic	-15620	ID=evm.model.Herato1805.236-E2;Parent=evm.model.Herato1805.236								
872	Herato0821	518311	518678	+	0	NA	Intergenic	Intergenic	2350	ID=evm.model.Herato0821.32-E4;Parent=evm.model.Herato0821.32								
2354	Herato1301	6392289	6392761	+	0	NA	Intergenic	Intergenic	-5287	ID=evm.model.Herato1301.224-E2;Parent=evm.model.Herato1301.224								
3790	Herato0503	5409220	5409580	+	0	NA	Intergenic	Intergenic	-1346	ID=evm.model.Herato0503.178-E6;Parent=evm.model.Herato0503.178								
3479	Herato0215	6601	6865	+	0	NA	Intergenic	Intergenic	-4127	ID=evm.model.Herato0215.1.1-E7;Parent=evm.model.Herato0215.1.1								
3660	Herato0503	5297322	5297794	+	0	NA	Intergenic	Intergenic	-5237	ID=evm.model.Herato0503.170.1-E1;Parent=evm.model.Herato0503.170.1								
3435	Herato1910	3305253	3305479	+	0	NA	Intergenic	Intergenic	5193	ID=evm.model.Herato1910.158-E5;Parent=evm.model.Herato1910.158								
1146	Herato1301	2411890	2412191	+	0	NA	Intergenic	Intergenic	13615	ID=evm.model.Herato1301.60-E4;Parent=evm.model.Herato1301.60								
395	Herato0701	3753589	3753780	+	0	NA	Intergenic	Intergenic	-11178	ID=evm.model.Herato0701.179.1-E2;Parent=evm.model.Herato0701.179.1								
89	Herato0606	661368	662137	+	0	NA	TTS (ID=evm.model.Herato0606.20-E6;Parent=evm.model.Herato0606.20)	-TTS (ID=evm.model.Herato0606.20-E6;Parent=evm.model.Herato0606.20)	990	ID=evm.model.Herato0606.20.3-E6;Parent=evm.model.Herato0606.20.3								
175	Herato0101	872407	872825	+	0	NA	Intergenic	Intergenic	-57585	ID=evm.model.Herato0101.18-E1;Parent=evm.model.Herato0101.18								
584	Herato0701	12361283	12361769	+	0	NA	Intergenic	Intergenic	-1148	ID=evm.model.Herato0701.579-E1;Parent=evm.model.Herato0701.579								
3307	Herato1904	8316230	8316738	+	0	NA	Intergenic	Intergenic	18848	ID=evm.model.Herato1904.276-E1;Parent=evm.model.Herato1904.276								
988	Herato0901	2194890	2195186	+	0	NA	Intergenic	Intergenic	17329	ID=evm.model.Herato0901.75-E2;Parent=evm.model.Herato0901.75								
35	Herato1801	4385500	4385703	+	0	NA	Intergenic	Intergenic	29209	ID=evm.model.Herato1801.151-E8;Parent=evm.model.Herato1801.151								
3584	Herato2101	5880784	5881101	+	0	NA	Intergenic	Intergenic	5628	ID=evm.model.Herato2101.204-E22;Parent=evm.model.Herato2101.204								
2453	Herato1801	4406866	4407483	+	0	NA	Intergenic	Intergenic	-11409	ID=evm.model.Herato1801.152-E1;Parent=evm.model.Herato1801.152								
2295	Herato1301	2455687	2456028	+	0	NA	Intergenic	Intergenic	-2223	ID=evm.model.Herato1301.60-E3;Parent=evm.model.Herato1301.60								
1882	Herato1601	4296183	4296498	+	0	NA	Intergenic	Intergenic	98752	ID=evm.model.Herato1601.84-E16;Parent=evm.model.Herato1601.84								
1550	Herato1007	2055818	2055988	+	0	NA	Intergenic	Intergenic	-2247	ID=evm.model.Herato1007.86.3-E1;Parent=evm.model.Herato1007.86.3								
1454	Herato1301	22752153	22752600	+	0	NA	Intergenic	Intergenic	8764	ID=evm.model.Herato1301.767-E13;Parent=evm.model.Herato1301.767								
1421	Herato1805	5241427	5242131	+	0	NA	Intergenic	Intergenic	1582	ID=evm.model.Herato1805.135-E5;Parent=evm.model.Herato1805.135								
2827	Herato1901	2251886	2252128	+	0	NA	Intergenic	Intergenic	-17866	ID=evm.model.Herato1901.66.1-E1;Parent=evm.model.Herato1901.66.1								
665	Herato1202	46860	47268	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.1-E11;Parent=evm.model.Herato1202.1)	-promoter-TSS (ID=evm.model.Herato1202.1-E11;Parent=evm.model.Herato1202.1)	-944	ID=evm.model.Herato1202.1-E11;Parent=evm.model.Herato1202.1								
3021	Herato1904	8244438	8245122	+	0	NA	Intergenic	Intergenic	-47670	ID=evm.model.Herato1904.275-E1;Parent=evm.model.Herato1904.275								
2758	Herato1807	3246792	3247061	+	0	NA	Intergenic	Intergenic	-9840	ID=evm.model.Herato1807.63-E1;Parent=evm.model.Herato1807.63								
1476	Herato1005	3073374	3073850	+	0	NA	TTS (ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156)	-TTS (ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156)	520	ID=evm.model.Herato1005.156-E2;Parent=evm.model.Herato1005.156								
2533	Herato0301	3404904	3405456	+	0	NA	Intergenic	Intergenic	-4396	ID=evm.model.Herato0301.89-E1;Parent=evm.model.Herato0301.89								
1207	Herato1001	1971764	1971952	+	0	NA	Intergenic	Intergenic	2770	ID=evm.model.Herato1001.69.1-E1;Parent=evm.model.Herato1001.69.1								
2641	Herato1301	23652246	23652621	+	0	NA	Intergenic	Intergenic	-6862	ID=evm.model.Herato1301.796-E2;Parent=evm.model.Herato1301.796								
2670	Herato1805	9764525	9765728	+	0	NA	Intergenic	Intergenic	65168	ID=evm.model.Herato1805.290-E1;Parent=evm.model.Herato1805.290								
3007	Herato1507	7153321	7153571	+	0	NA	Intergenic	Intergenic	6415	ID=evm.model.Herato1507.251-E1;Parent=evm.model.Herato1507.251								
1584	Herato1007	3501025	3501343	+	0	NA	Intergenic	Intergenic	2278	ID=evm.model.Herato1007.130-E3;Parent=evm.model.Herato1007.130								
904	Herato0101	13374781	13377183	+	0	NA	Intergenic	Intergenic	5189	ID=evm.model.Herato0101.461-E1;Parent=evm.model.Herato0101.461								
930	Herato0821	2994236	2994510	+	0	NA	Intergenic	Intergenic	-8587	ID=evm.model.Herato0821.119-E4;Parent=evm.model.Herato0821.119								
1675	Herato1505	83255	83505	+	0	NA	Intergenic	Intergenic	-1977	ID=evm.model.Herato1505.4-E1;Parent=evm.model.Herato1505.4								
649	Herato1108	13567739	13568200	+	0	NA	Intergenic	Intergenic	-11765	ID=evm.model.Herato1108.573.1-E1;Parent=evm.model.Herato1108.573.1								
2972	Herato2001	19303820	19304029	+	0	NA	Intergenic	Intergenic	-47013	ID=evm.model.Herato2001.743.2-E1;Parent=evm.model.Herato2001.743.2								
2150	Herato1701	4122843	4123204	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.94-E6;Parent=evm.model.Herato1701.94)	-promoter-TSS (ID=evm.model.Herato1701.94-E6;Parent=evm.model.Herato1701.94)	221	ID=evm.model.Herato1701.94-E5;Parent=evm.model.Herato1701.94								
1318	Herato1505	2232049	2232896	+	0	NA	Intergenic	Intergenic	73887	ID=evm.model.Herato1505.86-E14;Parent=evm.model.Herato1505.86								
648	Herato0701	15044763	15045315	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.670-E2;Parent=evm.model.Herato0701.670)	-promoter-TSS (ID=evm.model.Herato0701.670-E2;Parent=evm.model.Herato0701.670)	-944	ID=evm.model.Herato0701.670-E2;Parent=evm.model.Herato0701.670								
642	Herato0701	14752237	14752754	+	0	NA	Intergenic	Intergenic	-130338	ID=evm.model.Herato0701.666.3-E1;Parent=evm.model.Herato0701.666.3								
2006	Herato1202	7958517	7958870	+	0	NA	Intergenic	Intergenic	-8728	ID=evm.model.Herato1202.319-E2;Parent=evm.model.Herato1202.319								
2245	Herato1202	20217686	20218273	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.819-E12;Parent=evm.model.Herato1202.819)	-promoter-TSS (ID=evm.model.Herato1202.819-E12;Parent=evm.model.Herato1202.819)	-469	ID=evm.model.Herato1202.819.1-E13;Parent=evm.model.Herato1202.819.1								
3178	Herato0403	456270	456767	+	0	NA	Intergenic	Intergenic	5401	ID=evm.model.Herato0403.9-E4;Parent=evm.model.Herato0403.9								
1764	Herato1904	5923328	5923695	+	0	NA	Intergenic	Intergenic	-1088	ID=evm.model.Herato1904.212-E7;Parent=evm.model.Herato1904.212								
3348	Herato0215	2925140	2925644	+	0	NA	Intergenic	Intergenic	2508	ID=evm.model.Herato0215.117.1-E20;Parent=evm.model.Herato0215.117.1								
2130	Herato1202	14922359	14922913	+	0	NA	Intergenic	Intergenic	-36351	ID=evm.model.Herato1202.576-E1;Parent=evm.model.Herato1202.576								
1908	Herato1705	2596317	2596645	+	0	NA	Intergenic	Intergenic	-3653	ID=evm.model.Herato1705.94.1-E1;Parent=evm.model.Herato1705.94.1								
1028	Herato0901	3821235	3822071	+	0	NA	Intergenic	Intergenic	-15966	ID=evm.model.Herato0901.93-E1;Parent=evm.model.Herato0901.93								
1589	Herato1411	408258	408705	+	0	NA	Intergenic	Intergenic	-10640	ID=evm.model.Herato1411.5_evm.model.Herato1411.6.1-E1;Parent=evm.model.Herato1411.5_evm.model.Herato1411.6.1								
198	Herato0606	6126897	6127313	+	0	NA	Intergenic	Intergenic	9559	ID=evm.model.Herato0606.213-E5;Parent=evm.model.Herato0606.213								
2792	Herato2001	7380589	7380822	+	0	NA	Intergenic	Intergenic	-4785	ID=evm.model.Herato2001.291.2-E1;Parent=evm.model.Herato2001.291.2								
2550	Herato1301	19219550	19220089	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.670-E4;Parent=evm.model.Herato1301.670)	-promoter-TSS (ID=evm.model.Herato1301.670-E4;Parent=evm.model.Herato1301.670)	-629	ID=evm.model.Herato1301.670-E4;Parent=evm.model.Herato1301.670								
1718	Herato1108	6225044	6225252	+	0	NA	Intergenic	Intergenic	4120	ID=evm.model.Herato1108.263.1-E1;Parent=evm.model.Herato1108.263.1								
1098	Herato0901	8702822	8703409	+	0	NA	Intergenic	Intergenic	-2631	ID=evm.model.Herato0901.278-E3;Parent=evm.model.Herato0901.278								
1059	Herato2001	12401037	12401351	+	0	NA	Intergenic	Intergenic	-3201	ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468								
2683	Herato1805	10254968	10255701	+	0	NA	Intergenic	Intergenic	4230	ID=evm.model.Herato1805.295-E2;Parent=evm.model.Herato1805.295								
3003	Herato1507	6977621	6977900	+	0	NA	Intergenic	Intergenic	-15862	ID=evm.model.Herato1507.248-E1;Parent=evm.model.Herato1507.248								
3713	Herato1904	5302569	5302905	+	0	NA	TTS (ID=evm.model.Herato1904.187-E4;Parent=evm.model.Herato1904.187)	-TTS (ID=evm.model.Herato1904.187-E4;Parent=evm.model.Herato1904.187)	107	ID=evm.model.Herato1904.187.5-E3;Parent=evm.model.Herato1904.187.5								
3349	Herato0215	755111	755347	+	0	NA	Intergenic	Intergenic	18787	ID=evm.model.Herato0215.22-E1;Parent=evm.model.Herato0215.22								
3644	Herato1805	8354429	8355032	+	0	NA	Intergenic	Intergenic	-1723	ID=evm.model.Herato1805.247-E1;Parent=evm.model.Herato1805.247								
913	Herato1202	12205089	12205266	+	0	NA	Intergenic	Intergenic	-21643	ID=evm.model.Herato1202.469-E1;Parent=evm.model.Herato1202.469								
2019	Herato1801	2041831	2042649	+	0	NA	Intergenic	Intergenic	3424	ID=evm.model.Herato1801.85.1-E1;Parent=evm.model.Herato1801.85.1								
2665	Herato0310	8216586	8216858	+	0	NA	Intergenic	Intergenic	-4898	ID=evm.model.Herato0310.222.1-E3;Parent=evm.model.Herato0310.222.1								
202	Herato1805	8268481	8268789	+	0	NA	Intergenic	Intergenic	-1838	ID=evm.model.Herato1805.245-E1;Parent=evm.model.Herato1805.245								
361	Herato0701	2945986	2946694	+	0	NA	Intergenic	Intergenic	-4863	ID=evm.model.Herato0701.163-E27;Parent=evm.model.Herato0701.163								
2468	Herato1904	527948	528177	+	0	NA	Intergenic	Intergenic	9981	ID=evm.model.Herato1904.20-E3;Parent=evm.model.Herato1904.20								
184	Herato1301	22996140	22996471	+	0	NA	Intergenic	Intergenic	-57140	ID=evm.model.Herato1301.770-E1;Parent=evm.model.Herato1301.770								
3282	Herato2001	4055828	4056047	+	0	NA	Intergenic	Intergenic	7191	ID=evm.model.Herato2001.133-E6;Parent=evm.model.Herato2001.133								
776	Herato0801	4108768	4109422	+	0	NA	exon (ID=evm.model.Herato0801.87-E3;Parent=evm.model.Herato0801.87, exon 1 of 1)	-exon (ID=evm.model.Herato0801.87-E3;Parent=evm.model.Herato0801.87, exon 1 of 1)	827	ID=evm.model.Herato0801.87-E3;Parent=evm.model.Herato0801.87								
3738	Herato1807	593765	594696	+	0	NA	Intergenic	Intergenic	10808	ID=evm.model.Herato1807.10-E1;Parent=evm.model.Herato1807.10								
2183	Herato1701	5352043	5353622	+	0	NA	Intergenic	Intergenic	-4883	ID=evm.model.Herato1701.143-E1;Parent=evm.model.Herato1701.143								
1819	Herato1108	12277275	12277543	+	0	NA	Intergenic	Intergenic	-14790	ID=evm.model.Herato1108.518-E1;Parent=evm.model.Herato1108.518								
1459	Herato1108	12291686	12292358	+	0	NA	Intergenic	Intergenic	-29403	ID=evm.model.Herato1108.518-E1;Parent=evm.model.Herato1108.518								
1570	Herato1202	3858299	3859099	+	0	NA	Intergenic	Intergenic	-5548	ID=evm.model.Herato1202.138-E2;Parent=evm.model.Herato1202.138								
2673	Herato1908	1659563	1659731	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.54-E10;Parent=evm.model.Herato1908.54)	-promoter-TSS (ID=evm.model.Herato1908.54-E10;Parent=evm.model.Herato1908.54)	77	ID=evm.model.Herato1908.54.4-E7;Parent=evm.model.Herato1908.54.4								
1984	Herato1202	7198588	7199085	+	0	NA	Intergenic	Intergenic	6481	ID=evm.model.Herato1202.286-E1;Parent=evm.model.Herato1202.286								
1269	Herato1301	12395190	12395686	+	0	NA	TTS (ID=evm.model.Herato1301.484-E1;Parent=evm.model.Herato1301.484)	-TTS (ID=evm.model.Herato1301.484-E1;Parent=evm.model.Herato1301.484)	657	ID=evm.model.Herato1301.484-E1;Parent=evm.model.Herato1301.484								
181	Herato1005	1690343	1691030	+	0	NA	Intergenic	Intergenic	-9260	ID=evm.model.Herato1005.83-E3;Parent=evm.model.Herato1005.83								
412	Herato0701	4268161	4268637	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.203-E2;Parent=evm.model.Herato0701.203)	-promoter-TSS (ID=evm.model.Herato0701.203-E2;Parent=evm.model.Herato0701.203)	-990	ID=evm.model.Herato0701.203-E2;Parent=evm.model.Herato0701.203								
307	Herato0101	10194848	10195020	+	0	NA	Intergenic	Intergenic	3828	ID=evm.model.Herato0101.296-E2;Parent=evm.model.Herato0101.296								
3472	Herato2101	5700394	5700662	+	0	NA	Intergenic	Intergenic	-1275	ID=evm.model.Herato2101.195-E4;Parent=evm.model.Herato2101.195								
1671	Herato1108	2888113	2889383	+	0	NA	Intergenic	Intergenic	-4687	ID=evm.model.Herato1108.89.1-E3;Parent=evm.model.Herato1108.89.1								
2041	Herato2001	2591653	2592914	+	0	NA	Intergenic	Intergenic	-9066	ID=evm.model.Herato2001.78-E1;Parent=evm.model.Herato2001.78								
1467	Herato0204	632046	632291	+	0	NA	Intergenic	Intergenic	-1881	ID=evm.model.Herato0204.27.2-E2;Parent=evm.model.Herato0204.27.2								
1463	Herato1805	7355160	7356171	+	0	NA	Intergenic	Intergenic	-3986	ID=evm.model.Herato1805.219-E2;Parent=evm.model.Herato1805.219								
830	Herato0801	5869372	5870191	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.163-E7;Parent=evm.model.Herato0801.163)	-promoter-TSS (ID=evm.model.Herato0801.163-E7;Parent=evm.model.Herato0801.163)	-303	ID=evm.model.Herato0801.163-E7;Parent=evm.model.Herato0801.163								
154	Herato1005	432418	433510	+	0	NA	Intergenic	Intergenic	-15570	ID=evm.model.Herato1005.31-E1;Parent=evm.model.Herato1005.31								
3721	Herato1901	2128765	2129139	+	0	NA	Intergenic	Intergenic	16339	ID=evm.model.Herato1901.62-E1;Parent=evm.model.Herato1901.62								
2893	Herato1904	2117275	2117565	+	0	NA	Intergenic	Intergenic	8480	ID=evm.model.Herato1904.76-E1;Parent=evm.model.Herato1904.76								
2062	Herato1202	10763933	10764524	+	0	NA	Intergenic	Intergenic	4868	ID=evm.model.Herato1202.428-E1;Parent=evm.model.Herato1202.428								
1101	Herato1301	590873	591307	+	0	NA	Intergenic	Intergenic	-3091	ID=evm.model.Herato1301.19-E1;Parent=evm.model.Herato1301.19								
2801	Herato1605	107939	108110	+	0	NA	TTS (ID=evm.model.Herato1605.6-E2;Parent=evm.model.Herato1605.6)	-TTS (ID=evm.model.Herato1605.6-E2;Parent=evm.model.Herato1605.6)	1414	ID=evm.model.Herato1605.6-E2;Parent=evm.model.Herato1605.6								
704	Herato0101	12005399	12006225	+	0	NA	Intergenic	Intergenic	39268	ID=evm.model.Herato0101.380-E6;Parent=evm.model.Herato0101.380								
326	Herato1807	4716434	4717196	+	0	NA	Intergenic	Intergenic	-12986	ID=evm.model.Herato1807.113.1-E1;Parent=evm.model.Herato1807.113.1								
1462	Herato1108	12396967	12397155	+	0	NA	Intergenic	Intergenic	6609	ID=evm.model.Herato1108.520-E2;Parent=evm.model.Herato1108.520								
1165	Herato0904	353430	354103	+	0	NA	Intergenic	Intergenic	-9027	ID=evm.model.Herato0904.24-E3;Parent=evm.model.Herato0904.24								
2886	Herato1505	2035632	2037291	+	0	NA	Intergenic	Intergenic	-31474	ID=evm.model.Herato1505.84-E1;Parent=evm.model.Herato1505.84								
2543	Herato0301	4316354	4317136	+	0	NA	Intergenic	Intergenic	77226	ID=evm.model.Herato0301.106-E2;Parent=evm.model.Herato0301.106								
681	Herato0701	16676066	16676309	+	0	NA	Intergenic	Intergenic	-6180	ID=evm.model.Herato0701.705.1-E2;Parent=evm.model.Herato0701.705.1								
335	Herato0701	1358892	1360361	+	0	NA	Intergenic	Intergenic	1775	ID=evm.model.Herato0701.54-E3;Parent=evm.model.Herato0701.54								
3062	Herato0503	6540981	6541391	+	0	NA	Intergenic	Intergenic	13284	ID=evm.model.Herato0503.229-E10;Parent=evm.model.Herato0503.229								
1029	Herato0901	3992880	3993587	+	0	NA	Intergenic	Intergenic	-37713	ID=evm.model.Herato0901.99-E1;Parent=evm.model.Herato0901.99								
3531	Herato0503	2940996	2941146	+	0	NA	TTS (ID=evm.model.Herato0503.111-E3;Parent=evm.model.Herato0503.111)	-TTS (ID=evm.model.Herato0503.111-E3;Parent=evm.model.Herato0503.111)	1870	ID=evm.model.Herato0503.111-E3;Parent=evm.model.Herato0503.111								
2715	Herato1807	1812662	1812908	+	0	NA	Intergenic	Intergenic	14189	ID=evm.model.Herato1807.38-E2;Parent=evm.model.Herato1807.38								
5	Herato0508	807736	807959	+	0	NA	Intergenic	Intergenic	32826	ID=evm.model.Herato0508.43-E2;Parent=evm.model.Herato0508.43								
3292	Herato1605	4185878	4186454	+	0	NA	Intergenic	Intergenic	19376	ID=evm.model.Herato1605.123-E2;Parent=evm.model.Herato1605.123								
