PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_eratoUnique_D2up.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_eratoUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1272	Herato1202	2030003	2030442	+	0	NA	Intergenic	Intergenic	-13587	ID=evm.model.Herato1202.72-E2;Parent=evm.model.Herato1202.72								
1663	Herato0901	2161193	2161644	+	0	NA	Intergenic	Intergenic	-15662	ID=evm.model.Herato0901.75-E1;Parent=evm.model.Herato0901.75								
5614	Herato1605	1145861	1146166	+	0	NA	Intergenic	Intergenic	2429	ID=evm.model.Herato1605.37-E2;Parent=evm.model.Herato1605.37								
3818	Herato1507	4543314	4543612	+	0	NA	Intergenic	Intergenic	-19752	ID=evm.model.Herato1507.156-E1;Parent=evm.model.Herato1507.156								
2888	Herato1505	326601	327149	+	0	NA	Intergenic	Intergenic	11817	ID=evm.model.Herato1505.21.1-E1;Parent=evm.model.Herato1505.21.1								
469	Herato1005	3236320	3237243	+	0	NA	Intergenic	Intergenic	8182	ID=evm.model.Herato1005.164-E1;Parent=evm.model.Herato1005.164								
5716	Herato1605	4136846	4137297	+	0	NA	Intergenic	Intergenic	60322	ID=evm.model.Herato1605.122-E4;Parent=evm.model.Herato1605.122								
635	Herato1007	2743419	2743622	+	0	NA	Intergenic	Intergenic	1816	ID=evm.model.Herato1007.97-E2;Parent=evm.model.Herato1007.97								
6350	Herato1807	847380	849334	+	0	NA	Intergenic	Intergenic	-11870	ID=evm.model.Herato1807.14-E2;Parent=evm.model.Herato1807.14								
1088	Herato0701	10925078	10925409	+	0	NA	Intergenic	Intergenic	-3578	ID=evm.model.Herato0701.467.2-E1;Parent=evm.model.Herato0701.467.2								
5373	Herato1601	1541158	1541999	+	0	NA	Intergenic	Intergenic	-1057	ID=evm.model.Herato1601.50-E4;Parent=evm.model.Herato1601.50								
1566	Herato0821	3414690	3414910	+	0	NA	Intergenic	Intergenic	65679	ID=novel_model_96-E1;Parent=novel_model_96								
979	Herato0701	8888766	8889118	+	0	NA	Intergenic	Intergenic	-136639	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
3950	Herato2001	13825196	13825576	+	0	NA	Intergenic	Intergenic	13973	ID=evm.model.Herato2001.550-E6;Parent=evm.model.Herato2001.550								
3737	Herato1202	14490877	14491448	+	0	NA	Intergenic	Intergenic	-6298	ID=evm.model.Herato1202.552.1-E2;Parent=evm.model.Herato1202.552.1								
709	Herato0101	10242408	10243137	+	0	NA	Intergenic	Intergenic	2147	ID=evm.model.Herato0101.297-E3;Parent=evm.model.Herato0101.297								
3603	Herato1605	2669007	2669272	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.175-E10;Parent=evm.model.Herato1605.175)	-promoter-TSS (ID=evm.model.Herato1605.175-E10;Parent=evm.model.Herato1605.175)	-81	ID=evm.model.Herato1605.175-E9;Parent=evm.model.Herato1605.175								
40	Herato0508	1781102	1781432	+	0	NA	Intergenic	Intergenic	16329	ID=evm.model.Herato0508.67.1-E9;Parent=evm.model.Herato0508.67.1								
310	Herato1005	345873	346339	+	0	NA	Intergenic	Intergenic	-1956	ID=evm.model.Herato1005.30-E5;Parent=evm.model.Herato1005.30								
192	Herato0101	8761013	8761332	+	0	NA	Intergenic	Intergenic	-18450	ID=evm.model.Herato0101.261.5-E1;Parent=evm.model.Herato0101.261.5								
1115	Herato0701	11537653	11537803	+	0	NA	Intergenic	Intergenic	28309	ID=evm.model.Herato0701.496-E2;Parent=evm.model.Herato0701.496								
5626	Herato1901	1691974	1692131	+	0	NA	Intergenic	Intergenic	9718	ID=evm.model.Herato1901.41-E2;Parent=evm.model.Herato1901.41								
4421	Herato1301	17511137	17511479	+	0	NA	Intergenic	Intergenic	24892	ID=evm.model.Herato1301.619-E5;Parent=evm.model.Herato1301.619								
4406	Herato1701	1638353	1639363	+	0	NA	Intergenic	Intergenic	-18753	ID=evm.model.Herato1701.54-E1;Parent=evm.model.Herato1701.54								
4320	Herato1505	333762	333957	+	0	NA	Intergenic	Intergenic	-6205	ID=evm.model.Herato1505.21-E2;Parent=evm.model.Herato1505.21								
4262	Herato1301	11920314	11920513	+	0	NA	Intergenic	Intergenic	-4067	ID=evm.model.Herato1301.469-E1;Parent=evm.model.Herato1301.469								
3529	Herato1605	323458	324617	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.24-E2;Parent=evm.model.Herato1605.24)	-promoter-TSS (ID=evm.model.Herato1605.24-E2;Parent=evm.model.Herato1605.24)	59	ID=evm.model.Herato1605.24-E2;Parent=evm.model.Herato1605.24								
4303	Herato2101	11417316	11417940	+	0	NA	Intergenic	Intergenic	-1871	ID=evm.model.Herato2101.386-E2;Parent=evm.model.Herato2101.386								
3764	Herato0301	4264013	4264376	+	0	NA	Intergenic	Intergenic	-26648	ID=evm.model.Herato0301.105-E1;Parent=evm.model.Herato0301.105								
2293	Herato1301	17190398	17190546	+	0	NA	Intergenic	Intergenic	11018	ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612								
1707	Herato0901	3873684	3873822	+	0	NA	Intergenic	Intergenic	1580	ID=evm.model.Herato0901.96-E3;Parent=evm.model.Herato0901.96								
3103	Herato0503	921382	922061	+	0	NA	Intergenic	Intergenic	-4851	ID=evm.model.Herato0503.28-E12;Parent=evm.model.Herato0503.28								
267	Herato0606	2862473	2862823	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.87-E7;Parent=evm.model.Herato0606.87)	-promoter-TSS (ID=evm.model.Herato0606.87-E7;Parent=evm.model.Herato0606.87)	-195	ID=evm.model.Herato0606.87-E7;Parent=evm.model.Herato0606.87								
543	Herato0606	8722476	8722999	+	0	NA	Intergenic	Intergenic	9352	ID=evm.model.Herato0606.272_evm.model.Herato0606.271-E2;Parent=evm.model.Herato0606.272_evm.model.Herato0606.271								
1892	Herato0901	10581115	10581328	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.324-E15;Parent=evm.model.Herato0901.324)	-promoter-TSS (ID=evm.model.Herato0901.324-E15;Parent=evm.model.Herato0901.324)	112	ID=evm.model.Herato0901.324.1-E14;Parent=evm.model.Herato0901.324.1								
2044	Herato1001	1959823	1960187	+	0	NA	Intergenic	Intergenic	-9083	ID=evm.model.Herato1001.69-E1;Parent=evm.model.Herato1001.69								
4561	Herato0204	444612	444826	+	0	NA	Intergenic	Intergenic	2948	ID=evm.model.Herato0204.22-E3;Parent=evm.model.Herato0204.22								
4553	Herato1805	5638520	5639818	+	0	NA	Intergenic	Intergenic	4555	ID=evm.model.Herato1805.156-E3;Parent=evm.model.Herato1805.156								
4231	Herato0101	22285965	22286511	+	0	NA	Intergenic	Intergenic	3983	ID=evm.model.Herato0101.854-E12;Parent=evm.model.Herato0101.854								
1437	Herato0101	12793264	12793441	+	0	NA	TTS (ID=evm.model.Herato0101.433-E4;Parent=evm.model.Herato0101.433)	-TTS (ID=evm.model.Herato0101.433-E4;Parent=evm.model.Herato0101.433)	1245	ID=evm.model.Herato0101.433-E4;Parent=evm.model.Herato0101.433								
4648	Herato1908	376540	376721	+	0	NA	Intergenic	Intergenic	2643	ID=evm.model.Herato1908.15.6-E7;Parent=evm.model.Herato1908.15.6								
2813	Herato1411	4449991	4450189	+	0	NA	Intergenic	Intergenic	2457	ID=evm.model.Herato1411.173-E6;Parent=evm.model.Herato1411.173								
6189	Herato1807	2200501	2200816	+	0	NA	Intergenic	Intergenic	-12230	ID=evm.model.Herato1807.41.4-E1;Parent=evm.model.Herato1807.41.4								
2724	Herato1807	3398244	3398718	+	0	NA	Intergenic	Intergenic	9054	ID=evm.model.Herato1807.65-E6;Parent=evm.model.Herato1807.65								
2517	Herato1005	2586403	2586640	+	0	NA	Intergenic	Intergenic	-2981	ID=evm.model.Herato1005.129-E8;Parent=evm.model.Herato1005.129								
757	Herato0701	2584081	2584352	+	0	NA	Intergenic	Intergenic	3192	ID=evm.model.Herato0701.148.11-E2;Parent=evm.model.Herato0701.148.11								
2577	Herato1408	999775	1000363	+	0	NA	Intergenic	Intergenic	171289	ID=evm.model.Herato1408.28-E4;Parent=evm.model.Herato1408.28								
6210	Herato0503	3899922	3900138	+	0	NA	Intergenic	Intergenic	22828	ID=evm.model.Herato0503.128.3-E1;Parent=evm.model.Herato0503.128.3								
9	Herato0508	539824	540337	+	0	NA	Intergenic	Intergenic	-15090	ID=evm.model.Herato0508.26-E2;Parent=evm.model.Herato0508.26								
3359	Herato1910	1021050	1021272	+	0	NA	Intergenic	Intergenic	2381	ID=evm.model.Herato1910.72-E3;Parent=evm.model.Herato1910.72								
6108	Herato0215	3736968	3737644	+	0	NA	Intergenic	Intergenic	-2706	ID=evm.model.Herato0215.144.1-E1;Parent=evm.model.Herato0215.144.1								
1740	Herato2001	11622039	11622253	+	0	NA	Intergenic	Intergenic	6345	ID=evm.model.Herato2001.441-E4;Parent=evm.model.Herato2001.441								
1600	Herato0901	668154	668776	+	0	NA	Intergenic	Intergenic	-16210	ID=evm.model.Herato0901.30-E3;Parent=evm.model.Herato0901.30								
6417	Herato0214	769262	769750	+	0	NA	Intergenic	Intergenic	-7987	ID=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46-E5;Parent=evm.model.Herato0214.43_evm.model.Herato0214.44_evm.model.Herato0214.46								
603	Herato0606	10654325	10654863	+	0	NA	Intergenic	Intergenic	-1987	ID=novel_model_59-E1;Parent=novel_model_59								
5666	Herato2101	9605248	9605494	+	0	NA	Intergenic	Intergenic	1897	ID=evm.model.Herato2101.328-E4;Parent=evm.model.Herato2101.328								
5423	Herato1910	179994	180206	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.20-E5;Parent=evm.model.Herato1910.20)	-promoter-TSS (ID=evm.model.Herato1910.20-E5;Parent=evm.model.Herato1910.20)	-562	ID=evm.model.Herato1910.20.1-E5;Parent=evm.model.Herato1910.20.1								
90	Herato1003	1336503	1337328	+	0	NA	Intergenic	Intergenic	-8399	ID=evm.model.Herato1003.45-E1;Parent=evm.model.Herato1003.45								
4712	Herato1408	2921710	2922320	+	0	NA	Intergenic	Intergenic	5961	ID=evm.model.Herato1408.86-E5;Parent=evm.model.Herato1408.86								
3514	Herato1605	60012	60265	+	0	NA	Intergenic	Intergenic	-3021	ID=evm.model.Herato1605.3-E1;Parent=evm.model.Herato1605.3								
565	Herato0606	9152381	9152968	+	0	NA	Intergenic	Intergenic	-2314	ID=evm.model.Herato0606.294-E3;Parent=evm.model.Herato0606.294								
3102	Herato1904	5889175	5889895	+	0	NA	Intergenic	Intergenic	-16979	ID=evm.model.Herato1904.212-E1;Parent=evm.model.Herato1904.212								
3247	Herato1108	12643967	12644813	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.527-E4;Parent=evm.model.Herato1108.527)	-promoter-TSS (ID=evm.model.Herato1108.527-E4;Parent=evm.model.Herato1108.527)	-166	ID=evm.model.Herato1108.527.1-E4;Parent=evm.model.Herato1108.527.1								
850	Herato0701	5759263	5759440	+	0	NA	Intergenic	Intergenic	3004	ID=evm.model.Herato0701.268-E1;Parent=evm.model.Herato0701.268								
5361	Herato0503	6802072	6802235	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.238-E3;Parent=evm.model.Herato0503.238)	-promoter-TSS (ID=evm.model.Herato0503.238-E3;Parent=evm.model.Herato0503.238)	-402	ID=evm.model.Herato0503.238-E3;Parent=evm.model.Herato0503.238								
4057	Herato1301	2866276	2866639	+	0	NA	Intergenic	Intergenic	-11054	ID=evm.model.Herato1301.71.2-E1;Parent=evm.model.Herato1301.71.2								
4997	Herato0411	5000145	5000664	+	0	NA	TTS (ID=evm.model.Herato0411.110-E2;Parent=evm.model.Herato0411.110)	-TTS (ID=evm.model.Herato0411.110-E2;Parent=evm.model.Herato0411.110)	941	ID=evm.model.Herato0411.110-E2;Parent=evm.model.Herato0411.110								
4683	Herato0310	9181917	9182452	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.273-E1;Parent=evm.model.Herato0310.273)	-promoter-TSS (ID=evm.model.Herato0310.273-E1;Parent=evm.model.Herato0310.273)	66	ID=evm.model.Herato0310.273-E1;Parent=evm.model.Herato0310.273								
2696	Herato1007	3297829	3298697	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.116-E6;Parent=evm.model.Herato1007.116)	-promoter-TSS (ID=evm.model.Herato1007.116-E6;Parent=evm.model.Herato1007.116)	-272	ID=evm.model.Herato1007.116-E6;Parent=evm.model.Herato1007.116								
1360	Herato1202	5027254	5027646	+	0	NA	Intergenic	Intergenic	-5899	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
5891	Herato2101	8194375	8194597	+	0	NA	Intergenic	Intergenic	14835	ID=evm.model.Herato2101.288.2-E1;Parent=evm.model.Herato2101.288.2								
3620	Herato1605	3259348	3259577	+	0	NA	Intergenic	Intergenic	-1791	ID=evm.model.Herato1605.102-E1;Parent=evm.model.Herato1605.102								
6484	Herato0419	417243	417511	+	0	NA	Intergenic	Intergenic	-28379	ID=evm.model.Herato0419.5-E1;Parent=evm.model.Herato0419.5								
233	Herato1003	5993833	5994250	+	0	NA	Intergenic	Intergenic	-1708	ID=evm.model.Herato1003.199.1-E1;Parent=evm.model.Herato1003.199.1								
6217	Herato2101	2296368	2297251	+	0	NA	Intergenic	Intergenic	-1437	ID=evm.model.Herato2101.78-E13;Parent=evm.model.Herato2101.78								
1490	Herato0821	547282	547744	+	0	NA	TTS (ID=evm.model.Herato0821.37-E3;Parent=evm.model.Herato0821.37)	-TTS (ID=evm.model.Herato0821.37-E3;Parent=evm.model.Herato0821.37)	254	ID=evm.model.Herato0821.37.1-E4;Parent=evm.model.Herato0821.37.1								
2198	Herato0101	15651558	15651949	+	0	NA	TTS (ID=evm.model.Herato0101.579-E15;Parent=evm.model.Herato0101.579)	-TTS (ID=evm.model.Herato0101.579-E15;Parent=evm.model.Herato0101.579)	589	ID=evm.model.Herato0101.579-E15;Parent=evm.model.Herato0101.579								
2947	Herato0101	17948183	17948336	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.718-E4;Parent=evm.model.Herato0101.718)	-promoter-TSS (ID=evm.model.Herato0101.718-E4;Parent=evm.model.Herato0101.718)	-719	ID=evm.model.Herato0101.718-E4;Parent=evm.model.Herato0101.718								
4199	Herato1301	9754911	9755282	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.386-E31;Parent=evm.model.Herato1301.386)	-promoter-TSS (ID=evm.model.Herato1301.386-E31;Parent=evm.model.Herato1301.386)	-68	ID=evm.model.Herato1301.386.2-E31;Parent=evm.model.Herato1301.386.2								
4480	Herato1805	3520625	3521426	+	0	NA	TTS (ID=evm.model.Herato1805.102-E7;Parent=evm.model.Herato1805.102)	-TTS (ID=evm.model.Herato1805.102-E7;Parent=evm.model.Herato1805.102)	874	ID=evm.model.Herato1805.102-E7;Parent=evm.model.Herato1805.102								
4105	Herato2101	680961	681577	+	0	NA	Intergenic	Intergenic	-25252	ID=evm.model.Herato2101.30-E1;Parent=evm.model.Herato2101.30								
2288	Herato1805	1824370	1825771	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.76-E10;Parent=evm.model.Herato1805.76)	-promoter-TSS (ID=evm.model.Herato1805.76-E10;Parent=evm.model.Herato1805.76)	-105	ID=evm.model.Herato1805.76-E9;Parent=evm.model.Herato1805.76								
4777	Herato1408	5658850	5659279	+	0	NA	Intergenic	Intergenic	1271	ID=evm.model.Herato1408.214-E3;Parent=evm.model.Herato1408.214								
2954	Herato1505	2084975	2085177	+	0	NA	TTS (ID=evm.model.Herato1505.85-E3;Parent=evm.model.Herato1505.85)	-TTS (ID=evm.model.Herato1505.85-E3;Parent=evm.model.Herato1505.85)	155	ID=evm.model.Herato1505.85-E3;Parent=evm.model.Herato1505.85								
11	Herato0508	596219	596431	+	0	NA	Intergenic	Intergenic	2769	ID=evm.model.Herato0508.27-E1;Parent=evm.model.Herato0508.27								
5120	Herato2001	8263600	8264038	+	0	NA	TTS (ID=evm.model.Herato2001.347-E7;Parent=evm.model.Herato2001.347)	-TTS (ID=evm.model.Herato2001.347-E7;Parent=evm.model.Herato2001.347)	648	ID=evm.model.Herato2001.347-E7;Parent=evm.model.Herato2001.347								
4841	Herato1807	4079313	4079904	+	0	NA	Intergenic	Intergenic	-8122	ID=evm.model.Herato1807.86-E1;Parent=evm.model.Herato1807.86								
4117	Herato2101	1119503	1120222	+	0	NA	TTS (ID=evm.model.Herato2101.43.1-E1;Parent=evm.model.Herato2101.43.1)	-TTS (ID=evm.model.Herato2101.43.1-E1;Parent=evm.model.Herato2101.43.1)	171	ID=evm.model.Herato2101.43.1-E1;Parent=evm.model.Herato2101.43.1								
842	Herato0701	5344998	5345268	+	0	NA	Intergenic	Intergenic	-1170	ID=evm.model.Herato0701.245-E1;Parent=evm.model.Herato0701.245								
4288	Herato1901	3144960	3145479	+	0	NA	Intergenic	Intergenic	1636	ID=evm.model.Herato1901.105-E3;Parent=evm.model.Herato1901.105								
2000	Herato1001	349438	349634	+	0	NA	Intergenic	Intergenic	11993	ID=evm.model.Herato1001.16-E1;Parent=evm.model.Herato1001.16								
3340	Herato1202	1874327	1874739	+	0	NA	Intergenic	Intergenic	-7840	ID=evm.model.Herato1202.64-E1;Parent=evm.model.Herato1202.64								
6498	Herato2001	16836838	16837539	+	0	NA	Intergenic	Intergenic	-6375	ID=evm.model.Herato2001.651-E1;Parent=evm.model.Herato2001.651								
2531	Herato0101	16560292	16560515	+	0	NA	Intergenic	Intergenic	36823	ID=evm.model.Herato0101.644.1.1-E9;Parent=evm.model.Herato0101.644.1.1								
5960	Herato0310	6047977	6048590	+	0	NA	Intergenic	Intergenic	-3113	ID=evm.model.Herato0310.151-E2;Parent=evm.model.Herato0310.151								
199	Herato0606	1195816	1197690	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.41-E6;Parent=evm.model.Herato0606.41)	-promoter-TSS (ID=evm.model.Herato0606.41-E6;Parent=evm.model.Herato0606.41)	-701	ID=evm.model.Herato0606.41-E6;Parent=evm.model.Herato0606.41								
4972	Herato1411	6586048	6586438	+	0	NA	Intergenic	Intergenic	8437	ID=evm.model.Herato1411.244-E3;Parent=evm.model.Herato1411.244								
2410	Herato1301	20728470	20728708	+	0	NA	Intergenic	Intergenic	-1329	ID=evm.model.Herato1301.707-E3;Parent=evm.model.Herato1301.707								
6557	Herato0503	8057082	8057309	+	0	NA	Intergenic	Intergenic	-4753	ID=evm.model.Herato0503.300-E1;Parent=evm.model.Herato0503.300								
1899	Herato1301	1800111	1800588	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.42-E1;Parent=evm.model.Herato1301.42)	-promoter-TSS (ID=evm.model.Herato1301.42-E1;Parent=evm.model.Herato1301.42)	-82	ID=evm.model.Herato1301.42-E1;Parent=evm.model.Herato1301.42								
4606	Herato0101	7388277	7388676	+	0	NA	Intergenic	Intergenic	5222	ID=evm.model.Herato0101.228-E1;Parent=evm.model.Herato0101.228								
1929	Herato0901	11545479	11546013	+	0	NA	Intergenic	Intergenic	-4605	ID=evm.model.Herato0901.347-E1;Parent=evm.model.Herato0901.347								
1737	Herato1202	18041803	18041971	+	0	NA	Intergenic	Intergenic	3384	ID=evm.model.Herato1202.736.1-E1;Parent=evm.model.Herato1202.736.1								
4814	Herato1807	3444065	3444743	+	0	NA	TTS (ID=evm.model.Herato1807.67-E1;Parent=evm.model.Herato1807.67)	-TTS (ID=evm.model.Herato1807.67-E1;Parent=evm.model.Herato1807.67)	317	ID=evm.model.Herato1807.67-E1;Parent=evm.model.Herato1807.67								
3143	Herato1108	10159422	10159896	+	0	NA	Intergenic	Intergenic	4990	ID=evm.model.Herato1108.452-E1;Parent=evm.model.Herato1108.452								
5128	Herato1701	2974966	2975152	+	0	NA	Intergenic	Intergenic	-9763	ID=evm.model.Herato1701.64-E1;Parent=evm.model.Herato1701.64								
5789	Herato2001	16654998	16655286	+	0	NA	Intergenic	Intergenic	-70298	ID=evm.model.Herato2001.648-E1;Parent=evm.model.Herato2001.648								
6334	Herato1901	1512227	1513156	+	0	NA	Intergenic	Intergenic	-4373	ID=evm.model.Herato1901.36-E1;Parent=evm.model.Herato1901.36								
3411	Herato1603	481380	481599	+	0	NA	Intergenic	Intergenic	23521	ID=novel_model_200-E1;Parent=novel_model_200								
6507	Herato2001	1887524	1888012	+	0	NA	Intergenic	Intergenic	19308	ID=evm.model.Herato2001.38-E2;Parent=evm.model.Herato2001.38								
3284	Herato1109	20576	21233	+	0	NA	promoter-TSS (ID=evm.model.Herato1109.1-E4;Parent=evm.model.Herato1109.1)	-promoter-TSS (ID=evm.model.Herato1109.1-E4;Parent=evm.model.Herato1109.1)	5	ID=evm.model.Herato1109.1-E4;Parent=evm.model.Herato1109.1								
3223	Herato1108	12034181	12034516	+	0	NA	Intergenic	Intergenic	4061	ID=evm.model.Herato1108.513-E4;Parent=evm.model.Herato1108.513								
3244	Herato1108	12577639	12578096	+	0	NA	Intergenic	Intergenic	-6579	ID=evm.model.Herato1108.526-E3;Parent=evm.model.Herato1108.526								
2122	Herato1301	11063033	11063240	+	0	NA	Intergenic	Intergenic	20088	ID=evm.model.Herato1301.439-E4;Parent=evm.model.Herato1301.439								
5581	Herato1605	168382	168617	+	0	NA	TTS (ID=evm.model.Herato1605.13-E8;Parent=evm.model.Herato1605.13)	-TTS (ID=evm.model.Herato1605.13-E8;Parent=evm.model.Herato1605.13)	491	ID=evm.model.Herato1605.13-E8;Parent=evm.model.Herato1605.13								
2280	Herato1108	5011883	5012162	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.208-E1;Parent=evm.model.Herato1108.208)	-promoter-TSS (ID=evm.model.Herato1108.208-E1;Parent=evm.model.Herato1108.208)	-115	ID=evm.model.Herato1108.208-E1;Parent=evm.model.Herato1108.208								
280	Herato0606	3019765	3020471	+	0	NA	Intergenic	Intergenic	-3684	ID=evm.model.Herato0606.94-E5;Parent=evm.model.Herato0606.94								
273	Herato0101	1582455	1582815	+	0	NA	Intergenic	Intergenic	6811	ID=evm.model.Herato0101.39.2-E1;Parent=evm.model.Herato0101.39.2								
471	Herato0606	6376253	6376722	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.219-E16;Parent=evm.model.Herato0606.219)	-promoter-TSS (ID=evm.model.Herato0606.219-E16;Parent=evm.model.Herato0606.219)	-786	ID=evm.model.Herato0606.219-E16;Parent=evm.model.Herato0606.219								
3498	Herato1202	6790894	6791074	+	0	NA	Intergenic	Intergenic	-12958	ID=evm.model.Herato1202.272-E3;Parent=evm.model.Herato1202.272								
4991	Herato1910	2668031	2668481	+	0	NA	Intergenic	Intergenic	8128	ID=evm.model.Herato1910.142-E1;Parent=evm.model.Herato1910.142								
4177	Herato1301	7750096	7750479	+	0	NA	Intergenic	Intergenic	-2122	ID=evm.model.Herato1301.325-E1;Parent=evm.model.Herato1301.325								
2262	Herato1003	2554537	2555709	+	0	NA	TTS (ID=evm.model.Herato1003.82-E3;Parent=evm.model.Herato1003.82)	-TTS (ID=evm.model.Herato1003.82-E3;Parent=evm.model.Herato1003.82)	1045	ID=evm.model.Herato1003.82-E3;Parent=evm.model.Herato1003.82								
1509	Herato0821	1429663	1430106	+	0	NA	Intergenic	Intergenic	-11977	ID=evm.model.Herato0821.57-E1;Parent=evm.model.Herato0821.57								
5631	Herato1904	5474168	5474365	+	0	NA	TTS (ID=evm.model.Herato1904.200-E3;Parent=evm.model.Herato1904.200)	-TTS (ID=evm.model.Herato1904.200-E3;Parent=evm.model.Herato1904.200)	590	ID=evm.model.Herato1904.200-E3;Parent=evm.model.Herato1904.200								
1936	Herato1301	2349368	2349652	+	0	NA	Intergenic	Intergenic	-3091	ID=evm.model.Herato1301.59-E4;Parent=evm.model.Herato1301.59								
6611	Herato2001	9802996	9803443	+	0	NA	Intergenic	Intergenic	-32666	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
2912	Herato1505	1140020	1140328	+	0	NA	Intergenic	Intergenic	-1576	ID=evm.model.Herato1505.44-E1;Parent=evm.model.Herato1505.44								
1325	Herato1202	3833917	3834190	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.136-E5;Parent=evm.model.Herato1202.136)	-promoter-TSS (ID=evm.model.Herato1202.136-E5;Parent=evm.model.Herato1202.136)	143	ID=evm.model.Herato1202.136.1-E4;Parent=evm.model.Herato1202.136.1								
1643	Herato0901	1676174	1676700	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.61-E1;Parent=evm.model.Herato0901.61)	-promoter-TSS (ID=evm.model.Herato0901.61-E1;Parent=evm.model.Herato0901.61)	-781	ID=evm.model.Herato0901.61-E1;Parent=evm.model.Herato0901.61								
131	Herato0601	2985067	2985385	+	0	NA	Intergenic	Intergenic	27592	ID=evm.model.Herato0601.73-E9;Parent=evm.model.Herato0601.73								
1565	Herato0821	3411171	3412629	+	0	NA	Intergenic	Intergenic	62779	ID=novel_model_96-E1;Parent=novel_model_96								
4277	Herato1301	12498461	12499450	+	0	NA	Intergenic	Intergenic	-13461	ID=evm.model.Herato1301.487.1-E1;Parent=evm.model.Herato1301.487.1								
4075	Herato1301	3266644	3267464	+	0	NA	Intergenic	Intergenic	-10942	ID=evm.model.Herato1301.90-E1;Parent=evm.model.Herato1301.90								
6016	Herato2101	10559104	10559405	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.366-E1;Parent=evm.model.Herato2101.366)	-promoter-TSS (ID=evm.model.Herato2101.366-E1;Parent=evm.model.Herato2101.366)	-501	ID=evm.model.Herato2101.366-E1;Parent=evm.model.Herato2101.366								
1502	Herato0821	1113791	1114248	+	0	NA	Intergenic	Intergenic	8010	ID=evm.model.Herato0821.48-E8;Parent=evm.model.Herato0821.48								
1872	Herato1301	1107787	1108442	+	0	NA	Intergenic	Intergenic	-14458	ID=evm.model.Herato1301.33.1-E1;Parent=evm.model.Herato1301.33.1								
6708	Herato0503	6858051	6858629	+	0	NA	Intergenic	Intergenic	-2372	ID=evm.model.Herato0503.241-E2;Parent=evm.model.Herato0503.241								
4743	Herato1910	1421328	1421535	+	0	NA	Intergenic	Intergenic	3705	ID=evm.model.Herato1910.101-E1;Parent=evm.model.Herato1910.101								
4665	Herato1408	996765	997204	+	0	NA	Intergenic	Intergenic	174374	ID=evm.model.Herato1408.28-E4;Parent=evm.model.Herato1408.28								
3488	Herato1202	6366548	6366724	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.264-E6;Parent=evm.model.Herato1202.264)	-promoter-TSS (ID=evm.model.Herato1202.264-E6;Parent=evm.model.Herato1202.264)	-330	ID=evm.model.Herato1202.264-E6;Parent=evm.model.Herato1202.264								
2935	Herato1505	1493008	1493774	+	0	NA	Intergenic	Intergenic	3767	ID=evm.model.Herato1505.163-E4;Parent=evm.model.Herato1505.163								
4270	Herato1901	2543626	2544807	+	0	NA	Intergenic	Intergenic	6462	ID=evm.model.Herato1901.83-E9;Parent=evm.model.Herato1901.83								
3875	Herato0310	2861103	2861894	+	0	NA	Intergenic	Intergenic	-31579	ID=evm.model.Herato0310.60-E1;Parent=evm.model.Herato0310.60								
