PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2down_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_shared_D2down_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
919	Hmel219003	7036216	7036607	+	0	NA	Intergenic	Intergenic	-49017	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
746	Hmel217004	1187062	1188139	+	0	NA	Intergenic	Intergenic	5026	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
534	Hmel212013	2400727	2401830	+	0	NA	Intergenic	Intergenic	13451	ID=HMEL031692g1.t1-E2;Parent=HMEL031692g1.t1								
400	Hmel211012	1314111	1315201	+	0	NA	Intergenic	Intergenic	12493	ID=HMEL031233g1.t1-E2;Parent=HMEL031233g1.t1								
744	Hmel217004	1137517	1138829	+	0	NA	Intergenic	Intergenic	-18593	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
20	Hmel206009	799309	799681	+	0	NA	Intergenic	Intergenic	16769	ID=HMEL017103g1.t1-E1;Parent=HMEL017103g1.t1								
888	Hmel219003	1295276	1295547	+	0	NA	Intergenic	Intergenic	1974	ID=HMEL016967g1.t2-E1;Parent=HMEL016967g1.t2								
633	Hmel213069	981674	982025	+	0	NA	Intergenic	Intergenic	1435	ID=HMEL032231g1.t1-E2;Parent=HMEL032231g1.t1								
1011	Hmel220009	138425	138840	+	0	NA	Intergenic	Intergenic	-10736	ID=HMEL035254g1.t2-E1;Parent=HMEL035254g1.t2								
151	Hmel207021	659603	660139	+	0	NA	TTS (ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1)	-TTS (ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1)	772	ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1								
1161	Hmel205012	364049	364320	+	0	NA	Intergenic	Intergenic	12871	ID=HMEL036663g1.t1-E1;Parent=HMEL036663g1.t1								
468	Hmel201019	57538	57916	+	0	NA	Intergenic	Intergenic	15748	ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1								
1019	Hmel220017	482319	482794	+	0	NA	Intergenic	Intergenic	-7586	ID=HMEL005468g1.t1-E1;Parent=HMEL005468g1.t1								
700	Hmel216009	309562	309933	+	0	NA	Intergenic	Intergenic	-33908	ID=HMEL033486g1.t1-E1;Parent=HMEL033486g1.t1								
287	Hmel210009	415361	416282	+	0	NA	promoter-TSS (ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1)	-promoter-TSS (ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1)	-479	ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1								
475	Hmel212004	235404	236082	+	0	NA	Intergenic	Intergenic	-10386	ID=HMEL031498g1.t1-E1;Parent=HMEL031498g1.t1								
78	Hmel207002	674492	674798	+	0	NA	Intergenic	Intergenic	12910	ID=HMEL009525g1.t1-E3;Parent=HMEL009525g1.t1								
990	Hmel220005	2938968	2939540	+	0	NA	Intergenic	Intergenic	-1079	ID=HMEL035164g1.t1-E2;Parent=HMEL035164g1.t1								
413	Hmel211016	56087	56379	+	0	NA	Intergenic	Intergenic	4031	ID=HMEL031257g1.t1-E3;Parent=HMEL031257g1.t1								
294	Hmel210011	270003	270713	+	0	NA	promoter-TSS (ID=HMEL013319g1.t1-E1;Parent=HMEL013319g1.t1)	-promoter-TSS (ID=HMEL013319g1.t1-E1;Parent=HMEL013319g1.t1)	-120	ID=HMEL013319g1.t1-E1;Parent=HMEL013319g1.t1								
932	Hmel219012	326247	326683	+	0	NA	Intergenic	Intergenic	-32569	ID=HMEL034766g1.t1-E1;Parent=HMEL034766g1.t1								
764	Hmel217004	3617042	3618203	+	0	NA	Intergenic	Intergenic	-1663	ID=HMEL033848g1.t1-E3;Parent=HMEL033848g1.t1								
349	Hmel211004	208004	208691	+	0	NA	promoter-TSS (ID=HMEL015228g1.t1-E1;Parent=HMEL015228g1.t1)	-promoter-TSS (ID=HMEL015228g1.t1-E1;Parent=HMEL015228g1.t1)	-251	ID=HMEL015228g1.t1-E1;Parent=HMEL015228g1.t1								
515	Hmel212011	1559385	1560083	+	0	NA	Intergenic	Intergenic	-1416	ID=HMEL012931g1.t1-E2;Parent=HMEL012931g1.t1								
1107	Hmel203048	412015	412227	+	0	NA	Intergenic	Intergenic	-14874	ID=HMEL036097g1.t1-E1;Parent=HMEL036097g1.t1								
138	Hmel207011	195053	195516	+	0	NA	TTS (ID=HMEL007905g1.t1-E2;Parent=HMEL007905g1.t1)	-TTS (ID=HMEL007905g1.t1-E2;Parent=HMEL007905g1.t1)	916	ID=HMEL007905g1.t1-E2;Parent=HMEL007905g1.t1								
606	Hmel213051	277241	277497	+	0	NA	promoter-TSS (ID=HMEL032088g1.t1-E1;Parent=HMEL032088g1.t1)	-promoter-TSS (ID=HMEL032088g1.t1-E1;Parent=HMEL032088g1.t1)	-463	ID=HMEL032088g1.t1-E1;Parent=HMEL032088g1.t1								
137	Hmel207011	10271	10535	+	0	NA	Intergenic	Intergenic	2685	ID=HMEL037552g1.t1-E3;Parent=HMEL037552g1.t1								
724	Hmel216012	166995	168123	+	0	NA	Intergenic	Intergenic	16943	ID=HMEL011492g1.t1-E2;Parent=HMEL011492g1.t1								
666	Hmel214029	1204378	1204814	+	0	NA	Intergenic	Intergenic	4264	ID=HMEL016337g5.t1-E2;Parent=HMEL016337g5.t1								
432	Hmel212001	2041772	2042676	+	0	NA	Intergenic	Intergenic	-2623	ID=HMEL016808g1.t1-E2;Parent=HMEL016808g1.t1								
519	Hmel212013	452604	454031	+	0	NA	promoter-TSS (ID=HMEL031633g1.t1-E2;Parent=HMEL031633g1.t1)	-promoter-TSS (ID=HMEL031633g1.t1-E2;Parent=HMEL031633g1.t1)	-2	ID=HMEL031633g1.t1-E2;Parent=HMEL031633g1.t1								
1074	Hmel221019	12300	12831	+	0	NA	Intergenic	Intergenic	-13332	ID=HMEL010547g1.t1-E1;Parent=HMEL010547g1.t1								
860	Hmel218018	6844481	6844695	+	0	NA	promoter-TSS (ID=HMEL015839g1.t1-E2;Parent=HMEL015839g1.t1)	-promoter-TSS (ID=HMEL015839g1.t1-E2;Parent=HMEL015839g1.t1)	-34	ID=HMEL015839g1.t1-E2;Parent=HMEL015839g1.t1								
1063	Hmel221012	2790214	2791870	+	0	NA	Intergenic	Intergenic	9165	ID=HMEL035614g1.t1-E2;Parent=HMEL035614g1.t1								
17	Hmel201009	599611	599844	+	0	NA	Intergenic	Intergenic	23585	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
708	Hmel202006	825260	825791	+	0	NA	Intergenic	Intergenic	-5209	ID=HMEL022537g1.t1-E1;Parent=HMEL022537g1.t1								
110	Hmel207002	5396059	5396359	+	0	NA	Intergenic	Intergenic	2417	ID=HMEL005127g2.t1-E2;Parent=HMEL005127g2.t1								
333	Hmel210011	5091942	5092413	+	0	NA	Intergenic	Intergenic	-28202	ID=HMEL030933g1.t1-E1;Parent=HMEL030933g1.t1								
710	Hmel216011	581907	582467	+	0	NA	Intergenic	Intergenic	24360	ID=HMEL033543g1.t1-E2;Parent=HMEL033543g1.t1								
323	Hmel210011	4279723	4280551	+	0	NA	TTS (ID=HMEL009083g1.t1-E4;Parent=HMEL009083g1.t1)	-TTS (ID=HMEL009083g1.t1-E4;Parent=HMEL009083g1.t1)	810	ID=HMEL009083g1.t1-E4;Parent=HMEL009083g1.t1								
856	Hmel202006	2450642	2451282	+	0	NA	Intergenic	Intergenic	-3704	ID=HMEL008673g1.t1-E1;Parent=HMEL008673g1.t1								
112	Hmel207002	5779148	5779336	+	0	NA	Intergenic	Intergenic	-12464	ID=HMEL008244g1.t1-E1;Parent=HMEL008244g1.t1								
545	Hmel212013	3257723	3258956	+	0	NA	Intergenic	Intergenic	-40418	ID=HMEL031706g1.t1-E1;Parent=HMEL031706g1.t1								
191	Hmel201009	3688532	3689311	+	0	NA	Intergenic	Intergenic	-1166	ID=HMEL012424g2.t1-E1;Parent=HMEL012424g2.t1								
187	Hmel208021	176406	176652	+	0	NA	TTS (ID=HMEL037940g1.t1-E1;Parent=HMEL037940g1.t1)	-TTS (ID=HMEL037940g1.t1-E1;Parent=HMEL037940g1.t1)	986	ID=HMEL037940g1.t1-E1;Parent=HMEL037940g1.t1								
588	Hmel213038	8147	8610	+	0	NA	Intergenic	Intergenic	-15248	ID=HMEL032018g1.t1-E1;Parent=HMEL032018g1.t1								
646	Hmel214008	885868	886428	+	0	NA	Intergenic	Intergenic	23657	ID=HMEL022040g6.t1-E1;Parent=HMEL022040g6.t1								
756	Hmel217004	1922414	1923444	+	0	NA	Intergenic	Intergenic	2018	ID=HMEL033808g1.t1-E2;Parent=HMEL033808g1.t1								
446	Hmel212001	3066585	3066773	+	0	NA	Intergenic	Intergenic	-5550	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
262	Hmel210004	2391469	2392810	+	0	NA	promoter-TSS (ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1)	-promoter-TSS (ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1)	-763	ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1								
212	Hmel209001	1101086	1101527	+	0	NA	Intergenic	Intergenic	-5598	ID=HMEL007018g1.t2-E2;Parent=HMEL007018g1.t2								
1149	Hmel205001	173212	173872	+	0	NA	Intergenic	Intergenic	5789	ID=HMEL036589g1.t1-E2;Parent=HMEL036589g1.t1								
542	Hmel212013	3202715	3203148	+	0	NA	Intergenic	Intergenic	12197	ID=HMEL012337g2.t1-E3;Parent=HMEL012337g2.t1								
961	Hmel220003	1346452	1347100	+	0	NA	Intergenic	Intergenic	7219	ID=HMEL017020g1.t1-E7;Parent=HMEL017020g1.t1								
1087	Hmel203030	140357	140998	+	0	NA	Intergenic	Intergenic	-24816	ID=HMEL008888g1.t1-E1;Parent=HMEL008888g1.t1								
810	Hmel218013	36273	36562	+	0	NA	Intergenic	Intergenic	3010	ID=HMEL034338g1.t1-E7;Parent=HMEL034338g1.t1								
574	Hmel213020	869328	870000	+	0	NA	Intergenic	Intergenic	-13797	ID=HMEL031895g1.t1-E1;Parent=HMEL031895g1.t1								
170	Hmel207023	456800	457070	+	0	NA	Intergenic	Intergenic	32616	ID=HMEL005443g1.t1-E20;Parent=HMEL005443g1.t1								
33	Hmel206009	2239460	2239692	+	0	NA	TTS (ID=HMEL012825g3.t1-E11;Parent=HMEL012825g3.t1)	-TTS (ID=HMEL012825g3.t1-E11;Parent=HMEL012825g3.t1)	324	ID=HMEL012825g3.t1-E11;Parent=HMEL012825g3.t1								
660	Hmel214024	289745	290854	+	0	NA	Intergenic	Intergenic	3643	ID=HMEL032509g1.t1-E6;Parent=HMEL032509g1.t1								
7	Hmel206006	569427	569928	+	0	NA	Intergenic	Intergenic	-10836	ID=HMEL036938g1.t1-E1;Parent=HMEL036938g1.t1								
26	Hmel206009	1816554	1816758	+	0	NA	Intergenic	Intergenic	-6578	ID=HMEL016766g2.t1-E2;Parent=HMEL016766g2.t1								
227	Hmel209005	543488	543773	+	0	NA	Intergenic	Intergenic	6254	ID=HMEL030328g1.t1-E1;Parent=HMEL030328g1.t1								
977	Hmel220005	576334	576584	+	0	NA	Intergenic	Intergenic	11380	ID=HMEL035054g1.t1-E2;Parent=HMEL035054g1.t1								
566	Hmel213012	286310	287121	+	0	NA	promoter-TSS (ID=HMEL017997g1.t1-E6;Parent=HMEL017997g1.t1)	-promoter-TSS (ID=HMEL017997g1.t1-E6;Parent=HMEL017997g1.t1)	634	ID=HMEL017997g1.t2-E5;Parent=HMEL017997g1.t2								
526	Hmel212013	1464483	1465109	+	0	NA	Intergenic	Intergenic	13193	ID=HMEL015319g1.t1-E1;Parent=HMEL015319g1.t1								
806	Hmel201002	2340736	2341097	+	0	NA	Intergenic	Intergenic	12350	ID=HMEL014985g1.t1-E1;Parent=HMEL014985g1.t1								
264	Hmel210004	3834222	3834893	+	0	NA	Intergenic	Intergenic	-3799	ID=HMEL006895g1.t1-E1;Parent=HMEL006895g1.t1								
255	Hmel210004	653134	653566	+	0	NA	Intergenic	Intergenic	-2235	ID=HMEL030615g1.t1-E1;Parent=HMEL030615g1.t1								
359	Hmel211004	1293179	1293862	+	0	NA	promoter-TSS (ID=HMEL003312g1.t1-E1;Parent=HMEL003312g1.t1)	-promoter-TSS (ID=HMEL003312g1.t1-E1;Parent=HMEL003312g1.t1)	-812	ID=HMEL003312g1.t4-E1;Parent=HMEL003312g1.t4								
182	Hmel208019	103898	104220	+	0	NA	Intergenic	Intergenic	-8742	ID=HMEL037903g1.t1-E1;Parent=HMEL037903g1.t1								
108	Hmel207002	4631298	4632221	+	0	NA	Intergenic	Intergenic	-8439	ID=HMEL007261g1.t1-E1;Parent=HMEL007261g1.t1								
604	Hmel201002	1687725	1688066	+	0	NA	Intergenic	Intergenic	3817	ID=HMEL011277g1.t1-E1;Parent=HMEL011277g1.t1								
1001	Hmel220005	4216506	4217000	+	0	NA	Intergenic	Intergenic	-3956	ID=HMEL035200g1.t1-E1;Parent=HMEL035200g1.t1								
556	Hmel213004	1220324	1220776	+	0	NA	Intergenic	Intergenic	-6294	ID=HMEL020903g1.t1-E1;Parent=HMEL020903g1.t1								
717	Hmel216011	1102631	1102920	+	0	NA	Intergenic	Intergenic	12667	ID=HMEL033552g1.t1-E3;Parent=HMEL033552g1.t1								
232	Hmel209007	420808	421669	+	0	NA	promoter-TSS (ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1)	-promoter-TSS (ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1)	-491	ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1								
477	Hmel212004	345181	345439	+	0	NA	Intergenic	Intergenic	-5045	ID=HMEL018017g1.t1-E2;Parent=HMEL018017g1.t1								
815	Hmel201002	2348548	2348915	+	0	NA	Intergenic	Intergenic	4535	ID=HMEL014985g1.t1-E1;Parent=HMEL014985g1.t1								
671	Hmel215006	1278569	1279351	+	0	NA	Intergenic	Intergenic	-35521	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
1182	Hmel205020	329365	329568	+	0	NA	Intergenic	Intergenic	9776	ID=HMEL036792g1.t1-E2;Parent=HMEL036792g1.t1								
225	Hmel209005	493558	494065	+	0	NA	TTS (ID=HMEL030327g1.t1-E1;Parent=HMEL030327g1.t1)	-TTS (ID=HMEL030327g1.t1-E1;Parent=HMEL030327g1.t1)	797	ID=HMEL030327g1.t1-E1;Parent=HMEL030327g1.t1								
330	Hmel210011	4830301	4831652	+	0	NA	Intergenic	Intergenic	9428	ID=HMEL009042g1.t1-E6;Parent=HMEL009042g1.t1								
142	Hmel207014	320162	320571	+	0	NA	Intergenic	Intergenic	-1913	ID=HMEL037621g1.t1-E1;Parent=HMEL037621g1.t1								
207	Hmel208051	1336011	1336989	+	0	NA	Intergenic	Intergenic	11908	ID=HMEL010118g1.t1-E1;Parent=HMEL010118g1.t1								
167	Hmel207021	2130242	2131012	+	0	NA	Intergenic	Intergenic	9484	ID=HMEL013370g2.t1-E2;Parent=HMEL013370g2.t1								
48	Hmel206009	3781767	3782163	+	0	NA	Intergenic	Intergenic	2610	ID=HMEL014669g1.t1-E5;Parent=HMEL014669g1.t1								
360	Hmel211004	1480598	1481378	+	0	NA	Intergenic	Intergenic	-10789	ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1								
692	Hmel215047	541475	542109	+	0	NA	Intergenic	Intergenic	-5819	ID=HMEL032869g1.t1-E1;Parent=HMEL032869g1.t1								
663	Hmel214025	398439	399204	+	0	NA	Intergenic	Intergenic	-4693	ID=HMEL005529g1.t1-E1;Parent=HMEL005529g1.t1								
854	Hmel218018	6302813	6302995	+	0	NA	Intergenic	Intergenic	-24767	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
969	Hmel202006	5624259	5624684	+	0	NA	Intergenic	Intergenic	-5173	ID=HMEL013264g1.t1-E1;Parent=HMEL013264g1.t1								
1174	Hmel205013	182434	182702	+	0	NA	Intergenic	Intergenic	1664	ID=HMEL036686g1.t1-E2;Parent=HMEL036686g1.t1								
1076	Hmel221028	55223	55800	+	0	NA	Intergenic	Intergenic	-17727	ID=HMEL035711g1.t1-E1;Parent=HMEL035711g1.t1								
766	Hmel217004	4389356	4389908	+	0	NA	Intergenic	Intergenic	12711	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
510	Hmel212011	938483	938862	+	0	NA	promoter-TSS (ID=HMEL012672g1.t1-E4;Parent=HMEL012672g1.t1)	-promoter-TSS (ID=HMEL012672g1.t1-E4;Parent=HMEL012672g1.t1)	-13	ID=HMEL012672g1.t1-E4;Parent=HMEL012672g1.t1								
393	Hmel211012	217890	218444	+	0	NA	Intergenic	Intergenic	-2587	ID=HMEL031207g1.t1-E1;Parent=HMEL031207g1.t1								
449	Hmel212001	3127585	3127882	+	0	NA	Intergenic	Intergenic	-19640	ID=HMEL031381g1.t1-E1;Parent=HMEL031381g1.t1								
658	Hmel202004	1132875	1133086	+	0	NA	Intergenic	Intergenic	4564	ID=HMEL033206g1.t1-E1;Parent=HMEL033206g1.t1								
274	Hmel210004	6993226	6993382	+	0	NA	promoter-TSS (ID=HMEL004071g1.t1-E2;Parent=HMEL004071g1.t1)	-promoter-TSS (ID=HMEL004071g1.t1-E2;Parent=HMEL004071g1.t1)	-59	ID=HMEL004071g1.t1-E2;Parent=HMEL004071g1.t1								
549	Hmel212013	3369065	3370039	+	0	NA	Intergenic	Intergenic	-9120	ID=HMEL012330g1.t1-E2;Parent=HMEL012330g1.t1								
877	Hmel218018	7854210	7854512	+	0	NA	Intergenic	Intergenic	-24574	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
659	Hmel214024	202851	203845	+	0	NA	Intergenic	Intergenic	3842	ID=HMEL032504g1.t2-E1;Parent=HMEL032504g1.t2								
1141	Hmel204017	774471	775077	+	0	NA	Intergenic	Intergenic	2484	ID=HMEL008385g1.t1-E6;Parent=HMEL008385g1.t1								
1128	Hmel203069	2409127	2410254	+	0	NA	Intergenic	Intergenic	3776	ID=HMEL008156g1.t1-E2;Parent=HMEL008156g1.t1								
682	Hmel215008	150509	150838	+	0	NA	Intergenic	Intergenic	-4858	ID=HMEL011564g1.t1-E2;Parent=HMEL011564g1.t1								
353	Hmel201011	1744254	1744705	+	0	NA	Intergenic	Intergenic	3126	ID=HMEL011402g7.t1-E2;Parent=HMEL011402g7.t1								
375	Hmel211004	2695228	2695823	+	0	NA	Intergenic	Intergenic	-1439	ID=HMEL031098g1.t2-E1;Parent=HMEL031098g1.t2								
984	Hmel220005	855546	855854	+	0	NA	Intergenic	Intergenic	-1555	ID=HMEL012268g1.t1-E3;Parent=HMEL012268g1.t1								
1155	Hmel205005	785017	785227	+	0	NA	TTS (ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1)	-TTS (ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1)	1202	ID=HMEL016265g1.t1-E2;Parent=HMEL016265g1.t1								
946	Hmel219015	6398	7139	+	0	NA	Intergenic	Intergenic	-2500	ID=HMEL008744g1.t1-E1;Parent=HMEL008744g1.t1								
788	Hmel218004	43408	43656	+	0	NA	Intergenic	Intergenic	-8846	ID=HMEL014190g1.t1-E1;Parent=HMEL014190g1.t1								
128	Hmel207002	6472034	6472841	+	0	NA	Intergenic	Intergenic	-17661	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
303	Hmel210011	2231096	2231751	+	0	NA	Intergenic	Intergenic	-10307	ID=HMEL030871g1.t1-E1;Parent=HMEL030871g1.t1								
250	Hmel210004	362853	363279	+	0	NA	Intergenic	Intergenic	2508	ID=HMEL007550-RA-E7;Parent=HMEL007550-RA								
614	Hmel213062	1094957	1095374	+	0	NA	Intergenic	Intergenic	-8577	ID=HMEL032129g1.t1-E1;Parent=HMEL032129g1.t1								
501	Hmel212009	900800	901060	+	0	NA	Intergenic	Intergenic	18304	ID=HMEL011919g1.t1-E4;Parent=HMEL011919g1.t1								
278	Hmel210004	7179794	7180181	+	0	NA	Intergenic	Intergenic	-2719	ID=HMEL004081g1.t2-E4;Parent=HMEL004081g1.t2								
490	Hmel212006	342889	343432	+	0	NA	Intergenic	Intergenic	-3175	ID=HMEL031533g1.t1-E1;Parent=HMEL031533g1.t1								
130	Hmel201009	2396363	2396742	+	0	NA	Intergenic	Intergenic	3776	ID=HMEL030177g1.t1-E2;Parent=HMEL030177g1.t1								
155	Hmel207021	824636	824998	+	0	NA	Intergenic	Intergenic	-10316	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
387	Hmel211010	90639	91090	+	0	NA	Intergenic	Intergenic	-11986	ID=HMEL031191g1.t1-E1;Parent=HMEL031191g1.t1								
53	Hmel206009	4450407	4450761	+	0	NA	Intergenic	Intergenic	-3758	ID=HMEL037089g1.t1-E1;Parent=HMEL037089g1.t1								
1112	Hmel203067	459164	459858	+	0	NA	Intergenic	Intergenic	6897	ID=HMEL036140g1.t1-E1;Parent=HMEL036140g1.t1								
626	Hmel213067	622693	622955	+	0	NA	Intergenic	Intergenic	54064	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
941	Hmel219014	1814384	1815098	+	0	NA	Intergenic	Intergenic	-13010	ID=HMEL008057g1.t1-E1;Parent=HMEL008057g1.t1								
461	Hmel212001	5958487	5959266	+	0	NA	Intergenic	Intergenic	2910	ID=HMEL031457g1.t1-E1;Parent=HMEL031457g1.t1								
583	Hmel213025	40209	40782	+	0	NA	Intergenic	Intergenic	1538	ID=HMEL031923g1.t1-E4;Parent=HMEL031923g1.t1								
257	Hmel210004	1714598	1715052	+	0	NA	Intergenic	Intergenic	-24102	ID=HMEL002901-RA-E1;Parent=HMEL002901-RA								
951	Hmel219018	1277070	1277782	+	0	NA	Intergenic	Intergenic	13213	ID=HMEL034911g1.t1-E2;Parent=HMEL034911g1.t1								
782	Hmel218003	816321	816890	+	0	NA	Intergenic	Intergenic	-14939	ID=HMEL001014g1.t1-E1;Parent=HMEL001014g1.t1								
85	Hmel207002	1488653	1488883	+	0	NA	Intergenic	Intergenic	1924	ID=HMEL011231-RA-E1;Parent=HMEL011231-RA								
809	Hmel218013	11569	11987	+	0	NA	Intergenic	Intergenic	-6401	ID=HMEL034338g1.t1-E1;Parent=HMEL034338g1.t1								
1156	Hmel205005	838232	839156	+	0	NA	TTS (ID=HMEL016262g1.t1-E5;Parent=HMEL016262g1.t1)	-TTS (ID=HMEL016262g1.t1-E5;Parent=HMEL016262g1.t1)	459	ID=HMEL016262g1.t1-E5;Parent=HMEL016262g1.t1								
425	Hmel212001	1859388	1859589	+	0	NA	Intergenic	Intergenic	-8115	ID=HMEL031357g1.t1-E1;Parent=HMEL031357g1.t1								
591	Hmel213044	229291	229484	+	0	NA	Intergenic	Intergenic	-11967	ID=HMEL032029g1.t1-E1;Parent=HMEL032029g1.t1								
832	Hmel218018	2561259	2562273	+	0	NA	Intergenic	Intergenic	-21403	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
736	Hmel217001	922193	922609	+	0	NA	Intergenic	Intergenic	9200	ID=HMEL017727g1.t1-E3;Parent=HMEL017727g1.t1								
539	Hmel212013	3178673	3180107	+	0	NA	Intergenic	Intergenic	10234	ID=HMEL012337g1.t1-E4;Parent=HMEL012337g1.t1								
781	Hmel218003	461548	462086	+	0	NA	Intergenic	Intergenic	-15083	ID=HMEL034211g1.t1-E1;Parent=HMEL034211g1.t1								
828	Hmel218018	1167917	1168361	+	0	NA	Intergenic	Intergenic	35235	ID=HMEL016226-RA-E1;Parent=HMEL016226-RA								
276	Hmel210004	7069253	7069807	+	0	NA	Intergenic	Intergenic	-1697	ID=HMEL004074g1.t1-E2;Parent=HMEL004074g1.t1								
102	Hmel207002	2806298	2807326	+	0	NA	Intergenic	Intergenic	-2390	ID=HMEL007135g1.t1-E1;Parent=HMEL007135g1.t1								
520	Hmel212013	666280	666916	+	0	NA	Intergenic	Intergenic	-1148	ID=HMEL011957g2.t1-E2;Parent=HMEL011957g2.t1								
532	Hmel212013	2363603	2363873	+	0	NA	Intergenic	Intergenic	-1262	ID=HMEL011473g1.t1-E1;Parent=HMEL011473g1.t1								
55	Hmel201002	613740	614791	+	0	NA	Intergenic	Intergenic	-25469	ID=HMEL003783g1.t1-E1;Parent=HMEL003783g1.t1								
57	Hmel206012	1499265	1499585	+	0	NA	Intergenic	Intergenic	-2035	ID=HMEL004535g1.t1-E2;Parent=HMEL004535g1.t1								
259	Hmel210004	1848570	1849281	+	0	NA	promoter-TSS (ID=HMEL018100g1.t1-E2;Parent=HMEL018100g1.t1)	-promoter-TSS (ID=HMEL018100g1.t1-E2;Parent=HMEL018100g1.t1)	259	ID=HMEL018100g1.t1-E1;Parent=HMEL018100g1.t1								
424	Hmel212001	1837929	1839152	+	0	NA	Intergenic	Intergenic	3133	ID=HMEL031356g1.t1-E1;Parent=HMEL031356g1.t1								
872	Hmel218018	7770724	7771314	+	0	NA	Intergenic	Intergenic	-6031	ID=HMEL016588g4.t1-E2;Parent=HMEL016588g4.t1								
163	Hmel207021	2041697	2042539	+	0	NA	Intergenic	Intergenic	-5625	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
1106	Hmel203048	217464	218289	+	0	NA	Intergenic	Intergenic	-11270	ID=HMEL036089g1.t1-E1;Parent=HMEL036089g1.t1								
1146	Hmel204017	2750784	2751118	+	0	NA	Intergenic	Intergenic	21087	ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1								
395	Hmel211012	239804	240344	+	0	NA	promoter-TSS (ID=HMEL010348g1.t1-E3;Parent=HMEL010348g1.t1)	-promoter-TSS (ID=HMEL010348g1.t1-E3;Parent=HMEL010348g1.t1)	-531	ID=HMEL010348g1.t1-E3;Parent=HMEL010348g1.t1								
89	Hmel201009	1906483	1907151	+	0	NA	promoter-TSS (ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1)	-promoter-TSS (ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1)	-164	ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1								
175	Hmel207023	573088	573535	+	0	NA	Intergenic	Intergenic	23153	ID=HMEL037744g1.t1-E2;Parent=HMEL037744g1.t1								
584	Hmel213025	54676	55420	+	0	NA	Intergenic	Intergenic	3008	ID=HMEL031924g1.t1-E2;Parent=HMEL031924g1.t1								
988	Hmel220005	1956393	1956760	+	0	NA	Intergenic	Intergenic	3587	ID=HMEL035115g1.t1-E1;Parent=HMEL035115g1.t1								
35	Hmel206009	2331994	2332170	+	0	NA	Intergenic	Intergenic	11451	ID=HMEL005364g1.t1-E6;Parent=HMEL005364g1.t1								
347	Hmel201011	1667829	1668470	+	0	NA	Intergenic	Intergenic	-1880	ID=HMEL033054g1.t1-E1;Parent=HMEL033054g1.t1								
665	Hmel214029	832576	833065	+	0	NA	Intergenic	Intergenic	-2721	ID=HMEL014610g1.t1-E1;Parent=HMEL014610g1.t1								
434	Hmel212001	2048077	2048679	+	0	NA	Intergenic	Intergenic	-8777	ID=HMEL016808g1.t1-E2;Parent=HMEL016808g1.t1								
1184	Hmel205020	964785	965497	+	0	NA	Intergenic	Intergenic	-6439	ID=HMEL021746g1.t1-E1;Parent=HMEL021746g1.t1								
